ALPHA_RANK,Symbol,Sector,Industry,MarketCap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,MULTI_FACTOR_SCORE,FACTOR_RANK
524,REGAAL,Consumer Defensive,Packaged Foods,8570217984,0.3976,26.014,55.58,10.27,36.51,-6.24,15.63,6.87,7,84.36,76.85,79.55,13.513333333333334,87.17,76.18,49.8,78.32,409
396,OAL,Basic Materials,Specialty Chemicals,10511694848,0.5633,25.416,65.65,18.96,29.72,-11.28,41.88,8.42,6,83.77,81.85,84.55,12.466666666666667,84.77,52.09,59.82,78.31,410
507,TATAPOWER,Utilities,Utilities - Independent Power Producers,1340444901376,0.4133,12.71,78.16,2.63,19.43,0.33,10.58,12.19,1,63.92,86.66,80.21,7.463333333333332,71.1,83.22,99.28,78.31,411
423,ESSENTIA,Consumer Defensive,Food Distribution,1944606208,0.5315,32.916,52.62,23.04,39.5,-23.19,30.7,6.87,7,89.48,74.93,83.5,13.116666666666665,86.41,60.27,49.8,78.3,412
493,CHENNPETRO,Energy,Oil & Gas Refining & Marketing,163340910592,0.428,20.386,55.92,12.13,25.89,-7.04,26.2,9.82,4,78.06,77.0,80.76,10.326666666666668,79.82,64.2,85.04,78.24,413
256,SILKFLEX,Unknown,Unknown,853694912,0.7995,43.766,84.86,35.36,49.37,-47.49,60.78,5.29,9,93.78,88.97,90.03,12.413333333333329,84.67,44.08,22.51,78.2,414
298,MOLDTKPAC,Consumer Cyclical,Packaging & Containers,22927949824,0.7163,34.842,77.73,33.96,35.43,-31.09,74.51,5.4,8,90.5,86.55,88.38,12.766666666666666,85.49,40.48,38.54,78.18,415
244,DHANBANK,Financial Services,Banks - Regional,13230305280,0.8286,40.034,106.59,27.05,48.69,-31.09,59.22,4.49,11,92.53,93.35,90.5,14.883333333333331,89.21,44.54,7.18,78.15,416
515,JAYKAY,Industrials,Specialty Business Services,22062811136,0.404,23.434,46.62,12.28,30.87,-10.22,18.54,9.47,5,81.58,70.55,79.9,10.976666666666667,81.74,72.94,75.56,78.07,417
279,AUSOMENT,Financial Services,Capital Markets,1762751360,0.7599,41.366,72.56,29.21,49.47,-22.92,42.84,4.49,11,93.0,84.75,89.13,18.58666666666667,92.92,51.66,7.18,78.06,418
617,MEGASTAR,Consumer Defensive,Packaged Foods,3212493056,0.3069,21.594,83.0,0.66,35.55,-9.25,1.54,6.87,7,79.7,88.27,75.91,8.986666666666665,75.67,97.44,49.8,78.02,419
388,MANAKALUCO,Basic Materials,Aluminum,2361847040,0.5768,31.744000000000003,39.01,29.29,33.38,-21.69,34.23,8.42,6,88.7,65.39,84.87,13.660000000000002,87.52,57.45,59.82,78.0,420
365,ESABINDIA,Industrials,Tools & Accessories,96391094272,0.6181,25.996,76.74,22.63,28.24,-26.47,61.49,9.47,5,84.32,86.19,85.76,8.133333333333333,73.25,43.8,75.56,77.82,421
534,BEPL,Basic Materials,Chemicals,23407626240,0.3911,17.766,84.92,3.63,27.19,-1.44,11.34,8.42,6,73.95,89.05,79.16,9.793333333333333,78.26,82.17,59.82,77.79,422
403,MOSCHIP,Technology,Semiconductor Equipment & Materials,41382871040,0.5555,22.518,42.13,22.95,22.23,-13.35,43.49,11.7,3,80.6,67.6,84.28,10.61,80.48,51.35,92.14,77.78,423
240,SHIGAN,Unknown,Unknown,2296996096,0.839,48.258,63.46,47.76,48.59,-56.38,62.37,5.29,9,95.19,80.76,90.65,13.32333333333333,86.78,43.41,22.51,77.76,424
520,ADVAIT,Industrials,Specialty Industrial Machinery,21223909376,0.3996,23.502,51.78,11.82,31.29,-13.95,19.56,9.47,5,81.68,74.11,79.7,9.72,78.1,71.9,75.56,77.74,425
433,TITAGARH,Industrials,Railroads,107934285824,0.5154,22.008,56.35,18.48,24.36,-8.25,42.75,9.47,5,80.02,77.43,83.11,11.530000000000001,83.03,51.7,75.56,77.73,426
352,JARO,Consumer Defensive,Education & Training Services,12765386752,0.6288,34.136,55.57,33.11,34.82,-30.89,52.84,6.87,7,90.26,76.81,86.27,12.34666666666667,84.59,46.7,49.8,77.71,427
537,CTE,Technology,Information Technology Services,610827008,0.3869,18.034,42.64,8.56,24.35,-2.24,14.99,11.7,3,74.46,68.01,79.04,10.223333333333334,79.35,77.32,92.14,77.67,428
425,VISAKAIND,Industrials,Building Products & Equipment,6151155200,0.5285,22.236,72.2,16.2,26.26,-14.55,44.54,9.47,5,80.33,84.63,83.42,9.303333333333333,77.08,50.8,75.56,77.67,429
224,SBC,Unknown,Unknown,0,0.9034,28.51,144.57,22.57,32.47,-18.3,100.49,5.29,9,86.59,97.26,91.28,12.246666666666664,84.4,37.78,22.51,77.63,430
362,SHREEJISPG,Industrials,Marine Shipping,76294619136,0.621,27.228,52.15,30.72,24.9,-24.46,64.34,9.47,5,85.53,74.44,85.88,10.386666666666665,80.13,42.78,75.56,77.6,431
484,SEMAC,Industrials,Engineering & Construction,994732992,0.4446,26.426,50.74,16.64,32.95,-22.23,25.62,9.47,5,84.83,73.56,81.11,9.120000000000001,76.22,65.0,75.56,77.58,432
465,UNIVASTU,Industrials,Engineering & Construction,2864186624,0.4701,20.736,60.43,14.25,25.06,-6.92,34.36,9.47,5,78.69,79.23,81.85,10.796666666666667,80.99,57.25,75.56,77.57,433
620,ENSER,Unknown,Unknown,17850488832,0.3047,26.174,58.79,1.01,42.95,0.71,1.38,5.29,9,84.47,78.61,75.79,14.89,89.25,97.85,22.51,77.52,434
309,SAREGAMA,Unknown,Unknown,0,0.6832,33.804,80.19,27.51,38.0,-22.67,58.05,5.29,9,89.99,87.33,87.95,14.280000000000001,88.46,44.84,22.51,77.51,435
566,SMVD,Unknown,Unknown,134403424,0.3538,21.134,95.89,1.07,34.51,-0.62,2.97,5.29,9,79.12,91.44,77.9,11.653333333333334,83.3,95.23,22.51,77.45,436
326,VISHWAS,Unknown,Unknown,867500032,0.66,37.668,68.37,29.79,42.92,-30.42,47.45,5.29,9,91.51,83.03,87.29,14.09666666666667,88.19,49.55,22.51,77.42,437
602,NATIONALUM,Basic Materials,Aluminum,797465575424,0.3249,18.4,63.04,3.55,28.3,1.37,7.91,8.42,6,74.97,80.52,76.5,11.073333333333332,82.09,87.02,59.82,77.3,438
531,AEROENTER,Basic Materials,Steel,10637905920,0.3942,23.956,57.63,10.66,32.82,-12.08,18.72,8.42,6,82.36,78.04,79.27,10.466666666666669,80.25,72.62,59.82,77.29,439
421,MENONBE,Consumer Cyclical,Auto Parts,7981776896,0.5334,28.382,88.8,16.97,35.99,-18.87,41.87,5.4,8,86.55,89.83,83.57,11.363333333333335,82.6,52.13,38.54,77.26,440
355,NITINSPIN,Consumer Cyclical,Textile Manufacturing,28346124288,0.6273,31.022,95.1,22.88,36.45,-27.54,59.69,5.4,8,88.23,91.3,86.16,10.596666666666666,80.41,44.31,38.54,77.25,441
470,KECL,Industrials,Specialty Industrial Machinery,7661527552,0.4644,22.5,79.79,-8.01,42.84,11.74,-14.92,9.47,5,80.56,87.29,81.66,15.523333333333335,90.07,20.3,75.56,77.22,442
436,GHCLTEXTIL,Consumer Cyclical,Textile Manufacturing,9506006016,0.5048,27.212,79.37,16.73,34.2,-12.85,38.83,5.4,8,85.49,87.09,82.99,12.693333333333335,85.14,54.13,38.54,77.2,443
404,DJML,Industrials,Specialty Business Services,3457727744,0.5547,25.226,48.17,26.18,24.59,-17.69,51.28,9.47,5,83.42,71.57,84.24,11.026666666666666,81.97,47.4,75.56,77.17,444
428,SHEKHAWATI,Consumer Cyclical,Textile Manufacturing,508777216,0.5225,30.794000000000004,51.24,24.17,35.21,-11.2,35.18,5.4,8,88.03,73.76,83.3,16.060000000000002,90.85,56.39,38.54,77.16,445
437,ASIANENE,Energy,Oil & Gas Equipment & Services,17050423296,0.5047,25.278,51.61,22.95,26.83,-24.0,44.14,9.82,4,83.5,73.95,82.95,8.593333333333334,74.42,51.08,85.04,77.03,446
564,HBLENGINE,Industrials,Electrical Equipment & Parts,221243146240,0.3561,18.456,55.43,7.71,25.62,-2.35,16.68,9.47,5,75.09,76.61,77.98,10.326666666666666,79.78,74.93,75.56,77.01,447
350,KTKBANK,Financial Services,Banks - Regional,100482850816,0.6308,30.526,109.45,14.29,41.35,-14.39,37.82,4.49,11,87.99,93.98,86.35,13.75,87.6,54.83,7.18,77.0,448
501,RML,Consumer Cyclical,Auto Parts,25202305024,0.4174,27.296,65.17,14.27,35.98,-11.4,25.85,5.4,8,85.63,81.64,80.45,12.950000000000001,86.02,64.63,38.54,77.0,449
637,WINDMACHIN,Industrials,Specialty Industrial Machinery,25482444800,0.2882,17.884,58.55,2.71,28.0,-4.33,5.67,9.47,5,74.27,78.41,75.13,8.793333333333335,75.09,90.32,75.56,77.0,450
513,POWERMECH,Industrials,Engineering & Construction,79385346048,0.4083,20.624,59.32,11.66,26.6,-10.12,26.0,9.47,5,78.49,78.76,79.98,9.380000000000003,77.32,64.49,75.56,76.97,451
548,BANSALWIRE,Basic Materials,Steel,48281853952,0.3751,20.158,71.05,6.7,29.13,-6.89,16.34,8.42,6,77.75,84.28,78.61,9.646666666666667,77.83,75.46,59.82,76.94,452
410,PSPPROJECT,Industrials,Engineering & Construction,33293158400,0.5461,23.376,53.09,23.73,23.14,-14.42,54.44,9.47,5,81.42,75.19,84.0,10.816666666666668,81.03,45.99,75.56,76.93,453
459,ASTERDM,Healthcare,Medical Care Facilities,372685406208,0.4827,17.81,76.16,9.74,23.19,-13.37,31.99,11.7,2,74.11,85.96,82.09,6.5200000000000005,67.38,59.29,92.14,76.86,454
418,AMBIKCO,Consumer Cyclical,Textile Manufacturing,9589374976,0.5354,26.132,79.1,19.4,30.62,-10.6,50.12,5.4,8,84.43,87.06,83.69,13.139999999999999,86.51,48.1,38.54,76.83,455
207,IDEA,Communication Services,Telecom Services,1511385333760,0.9673,45.654,84.67,52.5,41.09,-49.32,108.18,3.68,12,94.41,88.89,91.94,14.756666666666668,88.89,37.11,1.41,76.83,456
376,SAAKSHI,Unknown,Unknown,4794486784,0.5923,32.208000000000006,78.21,22.26,38.84,-21.08,44.82,5.29,9,88.97,86.7,85.33,13.340000000000003,86.82,50.65,22.51,76.81,457
572,DHARMAJ,Basic Materials,Agricultural Inputs,9677855744,0.3478,17.926,69.26,4.9,26.61,-0.36,12.75,8.42,6,74.31,83.38,77.67,10.383333333333333,80.07,80.21,59.82,76.8,458
395,AVADHSUGAR,Consumer Defensive,Confectioners,9006286848,0.5645,28.008,113.14,-4.26,49.52,-0.8,-9.73,6.87,7,86.19,94.41,84.59,14.820000000000002,89.05,14.49,49.8,76.79,459
372,IBLFL,Unknown,Unknown,1290939904,0.6033,31.56,82.66,21.9,38.0,-20.52,47.64,5.29,9,88.46,88.15,85.49,13.126666666666665,86.47,49.43,22.51,76.78,460
499,SIEMENS,Industrials,Specialty Industrial Machinery,1321670017024,0.4203,18.728,66.65,10.61,24.14,-6.82,29.29,9.47,5,75.52,82.4,80.52,9.31,77.12,61.56,75.56,76.73,461
624,NATHBIOGEN,Basic Materials,Agricultural Inputs,3376758528,0.3034,18.094,62.61,3.16,28.05,0.03,7.05,8.42,6,74.54,80.25,75.64,10.413333333333334,80.17,88.48,59.82,76.72,462
645,STEELCAS,Basic Materials,Steel,27273400320,0.2821,19.818,60.51,2.7,31.23,-5.92,5.23,8.42,6,77.0,79.31,74.81,9.336666666666666,77.2,91.18,59.82,76.54,463
482,LIBAS,Consumer Cyclical,Apparel Manufacturing,337737504,0.4457,23.502,93.72,10.17,32.39,-9.8,29.43,5.4,8,81.68,90.93,81.19,10.920000000000002,81.46,61.2,38.54,76.54,464
447,PLASTIBLEN,Basic Materials,Specialty Chemicals,4452729856,0.4953,22.814,65.32,17.03,26.67,-11.11,41.71,8.42,6,80.95,81.74,82.56,10.863333333333335,81.23,52.21,59.82,76.54,465
382,POLYCAB,Industrials,Electrical Equipment & Parts,1427294126080,0.5863,23.782000000000004,63.92,25.18,22.85,-21.62,70.43,9.47,5,82.01,80.95,85.1,8.803333333333333,75.13,41.34,75.56,76.54,466
475,BHAGCHEM,Basic Materials,Agricultural Inputs,31575717888,0.457,25.146,60.73,16.41,30.97,-17.92,32.18,8.42,6,83.3,79.43,81.46,9.819999999999999,78.33,59.05,59.82,76.49,467
514,FOCUS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5632695808,0.4064,28.028,66.53,14.69,36.92,-16.63,26.47,5.4,8,86.23,82.32,79.94,11.660000000000002,83.34,63.75,38.54,76.48,468
429,ATALREAL,Industrials,Engineering & Construction,3599185920,0.5204,21.4,65.73,19.12,22.92,-14.94,54.83,9.47,5,79.43,81.99,83.26,9.033333333333337,75.91,45.8,75.56,76.32,469
554,GULFPETRO,Energy,Oil & Gas Refining & Marketing,1960349568,0.3629,16.726,49.23,10.09,21.15,1.27,23.49,9.82,4,72.23,72.19,78.37,10.836666666666666,81.07,67.27,85.04,76.31,470
321,RAYMONDREL,Real Estate,Real Estate - Development,37119062016,0.665,38.75,62.23,33.62,42.17,-31.31,49.62,4.83,10,92.06,80.09,87.49,14.826666666666663,89.09,48.46,13.12,76.27,471
389,EMAMIREAL,Real Estate,Real Estate - Development,4462946304,0.5765,35.962,65.13,24.43,43.65,-24.33,36.45,4.83,10,91.04,81.54,84.83,14.583333333333334,88.74,55.46,13.12,76.25,472
559,BBL,Industrials,Electrical Equipment & Parts,30987503616,0.3607,18.47,56.46,9.41,24.51,-5.43,21.68,9.47,5,75.13,77.55,78.18,9.496666666666668,77.47,69.87,75.56,76.24,473
480,SKMEGGPROD,Consumer Defensive,Packaged Foods,10870926336,0.4481,26.49,56.08,19.41,31.21,-15.38,34.88,6.87,7,84.87,77.14,81.27,11.746666666666668,83.48,56.67,49.8,76.2,474
405,DEEM,Unknown,Unknown,817052672,0.5541,26.542,41.35,18.82,31.69,21.22,24.56,5.29,9,84.94,67.03,84.2,23.91,96.21,65.9,22.51,76.18,475
491,DLINKINDIA,Technology,Communication Equipment,16465373184,0.4361,17.518,58.66,11.44,21.57,-10.31,31.11,11.7,3,73.48,78.49,80.84,7.5666666666666655,71.33,59.95,92.14,76.16,476
483,SUBEXLTD,Technology,Software - Application,5653975040,0.4454,20.868,44.42,16.86,23.54,-16.41,31.82,11.7,3,78.8,69.26,81.15,7.996666666666666,72.62,59.37,92.14,76.11,477
536,GGBL,Unknown,Unknown,11951601664,0.3897,29.53,60.77,11.86,41.31,-14.03,17.45,5.29,9,87.33,79.51,79.08,13.046666666666667,86.27,74.15,22.51,76.08,478
555,KREBSBIO,Healthcare,Drug Manufacturers - Specialty & Generic,1381602432,0.3624,15.467999999999998,31.88,9.36,19.54,7.38,15.27,11.7,2,69.81,58.58,78.33,12.093333333333334,84.12,76.85,92.14,76.06,479
505,3IINFOLTD,Unknown,Unknown,0,0.4141,22.118,103.58,4.97,33.55,-6.68,15.34,5.29,9,80.17,92.65,80.29,10.613333333333332,80.52,76.67,22.51,76.03,480
521,AZAD,Industrials,Specialty Industrial Machinery,127891234816,0.3994,20.642,57.95,13.01,25.73,-12.92,29.3,9.47,5,78.53,78.22,79.66,8.606666666666667,74.5,61.5,75.56,75.96,481
461,CHEMBONDCH,Basic Materials,Specialty Chemicals,4931217920,0.4806,29.148,46.87,23.94,32.62,-26.86,34.4,8.42,6,87.06,70.71,82.01,9.9,78.49,57.2,59.82,75.92,482
386,FMNL,Real Estate,Real Estate Services,691814400,0.5784,35.092,76.11,23.23,43.0,-27.93,41.12,4.83,10,90.57,85.84,84.94,12.766666666666667,85.53,52.6,13.12,75.91,483
610,MAHSEAMLES,Basic Materials,Steel,82396143616,0.3148,14.246,95.1,0.38,23.49,-2.63,1.54,8.42,6,67.34,91.3,76.18,7.079999999999999,69.85,97.44,59.82,75.9,484
478,CAMS,Technology,Information Technology Services,190824071168,0.4527,16.748,60.75,11.87,20.0,-8.49,36.06,11.7,3,72.31,79.47,81.35,7.793333333333332,71.96,55.73,92.14,75.9,485
384,COFFEEDAY,Consumer Cyclical,Restaurants,8080377856,0.5844,25.436,37.78,27.32,24.18,16.64,42.68,5.4,8,83.81,64.55,85.02,22.713333333333335,95.7,51.78,38.54,75.87,486
422,MARALOVER,Consumer Cyclical,Textile Manufacturing,2379653632,0.5316,32.396,61.58,28.7,34.86,-29.64,50.7,5.4,8,89.13,79.82,83.54,11.306666666666667,82.48,47.67,38.54,75.8,487
431,HCG,Healthcare,Medical Care Facilities,96471621632,0.5181,18.552,62.19,16.92,19.64,-14.82,53.58,11.7,2,75.21,80.02,83.18,7.246666666666667,70.59,46.27,92.14,75.8,488
635,AGARWALFT,Unknown,Unknown,615334272,0.2907,22.322000000000003,70.24,2.9,35.27,-0.25,5.78,5.29,9,80.41,83.83,75.21,12.64,85.06,90.11,22.51,75.73,489
612,SVLL,Industrials,Trucking,7193331712,0.3129,16.374,48.21,6.99,22.63,3.12,14.89,9.47,5,71.92,71.61,76.1,10.913333333333332,81.35,77.47,75.56,75.72,490
595,MDL,Unknown,Unknown,1949641472,0.3332,26.714,42.55,7.76,39.35,3.97,8.39,5.29,9,85.06,67.93,76.77,17.026666666666667,91.71,86.27,22.51,75.61,491
414,ADVENZYMES,Basic Materials,Specialty Chemicals,42500546560,0.544,27.294,67.27,24.03,29.47,-29.35,54.85,8.42,6,85.57,82.64,83.85,8.049999999999999,72.86,45.76,59.82,75.6,492
409,IRMENERGY,Utilities,Utilities - Regulated Gas,10806906880,0.547,25.234,41.08,28.45,23.09,-32.7,50.61,12.19,1,83.46,66.8,84.04,6.2799999999999985,65.82,47.79,99.28,75.59,493
518,INSECTICID,Basic Materials,Agricultural Inputs,21056649216,0.4011,19.976,72.47,10.34,26.4,-10.31,28.38,8.42,6,77.4,84.71,79.78,8.809999999999997,75.17,62.26,59.82,75.37,494
398,VBL,Consumer Defensive,Beverages - Non-Alcoholic,1777396613120,0.5624,24.196,83.43,22.06,25.62,-20.03,71.83,6.87,7,82.68,88.46,84.47,9.216666666666667,76.77,40.95,49.8,75.35,495
455,LALPATHLAB,Healthcare,Diagnostics & Research,263374061568,0.4864,19.262,64.87,15.05,22.07,-18.98,44.24,11.7,2,76.26,81.46,82.24,6.046666666666668,64.88,51.0,92.14,75.32,496
346,BIOCON,Healthcare,Biotechnology,689268391936,0.6345,20.668,65.03,25.9,17.18,-25.96,98.03,11.7,2,78.61,81.5,86.51,5.706666666666666,63.04,37.86,92.14,75.18,497
458,ELECTHERM,Basic Materials,Steel,11994810368,0.4835,27.666,40.29,27.27,27.93,-22.95,39.33,8.42,6,85.92,66.33,82.13,10.75,80.86,53.44,59.82,75.16,498
252,SSFL,Unknown,Unknown,2386427904,0.8033,36.882,33.2,53.04,26.11,-16.69,67.44,5.29,9,91.24,59.97,90.18,20.820000000000004,94.68,41.81,22.51,75.16,499
613,TECHM,Technology,Information Technology Services,1366840836096,0.3126,11.916,59.65,2.91,17.92,2.06,9.69,11.7,3,61.6,78.96,76.07,7.63,71.61,84.34,92.14,75.15,500
603,ITI,Technology,Communication Equipment,284474638336,0.322,14.428,47.36,6.01,20.04,-0.94,14.2,11.7,3,67.62,71.1,76.46,8.37,73.88,78.41,92.14,75.13,501
497,JINDWORLD,Consumer Cyclical,Textile Manufacturing,30609438720,0.4271,25.966,47.42,21.22,29.13,-5.06,34.54,5.4,8,84.24,71.14,80.62,15.096666666666664,89.48,56.98,38.54,75.12,502
457,HONAUT,Industrials,Electrical Equipment & Parts,310276882432,0.485,21.292,61.22,19.84,22.26,-17.79,54.57,9.47,5,79.27,79.64,82.17,8.103333333333333,73.09,45.95,75.56,75.11,503
440,RHETAN,Basic Materials,Steel,24280780800,0.5014,22.782,61.1,21.33,23.75,-15.41,54.88,8.42,6,80.88,79.59,82.83,9.889999999999999,78.45,45.7,59.82,75.06,504
579,KIOCL,Basic Materials,Steel,235959369728,0.3425,20.53,50.98,11.35,26.65,-6.93,21.71,8.42,6,78.29,73.68,77.4,10.356666666666667,79.98,69.79,59.82,75.02,505
615,YATHARTH,Healthcare,Medical Care Facilities,76394553344,0.3089,15.776,59.3,3.95,23.66,-10.86,9.9,11.7,2,70.71,78.73,75.99,5.583333333333333,62.18,84.06,92.14,75.0,506
464,JUBLPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,156415246336,0.4733,17.162,67.99,12.92,19.99,-14.12,43.95,11.7,2,72.94,82.91,81.89,6.263333333333333,65.78,51.19,92.14,74.99,507
549,BLUEJET,Healthcare,Biotechnology,77478330368,0.3726,18.296,39.52,13.28,21.64,-10.68,24.25,11.7,2,74.79,65.51,78.57,8.08,73.0,66.29,92.14,74.87,508
589,SHREEPUSHK,Basic Materials,Specialty Chemicals,11555874816,0.3366,19.644,49.83,10.68,25.62,-3.5,20.77,8.42,6,76.77,72.64,77.0,10.933333333333332,81.54,70.71,59.82,74.86,509
443,GLOSTERLTD,Consumer Cyclical,Textile Manufacturing,7288210944,0.4992,23.386,85.73,18.46,26.67,-12.88,59.34,5.4,8,81.5,89.23,82.71,10.75,80.86,44.43,38.54,74.83,510
454,KONSTELEC,Unknown,Unknown,2696104960,0.4888,25.454,46.89,20.39,28.83,7.71,33.17,5.29,9,83.85,70.77,82.3,18.976666666666667,93.35,58.39,22.51,74.72,511
449,EXIDEIND,Consumer Cyclical,Auto Parts,333412499456,0.4922,22.596,72.75,20.52,23.98,-6.6,62.26,5.4,8,80.64,84.79,82.48,12.633333333333333,84.98,43.45,38.54,74.66,512
671,AFCONS,Industrials,Engineering & Construction,121865445376,0.2603,12.887999999999998,50.55,3.39,19.22,9.71,8.92,9.47,5,64.45,73.45,73.8,10.773333333333333,80.92,85.49,75.56,74.64,513
488,VINYAS,Unknown,Unknown,14406366208,0.4438,23.874,61.4,16.23,28.97,1.33,34.4,5.29,9,82.21,79.78,80.95,15.51,89.99,57.2,22.51,74.61,514
568,MAZDA,Industrials,Specialty Industrial Machinery,4659617280,0.3507,17.148,44.27,12.3,20.38,0.07,26.72,9.47,5,72.86,69.14,77.83,10.916666666666666,81.4,63.49,75.56,74.59,515
492,PAGEIND,Consumer Cyclical,Apparel Manufacturing,415202967552,0.4332,19.288,110.11,8.02,26.8,-7.66,32.95,5.4,8,76.3,94.17,80.8,9.053333333333333,76.07,58.62,38.54,74.52,516
485,IMPEXFERRO,Basic Materials,Other Industrial Metals & Mining,176912720,0.4445,20.048,53.61,18.59,21.02,-6.25,47.41,8.42,6,77.47,75.52,81.07,11.12,82.17,49.59,59.82,74.46,517
698,GANESHBE,Basic Materials,Specialty Chemicals,6767726080,0.2389,17.787999999999997,57.39,3.13,27.56,-5.14,6.52,8.42,6,73.99,77.94,72.76,8.516666666666666,74.15,89.21,59.82,74.41,518
468,SHYAMMETL,Basic Materials,Steel,267544461312,0.4672,19.866,71.25,16.29,22.25,-11.69,52.16,8.42,6,77.16,84.36,81.74,8.950000000000001,75.64,46.97,59.82,74.33,519
432,DENEERS,Unknown,Unknown,1712673536,0.518,33.81,75.79,23.7,40.55,-36.73,44.3,5.29,9,90.07,85.73,83.14,9.173333333333334,76.57,50.92,22.51,74.32,520
511,IFBAGRO,Consumer Defensive,Beverages - Wineries & Distilleries,9294047232,0.41,25.344,37.85,23.94,26.28,-11.48,34.48,6.87,7,83.69,64.61,80.04,12.913333333333332,85.92,57.12,49.8,74.31,521
466,PASUPTAC,Consumer Cyclical,Textile Manufacturing,6174251008,0.4698,27.436,52.61,27.43,27.44,-17.52,52.59,5.4,8,85.73,74.89,81.81,12.450000000000003,84.71,46.81,38.54,74.31,522
576,LAKPRE,Industrials,Tools & Accessories,122091952,0.3442,22.832,49.83,14.0,28.72,-22.46,24.29,9.47,5,80.99,72.64,77.51,6.753333333333333,68.3,66.13,75.56,74.3,523
462,EXPLEOSOL,Technology,Information Technology Services,13572787200,0.4768,20.466,62.9,16.47,23.13,-24.47,44.79,11.7,3,78.22,80.37,81.97,5.043333333333332,58.9,50.68,92.14,74.25,524
685,TRIGYN,Technology,Information Technology Services,1730774144,0.2518,14.584,40.18,3.67,21.86,-2.89,6.75,11.7,3,68.2,66.13,73.25,7.546666666666667,71.29,88.87,92.14,74.23,525
575,HEXT,Technology,Information Technology Services,313382862848,0.3451,15.862,47.57,9.82,19.89,-8.35,23.49,11.7,3,70.94,71.27,77.57,7.12,70.04,67.27,92.14,74.22,526
375,SEYAIND,Basic Materials,Specialty Chemicals,441959840,0.5932,28.318,57.24,34.75,24.03,-37.54,82.78,8.42,6,86.47,77.79,85.37,7.080000000000001,69.91,39.5,59.82,74.22,527
735,PRIMO,Basic Materials,Chemicals,5329127424,0.2101,15.573999999999998,53.2,1.45,24.99,2.43,3.09,8.42,6,70.2,75.28,71.29,9.623333333333333,77.77,94.92,59.82,74.18,528
416,SHEETAL,Unknown,Unknown,675331200,0.5362,26.268,91.55,19.2,30.98,-19.18,56.74,5.29,9,84.59,90.34,83.77,10.333333333333334,79.86,45.31,22.51,74.17,529
638,FLFL,Consumer Cyclical,Apparel Manufacturing,282484832,0.2871,23.868,73.45,8.16,34.34,-16.61,17.45,5.4,8,82.15,85.06,75.09,8.63,74.62,74.15,38.54,74.15,530
347,FONEBOX,Unknown,Unknown,2023784960,0.6331,32.844,44.25,41.73,26.92,-23.76,68.59,5.29,9,89.38,69.07,86.47,14.963333333333333,89.36,41.65,22.51,74.14,531
530,EUROTEXIND,Real Estate,Real Estate - Development,182811248,0.3943,28.25,63.94,14.75,37.25,-13.97,25.32,4.83,10,86.43,80.99,79.31,12.676666666666668,85.1,65.35,13.12,74.13,532
628,DIXON,Technology,Consumer Electronics,695640653824,0.2988,14.886,42.68,7.14,20.05,-4.31,15.2,11.7,3,68.91,68.05,75.48,7.626666666666668,71.57,77.08,92.14,74.09,533
611,SONAMLTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2310246656,0.313,21.958,69.63,10.36,29.69,-8.9,24.3,5.4,8,79.98,83.54,76.14,10.383333333333333,80.07,66.09,38.54,74.04,534
463,SHIVAMILLS,Consumer Cyclical,Textile Manufacturing,547112896,0.4742,28.24,68.66,25.21,30.26,-27.61,57.2,5.4,8,86.39,83.14,81.93,9.286666666666667,77.02,45.05,38.54,74.0,535
725,DYCL,Industrials,Electrical Equipment & Parts,15514033152,0.2163,15.654,41.14,3.78,23.57,1.01,6.6,9.47,5,70.39,66.91,71.71,9.453333333333335,77.36,89.13,75.56,73.98,536
402,MANCREDIT,Financial Services,Credit Services,4487566336,0.5574,24.036,81.79,19.53,27.04,0.26,59.07,4.49,11,82.4,87.88,84.32,15.61,90.22,44.58,7.18,73.96,537
489,J&KBANK,Financial Services,Banks - Regional,156114649088,0.4425,26.576,84.41,13.58,35.24,-12.91,32.53,4.49,11,85.02,88.7,80.92,11.969999999999999,84.0,58.94,7.18,73.95,538
424,NUVAMA,Financial Services,Asset Management,283765506048,0.5301,28.12,83.61,20.47,33.22,-16.29,51.52,4.49,11,86.31,88.5,83.46,12.466666666666667,84.77,47.28,7.18,73.8,539
