Symbol,ENTRY_SCORE,RSI,VOLUME_RATIO,EMA20,EMA50,DISTANCE_TO_HIGH,ENTRY_RANK
RIIL.NS,7,68.54,2.2,757.75,753.8,-2369.4,1.0
UTTAMSUGAR.NS,7,62.39,2.43,240.91,240.37,-2201.21,1.0
GANESHBE.NS,7,76.54,7.09,98.26,94.22,0.0,1.0
OPTIEMUS.NS,7,65.67,1.52,421.97,412.49,-3383.0,1.0
GREENPLY.NS,7,75.94,4.42,259.93,248.3,-1474.03,1.0
GANESHHOU.NS,7,77.5,2.89,708.57,684.02,-2392.42,1.0
EFFWA.NS,7,77.21,2.63,271.88,250.07,0.0,1.0
ORIENTHOT.NS,7,60.6,1.67,99.2,98.86,-3818.2,1.0
ORTINGLOBE.NS,7,76.49,2.14,15.73,15.38,-899.5,1.0
RTNINDIA.NS,7,83.12,2.37,35.64,34.58,-4064.67,1.0
RICOAUTO.NS,7,74.01,4.1,119.93,117.79,-303.51,1.0
CONSOFINVT.NS,7,63.03,3.63,232.87,226.27,-284.81,1.0
HITECHCORP.NS,7,98.75,6.86,219.71,180.23,0.0,1.0
RPEL.NS,7,87.29,1.94,928.61,833.85,0.0,1.0
VETO.NS,7,89.94,6.03,119.12,112.18,0.0,1.0
BCG.NS,7,80.58,5.36,10.45,10.06,-4075.33,1.0
SJLOGISTIC.NS,7,76.25,2.14,323.88,315.01,-2881.47,1.0
ATALREAL.NS,7,73.53,1.86,29.05,27.52,0.0,1.0
RSWM.NS,7,83.66,13.13,173.22,163.49,0.0,1.0
BLUSPRING.NS,7,77.05,9.16,74.97,68.56,-205.37,1.0
ARVEE.NS,7,63.27,7.02,161.77,161.59,-4188.05,1.0
ATLASCYCLE.NS,7,61.27,1.53,100.45,98.51,-2876.9,1.0
VADILALIND.NS,7,97.86,2.7,4861.02,4692.03,-174.24,1.0
MTNL.NS,7,72.83,1.96,30.25,30.01,-4293.33,1.0
UTLSOLAR.NS,7,72.94,3.58,302.88,274.52,-561.7,1.0
VIJIFIN.NS,7,61.61,2.32,3.9,3.64,-1173.91,1.0
SIS.NS,7,69.57,3.39,397.75,368.49,-53.07,1.0
JMA.NS,7,70.61,2.14,87.75,86.42,-767.15,1.0
JNKINDIA.NS,7,71.69,3.15,375.7,342.0,0.0,1.0
NGLFINE.NS,7,70.17,1.57,2582.41,2417.91,-406.1,1.0
ITDC.NS,7,86.36,18.48,567.93,553.21,0.0,1.0
PARAS.NS,7,81.41,4.85,834.48,786.95,0.0,1.0
GTL.NS,7,79.58,6.0,7.53,7.39,-3325.08,1.0
KIRLOSBROS.NS,7,63.97,5.39,1643.86,1637.06,-2682.54,1.0
PIRAMALFIN.NS,7,63.53,1.6,1937.11,1887.71,-139.27,1.0
TIPSMUSIC.NS,7,62.29,5.15,657.54,625.28,-49.81,1.0
DJML.NS,7,86.42,1.85,101.29,95.3,-1027.85,1.0
JKIPL.NS,7,79.25,3.78,88.96,83.76,-2092.61,1.0
GUFICBIO.NS,7,88.6,1.5,325.6,309.61,-763.79,1.0
MANUGRAPH.NS,7,72.83,2.43,15.1,14.54,-2934.46,1.0
KIOCL.NS,7,63.12,2.01,394.53,384.91,-3516.57,1.0
GULFPETRO.NS,7,88.93,2.29,36.93,34.55,-1289.2,1.0
GKENERGY.NS,7,78.45,1.74,128.05,124.26,-3911.59,1.0
SOTL.NS,7,87.3,1.71,449.89,410.02,-65.57,1.0
JETFREIGHT.NS,7,64.5,3.48,21.38,20.24,0.0,1.0
PANACEABIO.NS,7,83.71,10.74,428.37,394.48,0.0,1.0
CPPLUS.NS,7,90.01,1.87,2840.4,2451.65,-222.18,1.0
TVSSCS.NS,7,72.82,5.49,118.25,114.9,-944.67,1.0
SPECTRUM.NS,7,86.27,1.83,1467.88,1381.64,0.0,1.0
SPENCERS.NS,7,62.22,1.51,36.32,35.48,-4268.18,1.0
BHAGERIA.NS,7,90.17,12.5,163.61,160.9,-1370.69,1.0
UDS.NS,7,68.07,6.31,175.84,167.91,-3979.93,1.0
BIOFILCHEM.NS,7,67.9,1.99,34.1,33.43,-3460.69,1.0
TTML.NS,7,90.0,8.86,43.21,42.63,-3977.89,1.0
BFUTILITIE.NS,7,81.8,4.47,579.89,549.98,-2582.64,1.0
PFS.NS,7,68.13,1.78,30.66,30.46,-2910.55,1.0
ROTO.NS,7,74.77,5.3,57.94,57.92,-4044.66,1.0
UNIMECH.NS,7,74.52,3.5,990.24,954.63,-2117.79,1.0
BIRLACABLE.NS,7,83.65,2.3,189.6,168.18,-368.3,1.0
PASUPTAC.NS,7,84.87,3.2,61.11,55.44,0.0,1.0
APCOTEXIND.NS,7,71.93,1.56,489.58,449.2,-33.44,1.0
KIMS.NS,7,67.61,2.96,750.27,719.76,-100.72,1.0
JASH.NS,7,73.41,1.55,411.72,404.27,-2843.52,1.0
EQUITASBNK.NS,7,70.14,3.82,69.89,67.34,0.0,1.0
EVEREADY.NS,7,61.17,3.36,322.57,318.91,-2888.58,1.0
AURUM.NS,7,71.64,1.92,180.01,178.06,-1473.23,1.0
CHEMCON.NS,7,80.27,12.27,180.51,169.83,-2377.53,1.0
KSHITIJPOL.NS,7,94.78,3.07,4.6,3.82,0.0,1.0
LANCORHOL.NS,7,63.14,2.02,24.34,24.17,-2357.08,1.0
MBLINFRA.NS,7,78.14,3.95,26.99,26.27,-3641.74,1.0
PRIZOR.NS,7,61.0,1.74,669.82,589.52,-262.3,1.0
SABAR.NS,7,65.52,2.22,5.32,5.27,-4120.88,1.0
GREAVESCOT.NS,7,85.88,2.2,176.79,168.17,-1733.62,1.0
ADANIENT.NS,7,77.09,1.6,2802.52,2551.43,0.0,1.0
PRIMESECU.NS,7,72.24,3.62,281.68,281.1,-877.44,1.0
ZEELEARN.NS,7,80.29,3.42,6.56,6.04,-2609.92,1.0
VIMTALABS.NS,7,87.21,4.14,478.4,470.36,-3835.5,1.0
WINSOME.NS,7,92.31,1.76,2.3,2.08,-155.04,1.0
MDL.NS,7,70.18,2.51,52.89,52.43,-4192.47,1.0
ACMESOLAR.NS,7,90.42,1.93,310.97,291.88,0.0,1.0
ACCORD.NS,7,100.0,1.54,53.52,45.32,0.0,1.0
ZEEL.NS,7,81.09,5.04,92.67,88.88,-2551.0,1.0
SUTLEJTEX.NS,7,62.94,3.24,36.21,35.21,-2164.95,1.0
MUNJALAU.NS,7,60.68,2.95,89.29,85.45,-1418.23,1.0
MSTCLTD.NS,7,83.7,3.05,452.7,443.23,-674.02,1.0
BAFNAPH.NS,7,83.75,2.58,142.23,134.59,-836.62,1.0
BAJAJHIND.NS,7,81.13,1.75,18.76,18.43,-3199.45,1.0
QMSMEDI.NS,7,69.29,5.1,85.39,84.88,-1870.37,1.0
ZEEMEDIA.NS,7,70.43,5.98,8.2,8.16,-4554.08,1.0
SANGINITA.NS,7,100.0,4.15,27.42,23.72,0.0,1.0
QUESS.NS,7,80.92,14.84,211.43,204.05,-1913.12,1.0
PRIMO.NS,7,67.67,8.16,23.07,22.68,-1340.34,1.0
VASWANI.NS,7,76.32,2.12,56.4,56.03,-1082.95,1.0
VEEDOL.NS,7,68.77,2.57,1438.42,1427.6,-2412.41,1.0
VENUSREM.NS,7,98.29,1.84,1240.01,1073.54,0.0,1.0
STLTECH.NS,7,82.4,2.06,497.72,383.83,-499.54,1.0
HMVL.NS,7,90.33,2.22,69.24,67.32,-1223.73,1.0
HSCL.NS,7,91.86,1.91,605.03,566.3,0.0,1.0
PONNIERODE.NS,7,89.63,8.27,304.58,295.25,-205.09,1.0
RAMCOSYS.NS,7,80.88,9.81,450.38,436.79,-1563.57,1.0
SETCO.NS,7,100.0,2.73,15.01,13.56,0.0,1.0
SETL.NS,7,66.37,8.55,138.63,135.48,-2213.15,1.0
DCM.NS,7,70.77,2.85,87.98,82.25,-2158.64,1.0
MAHESHWARI.NS,7,81.06,1.95,57.68,53.05,-308.07,1.0
TIPSFILMS.NS,6,59.06,3.47,372.36,367.69,-3797.36,2.0
VILINBIO.NS,6,42.42,4.0,46.92,43.12,-617.16,2.0
ENERGYDEV.NS,6,57.89,2.59,16.71,16.65,-3819.74,2.0
NACLIND.NS,6,50.97,3.3,159.83,158.07,-4994.12,2.0
BMWVENTLTD.NS,6,57.09,3.04,60.99,60.64,-1468.52,2.0
MANINDS.NS,6,45.48,5.0,523.56,501.55,-1007.51,2.0
GULPOLY.NS,6,59.37,1.59,186.28,178.88,-4.42,2.0
MSPL.NS,6,58.85,1.63,40.88,38.28,-352.91,2.0
RAYMONDREL.NS,6,58.64,2.11,569.63,524.6,-3684.48,2.0
UNIHEALTH.NS,6,44.08,1.91,433.51,424.44,-1537.2,2.0
PFC.NS,6,52.81,1.51,432.42,431.89,-1001.25,2.0
SUNFLAG.NS,6,56.14,3.44,371.43,333.13,-1029.22,2.0
TCL.NS,6,57.17,2.18,96.78,95.39,-2759.52,2.0
MAWANASUG.NS,6,49.17,1.64,101.29,99.56,-1424.14,2.0
VIAZ.NS,6,51.61,2.73,63.12,63.02,-3406.65,2.0
CPCAP.NS,6,50.97,6.27,94.5,94.13,-4646.08,2.0
HARSHA.NS,6,55.99,2.01,398.75,390.38,-764.67,2.0
SADHAV.NS,6,57.27,3.04,113.33,111.53,-918.29,2.0
DAMODARIND.NS,5,71.86,0.62,30.46,29.05,-2038.46,3.0
PRECOT.NS,5,64.3,0.29,729.03,645.18,-1028.52,3.0
REDINGTON.NS,5,71.07,0.47,228.84,227.72,-2585.32,3.0
RAMCOIND.NS,5,71.26,0.63,290.81,283.84,-2167.13,3.0
PTCIL.NS,5,68.96,0.95,17325.51,16916.12,-432.92,3.0
QFIL.NS,5,100.0,6.67,41.99,43.05,-4494.92,3.0
QUADFUTURE.NS,5,77.49,1.01,308.5,305.23,-3447.24,3.0
MAYURUNIQ.NS,5,73.77,0.13,699.07,635.82,-514.2,3.0
CYIENTDLM.NS,5,64.9,0.37,428.94,398.1,-796.84,3.0
RATEGAIN.NS,5,78.93,0.2,710.41,648.07,-186.58,3.0
CUMMINSIND.NS,5,67.2,0.52,5575.36,5287.19,-408.96,3.0
RILINFRA.NS,5,69.23,1.35,34.8,34.43,-2788.65,3.0
CUPID.NS,5,75.81,0.94,125.99,114.98,0.0,3.0
RAIN.NS,5,82.25,0.33,173.85,154.5,-147.65,3.0
MAXESTATES.NS,5,76.68,0.39,430.53,412.13,-1927.74,3.0
GAYAPROJ.NS,5,77.76,1.01,18.99,17.67,-90.91,3.0
RCDL.NS,5,65.75,0.27,24.97,23.98,-968.86,3.0
RAJRATAN.NS,5,73.62,1.24,419.5,417.7,-1712.6,3.0
RELIABLE.NS,5,79.8,0.46,135.36,132.95,-1472.14,3.0
DBSTOCKBRO.NS,5,69.63,0.04,31.0,28.89,-516.28,3.0
MAZDA.NS,5,69.87,0.22,216.14,208.97,-2761.06,3.0
GCSL.NS,5,80.49,0.82,398.34,377.62,-81.5,3.0
RBLBANK.NS,5,71.84,0.83,340.43,330.24,-115.9,3.0
RATNAMANI.NS,5,68.67,0.27,2597.91,2542.92,-1390.91,3.0
REFEX.NS,5,71.58,0.17,295.54,270.77,-3987.21,3.0
PRINCEPIPE.NS,5,64.0,0.19,264.87,258.61,-2934.05,3.0
GATECH.NS,5,62.5,0.44,0.53,0.51,-5135.14,3.0
DATAPATTNS.NS,5,66.58,1.07,4018.05,3802.45,-116.47,3.0
REDTAPE.NS,5,60.84,0.16,135.1,130.26,-1613.7,3.0
CHENNPETRO.NS,5,91.81,0.99,1086.51,1042.19,-21.84,3.0
CLEAN.NS,5,66.43,0.36,782.28,779.66,-4837.44,3.0
RRKABEL.NS,5,75.12,0.57,1990.47,1794.79,-58.48,3.0
GMRAIRPORT.NS,5,68.76,0.74,98.12,96.92,-582.37,3.0
GIPCL.NS,5,78.16,0.58,159.6,152.94,-2190.5,3.0
GLOSTERLTD.NS,5,60.05,0.18,656.82,630.06,-1614.52,3.0
GLOBALPET.NS,5,68.48,0.21,145.21,130.65,-406.68,3.0
GLOBAL.NS,5,61.11,0.54,104.36,102.53,-996.25,3.0
MAITHANALL.NS,5,62.56,0.66,1001.1,983.43,-1683.16,3.0
MAHABANK.NS,5,64.92,0.96,78.16,75.33,-528.24,3.0
MAHASTEEL.NS,5,72.67,0.14,897.38,878.39,-1043.2,3.0
MAFANG.NS,5,67.27,0.27,197.24,185.63,-70.06,3.0
MADRASFERT.NS,5,70.23,0.78,68.12,67.77,-2806.44,3.0
SAMHI.NS,5,70.34,0.36,160.68,158.61,-3475.12,3.0
RVTH.NS,5,60.61,0.02,718.12,677.34,-4177.0,3.0
CRAFTSMAN.NS,5,69.18,0.32,8685.68,8219.3,-90.47,3.0
CENTUM.NS,5,80.76,0.35,3267.34,3041.38,-305.56,3.0
CGCL.NS,5,75.16,0.83,193.6,187.35,-344.37,3.0
SANSERA.NS,5,78.95,0.39,2763.01,2549.76,-35.55,3.0
SAMMAANCAP.NS,5,93.68,0.92,166.13,156.4,-296.95,3.0
SAILIFE.NS,5,62.38,0.68,1128.43,1076.45,0.0,3.0
SAREGAMA.NS,5,82.43,0.32,417.16,383.64,-1726.1,3.0
SANGAMIND.NS,5,82.61,0.6,513.91,496.32,-190.38,3.0
RUBICON.NS,5,80.73,0.22,1083.39,971.51,-19.96,3.0
LIKHITHA.NS,5,65.63,0.96,203.48,200.23,-3237.32,3.0
LLOYDSME.NS,5,60.78,0.78,1767.96,1653.22,-440.61,3.0
LMW.NS,5,65.97,0.45,15241.11,14797.81,-678.58,3.0
GNA.NS,5,70.76,1.97,381.63,392.18,-1595.58,3.0
GOCOLORS.NS,5,85.05,1.47,330.26,313.79,-5438.06,3.0
MADHAV.NS,5,64.59,0.86,36.92,36.86,-2668.77,3.0
SAATVIKGL.NS,5,62.78,0.35,452.72,442.48,-1621.35,3.0
SADBHIN.NS,5,64.47,1.75,2.82,2.86,-4740.61,3.0
LAXMIDENTL.NS,5,64.96,0.33,224.64,213.15,-5399.3,3.0
RCOM.NS,5,76.92,2.23,0.92,0.94,-4974.36,3.0
MARINE.NS,5,65.03,0.5,241.38,225.08,-760.02,3.0
MARALOVER.NS,5,62.92,0.12,55.45,51.07,-2559.72,3.0
GLAND.NS,5,61.67,0.44,2171.82,2003.11,-260.93,3.0
GHCLTEXTIL.NS,5,69.63,0.97,94.19,88.91,-141.76,3.0
MANORAMA.NS,5,71.57,0.39,1441.91,1415.29,-1207.87,3.0
MANCREDIT.NS,5,79.14,0.74,187.61,178.66,-331.23,3.0
MANALIPETC.NS,5,70.42,0.26,59.6,56.72,-1848.8,3.0
MANAKSTEEL.NS,5,64.39,0.38,66.84,64.85,-1913.49,3.0
LYKALABS.NS,5,67.42,4.62,59.85,60.13,-4554.11,3.0
RKSWAMY.NS,5,71.17,0.46,96.86,94.69,-4870.99,3.0
ROSSTECH.NS,5,73.35,0.25,998.84,924.33,-313.74,3.0
ROSSARI.NS,5,61.9,0.32,521.61,506.54,-2915.38,3.0
ROLLT.NS,5,62.5,0.6,2.06,1.85,-129.87,3.0
RHETAN.NS,5,75.95,0.47,29.2,27.79,-268.09,3.0
CLEDUCATE.NS,5,75.43,1.89,46.85,47.86,-5403.03,3.0
CLSEL.NS,5,61.88,0.14,278.86,272.33,-2625.34,3.0
COFFEEDAY.NS,5,84.77,0.32,31.76,29.04,-2318.61,3.0
COFORGE.NS,5,60.27,0.54,1388.81,1339.24,-2724.96,3.0
RUPA.NS,5,69.33,0.34,151.24,147.33,-3242.56,3.0
RULKA.NS,5,62.31,1.65,96.82,98.16,-3393.15,3.0
S&SPOWER.NS,5,70.07,1.1,384.93,370.32,-1176.67,3.0
SAAKSHI.NS,5,63.9,0.45,237.17,223.11,-856.72,3.0
RELAXO.NS,5,74.55,0.13,314.0,310.04,-3561.68,3.0
CONCORDBIO.NS,5,60.48,0.27,1144.78,1136.61,-4276.07,3.0
CONFIPET.NS,5,70.06,0.66,65.61,57.51,0.0,3.0
CORDSCABLE.NS,5,64.18,0.11,215.89,198.2,-927.01,3.0
RPOWER.NS,5,61.07,0.92,27.35,27.24,-6137.22,3.0
RPPL.NS,5,85.99,0.79,17.43,16.9,-3196.84,3.0
RPTECH.NS,5,63.22,0.36,529.93,485.74,-135.9,3.0
RTNPOWER.NS,5,69.01,0.99,9.56,9.38,-3980.28,3.0
RUBYMILLS.NS,5,77.06,0.6,263.54,242.04,-333.14,3.0
ROUTE.NS,5,63.43,0.26,519.64,519.02,-5085.62,3.0
MOTOGENFIN.NS,5,67.4,0.44,26.03,24.67,-359.99,3.0
FEDERALBNK.NS,5,71.37,0.24,291.33,287.15,-64.77,3.0
FIEMIND.NS,5,67.69,1.41,2259.09,2219.45,-896.41,3.0
FINEORG.NS,5,64.56,1.46,4632.93,4595.97,-1323.07,3.0
FINOPB.NS,5,69.04,3.73,128.76,138.51,-6052.38,3.0
MUFIN.NS,5,66.23,0.51,120.64,116.58,-315.44,3.0
MUFTI.NS,5,64.97,0.34,84.86,82.75,-4971.74,3.0
NETWEB.NS,5,74.68,0.8,4295.52,3978.17,-474.65,3.0
DIGISPICE.NS,5,67.07,0.4,19.89,19.63,-3745.78,3.0
NEULANDLAB.NS,5,62.07,0.12,16676.32,15777.96,-674.65,3.0
NH.NS,5,60.98,0.43,1899.96,1844.84,-1282.1,3.0
NELCO.NS,5,72.3,0.7,687.25,673.83,-3829.67,3.0
NIITLTD.NS,5,96.17,0.35,76.66,72.27,-3370.81,3.0
NIBE.NS,5,87.98,0.98,1350.32,1200.41,-1796.74,3.0
NINSYS.NS,5,76.02,0.35,649.76,555.74,-634.36,3.0
EMAMIPAP.NS,5,81.37,0.37,82.24,79.51,-2516.53,3.0
EPACKPEB.NS,5,68.4,1.01,193.45,190.71,-3729.74,3.0
NETWORK18.NS,5,60.59,10.28,31.69,32.8,-4789.36,3.0
OFSS.NS,5,61.49,0.4,9734.19,8929.45,-334.96,3.0
OMAXAUTO.NS,5,69.82,0.29,222.6,183.25,-744.7,3.0
OILCOUNTUB.NS,5,60.66,1.25,57.09,55.15,-3727.86,3.0
OLAELEC.NS,5,76.04,1.49,39.15,36.27,-3632.41,3.0
ONELIFECAP.NS,5,68.62,0.06,24.59,21.1,-984.85,3.0
ORBTEXP.NS,5,91.11,0.36,173.07,168.47,-2450.62,3.0
ORIENTALTL.NS,5,61.29,2.21,6.49,6.61,-6220.93,3.0
ELECON.NS,5,64.7,0.77,511.12,487.72,-2353.05,3.0
OCCLLTD.NS,5,77.39,0.21,108.45,102.11,-2477.35,3.0
NRBBEARING.NS,5,65.64,0.6,355.51,322.03,-94.52,3.0
NRL.NS,5,87.8,0.37,61.9,57.55,-1935.01,3.0
NSLNISP.NS,5,73.34,0.54,46.78,43.92,-496.67,3.0
NORTHARC.NS,5,67.76,0.97,282.8,270.0,-481.09,3.0
NUVAMA.NS,5,83.53,0.55,1511.54,1429.2,-312.41,3.0
EMCURE.NS,5,64.23,0.77,1709.27,1658.17,-102.05,3.0
ELGIEQUIP.NS,5,80.11,0.36,573.89,548.16,-153.5,3.0
EMKAY.NS,5,84.8,1.45,241.87,232.76,-2293.24,3.0
EMMVEE.NS,5,82.79,0.93,296.43,269.93,0.0,3.0
NPST.NS,5,87.11,0.75,1204.12,1180.77,-3871.84,3.0
IDFCFIRSTB.NS,5,95.57,0.82,70.34,69.77,-1597.54,3.0
IFBIND.NS,5,70.28,0.1,1190.42,1157.13,-3576.69,3.0
IFGLEXPOR.NS,5,86.97,0.29,181.6,176.69,-3511.55,3.0
VSTIND.NS,5,61.92,0.9,255.8,250.31,-1573.44,3.0
WABAG.NS,5,91.26,0.85,1500.98,1433.16,-237.13,3.0
VMARCIND.NS,5,87.75,1.46,1229.07,1040.03,0.0,3.0
20MICRONS.NS,5,67.37,1.36,183.47,178.13,-2975.65,3.0
MWL.NS,5,66.31,1.24,366.3,335.18,-87.9,3.0
NITINSPIN.NS,5,66.36,1.17,500.79,462.68,-115.41,3.0
EVINDIA.NS,5,69.23,0.54,30.47,30.08,-423.68,3.0
FAZE3Q.NS,5,79.71,0.51,507.87,481.43,-2689.17,3.0
FCL.NS,5,72.56,0.26,36.05,30.44,-638.49,3.0
FCSSOFT.NS,5,77.78,0.46,1.64,1.63,-3771.63,3.0
FEDFINA.NS,5,64.85,0.58,156.73,150.79,-873.63,3.0
NAHARINDUS.NS,5,74.53,0.69,115.3,110.58,-1868.04,3.0
IFCI.NS,5,80.97,1.0,68.66,63.52,-309.83,3.0
INDIFRA.NS,5,82.14,0.0,13.65,13.41,-4059.83,3.0
EXIDEIND.NS,5,77.5,0.54,375.27,355.98,-621.27,3.0
NARMADA.NS,5,73.04,0.58,36.42,35.05,0.0,3.0
NAHARSPING.NS,5,96.02,1.25,266.39,249.83,-312.29,3.0
NAVKARCORP.NS,5,66.95,1.13,97.07,96.61,-2730.45,3.0
NBCC.NS,5,83.54,1.23,98.87,95.74,-1725.86,3.0
NAVNETEDUL.NS,5,60.94,0.81,141.44,141.06,-1111.64,3.0
NCLIND.NS,5,70.71,0.33,176.47,176.09,-2177.47,3.0
NDLVENTURE.NS,5,66.26,0.41,127.88,122.7,-311.52,3.0
NDTV.NS,5,71.22,1.44,80.93,79.61,-4985.59,3.0
IDEAFORGE.NS,5,66.56,0.23,810.79,692.41,0.0,3.0
ENRIN.NS,5,69.21,0.27,3514.44,3267.53,-587.02,3.0
NEOGEN.NS,5,68.15,0.7,1773.56,1638.04,0.0,3.0
YESBANK.NS,5,71.76,0.94,22.36,21.44,-295.46,3.0
INDOSTAR.NS,5,75.94,0.86,219.68,214.7,-3641.4,3.0
INDNIPPON.NS,5,79.25,0.33,844.17,810.7,-1480.52,3.0
INDSWFTLAB.NS,5,74.68,0.91,145.97,140.57,-412.94,3.0
INDTERRAIN.NS,5,61.32,0.39,32.14,31.81,-2338.99,3.0
ICIL.NS,5,70.28,0.31,313.62,293.55,-496.75,3.0
IDEA.NS,5,91.12,0.92,13.57,12.12,0.0,3.0
ESSENTIA.NS,5,61.04,0.53,1.61,1.51,-3093.22,3.0
PLAZACABLE.NS,5,64.73,0.7,47.65,44.91,-2311.94,3.0
PNC.NS,5,61.52,2.87,19.56,20.44,-4730.05,3.0
POLYCAB.NS,5,79.38,0.69,9305.19,8723.76,-5.15,3.0
POWERMECH.NS,5,73.64,1.26,2503.89,2399.72,-2225.02,3.0
POWERINDIA.NS,5,66.24,0.48,35243.07,32180.46,-408.38,3.0
PPL.NS,5,75.8,2.41,202.62,203.16,-4611.05,3.0
DHARMAJ.NS,5,61.43,0.16,275.82,266.65,-2588.61,3.0
CENTENKA.NS,5,69.4,0.85,481.77,457.72,-458.63,3.0
OLECTRA.NS,5,64.84,0.67,1251.8,1207.01,-2298.62,3.0
MCLEODRUSS.NS,5,61.15,0.95,69.82,60.51,-956.51,3.0
METROPOLIS.NS,5,64.1,0.32,529.58,507.51,-369.48,3.0
MGEL.NS,5,85.19,0.55,14.27,13.51,-1339.63,3.0
FSL.NS,5,71.43,0.3,258.26,248.56,-2957.46,3.0
GAIL.NS,5,61.4,0.6,164.15,161.44,-1326.34,3.0
GALAPREC.NS,5,60.32,0.33,877.04,829.88,-626.32,3.0
GANESHCP.NS,5,64.34,0.62,202.81,198.1,-3150.91,3.0
MIDHANI.NS,5,68.3,0.87,412.23,389.49,-590.89,3.0
DIVGIITTS.NS,5,77.64,0.5,756.26,727.88,-351.8,3.0
DCMFINSERV.NS,5,77.72,0.43,5.45,5.28,-2883.44,3.0
DATAMATICS.NS,5,62.03,0.3,779.22,758.45,-2599.83,3.0
DBEIL.NS,5,65.37,0.16,80.47,79.76,-5469.51,3.0
CTE.NS,5,61.31,0.44,32.05,31.35,-4411.52,3.0
DEEM.NS,5,74.59,0.55,42.27,39.66,-2953.59,3.0
DEEPAKFERT.NS,5,75.15,0.18,1376.77,1278.81,-1768.25,3.0
DEEPINDS.NS,5,75.66,0.64,488.55,465.41,-774.11,3.0
PREMEXPLN.NS,5,74.4,0.84,631.52,572.62,-479.64,3.0
PLASTIBLEN.NS,5,66.97,0.22,171.31,163.6,-2011.7,3.0
PREMIERPOL.NS,5,68.16,0.18,55.36,55.18,-1078.54,3.0
PRECWIRE.NS,5,63.78,0.58,418.48,387.28,-810.63,3.0
DEN.NS,5,65.73,2.12,27.07,27.28,-3377.0,3.0
DENEERS.NS,5,61.35,0.72,214.46,194.4,-3398.6,3.0
DCMNVL.NS,5,64.78,1.15,151.63,142.88,-1799.54,3.0
DENORA.NS,5,68.27,4.2,729.23,730.94,-2096.04,3.0
DEEDEV.NS,5,82.49,0.43,560.42,467.28,0.0,3.0
PROTEAN.NS,5,67.46,0.24,596.8,579.42,-3629.93,3.0
PSPPROJECT.NS,5,67.51,0.71,822.66,783.84,-1302.05,3.0
PREMIERENE.NS,5,72.85,0.4,1035.17,986.29,-311.02,3.0
PALREDTEC.NS,5,86.72,0.93,44.25,40.56,-3080.66,3.0
DWARKESH.NS,5,72.39,1.24,44.4,43.79,-1101.68,3.0
DYNPRO.NS,5,69.58,0.92,241.07,235.29,-3798.07,3.0
E2E.NS,5,87.71,0.04,378.48,328.32,0.0,3.0
EDELWEISS.NS,5,63.41,1.58,113.2,113.71,-991.38,3.0
DYNAMIC.NS,5,77.58,0.34,138.0,130.65,-1287.47,3.0
PANAMAPET.NS,5,64.72,0.33,322.1,303.03,-492.69,3.0
PANSARI.NS,5,63.82,6.53,282.44,284.66,-1588.14,3.0
PARKHOSPS.NS,5,75.04,0.47,269.03,243.82,-230.12,3.0
OSWALPUMPS.NS,5,70.73,3.44,379.58,380.09,-5274.66,3.0
MINDTECK.NS,5,60.74,0.47,209.84,204.69,-2812.1,3.0
MITCON.NS,5,96.96,0.76,82.65,76.78,0.0,3.0
MMTC.NS,5,72.72,0.84,65.31,63.98,-1102.36,3.0
FOCUS.NS,5,72.76,1.05,85.16,80.07,-2531.33,3.0
FILATEX.NS,5,82.39,1.01,45.41,44.48,-2377.06,3.0
FONEBOX.NS,5,69.4,0.32,82.06,76.52,-2393.74,3.0
MODISONLTD.NS,5,98.92,0.44,253.92,201.53,0.0,3.0
MONARCH.NS,5,64.24,0.27,325.48,309.46,-1249.82,3.0
PARACABLES.NS,5,69.89,0.78,60.69,51.53,-171.57,3.0
PDSL.NS,5,69.98,0.35,300.02,296.69,-2446.19,3.0
PGHL.NS,5,80.76,0.09,5784.79,5461.17,-286.32,3.0
PGINVIT.NS,5,72.73,0.81,91.83,90.61,-12.93,3.0
PGIL.NS,5,65.75,0.11,1617.18,1579.87,-1284.95,3.0
DIXON.NS,5,64.72,0.47,11366.79,11180.0,-3722.11,3.0
DIAMONDYD.NS,5,71.61,0.18,1075.41,1036.95,-623.97,3.0
PIDILITIND.NS,5,64.85,0.42,1458.92,1434.41,-564.76,3.0
PIXTRANS.NS,5,60.76,0.85,1566.36,1526.96,-156.54,3.0
PAISALO.NS,5,90.22,0.82,50.79,46.45,0.0,3.0
PARAGMILK.NS,5,72.57,0.51,224.1,220.99,-3680.03,3.0
PARAGON.NS,5,60.95,0.38,48.09,45.63,-2667.65,3.0
PARIN.NS,5,81.94,0.98,673.37,657.69,-388.97,3.0
DPWIRES.NS,5,61.44,0.23,180.23,175.71,-3912.93,3.0
DREDGECORP.NS,5,75.65,0.21,1101.23,1021.54,-409.74,3.0
PALASHSECU.NS,5,60.19,0.02,97.98,96.59,-2549.15,3.0
PATINTLOG.NS,5,78.71,0.19,12.9,12.12,-2325.24,3.0
PAUSHAKLTD.NS,5,68.24,0.43,468.35,467.9,-1959.71,3.0
ORCHPHARMA.NS,5,78.38,0.27,752.94,687.81,-414.59,3.0
PARADEEP.NS,5,67.75,0.62,125.76,125.24,-4468.88,3.0
APTECHT.NS,5,66.38,0.16,101.24,95.8,-3173.4,3.0
