Symbol,Close,AVG_20D_VOLUME,TRADED_VALUE,LIQUIDITY_SCORE,LIQUIDITY_RANK,LIQUIDITY_BUCKET
REMSONSIND,,280190,,,,ILLIQUID
RENUKA,,8679436,,,,ILLIQUID
REPL,,4636,,,,ILLIQUID
REPCOHOME,,198343,,,,ILLIQUID
REPRO,,19982,,,,ILLIQUID
RETAIL,,2816,,,,ILLIQUID
RHETAN,,5590568,,,,ILLIQUID
RHFL,,976645,,,,ILLIQUID
RHL,,5670,,,,ILLIQUID
RHIM,,521655,,,,ILLIQUID
RIIL,,93379,,,,ILLIQUID
RISHABH,,359540,,,,ILLIQUID
RKDL,,19719,,,,ILLIQUID
RKEC,,25917,,,,ILLIQUID
RKFORGE,,481049,,,,ILLIQUID
RKSWAMY,,69440,,,,ILLIQUID
RMDRIP,,727569,,,,ILLIQUID
RMC,,21414,,,,ILLIQUID
RML,,71798,,,,ILLIQUID
RNBDENIMS,,511457,,,,ILLIQUID
ROLEXRINGS,,1254851,,,,ILLIQUID
ROHLTD,,37216,,,,ILLIQUID
ROLLT,,662957,,,,ILLIQUID
ROML,,5272,,,,ILLIQUID
ROSSARI,,246668,,,,ILLIQUID
ROSSTECH,,208446,,,,ILLIQUID
ROTO,,358138,,,,ILLIQUID
ROSSELLIND,,43133,,,,ILLIQUID
ROUTE,,234888,,,,ILLIQUID
RPEL,,276718,,,,ILLIQUID
RPOWER,,35948994,,,,ILLIQUID
RPPINFRA,,81124,,,,ILLIQUID
RPPL,,92931,,,,ILLIQUID
RPSGVENT,,116822,,,,ILLIQUID
RPTECH,,266029,,,,ILLIQUID
RSL,,884039,,,,ILLIQUID
RSSOFTWARE,,40216,,,,ILLIQUID
RSWM,,109763,,,,ILLIQUID
RSYSTEMS,,734196,,,,ILLIQUID
RTNINDIA,,2432111,,,,ILLIQUID
RUBFILA,,56536,,,,ILLIQUID
RUBICON,,743972,,,,ILLIQUID
RUCHINFRA,,91654,,,,ILLIQUID
RUBYMILLS,,111185,,,,ILLIQUID
RUPA,,150581,,,,ILLIQUID
RUSTOMJEE,,71983,,,,ILLIQUID
RUSHIL,,390535,,,,ILLIQUID
RVNL,,10124721,,,,ILLIQUID
S&SPOWER,,781,,,,ILLIQUID
SAATVIKGL,,151260,,,,ILLIQUID
SADBHAV,,137408,,,,ILLIQUID
SADBHIN,,293857,,,,ILLIQUID
SAGARDEEP,,43724,,,,ILLIQUID
SAFARI,,176546,,,,ILLIQUID
SAGCEM,,99297,,,,ILLIQUID
SAGILITY,,19356541,,,,ILLIQUID
SAHLIBHFI,,40090,,,,ILLIQUID
SAILIFE,,902695,,,,ILLIQUID
SAIL,,32093394,,,,ILLIQUID
SAIPARENT,,250283,,,,ILLIQUID
SAKAR,,349159,,,,ILLIQUID
SAKSOFT,,797490,,,,ILLIQUID
SAKUMA,,885380,,,,ILLIQUID
SALASAR,,3115900,,,,ILLIQUID
SALSTEEL,,136493,,,,ILLIQUID
SAMBHAAV,,70646,,,,ILLIQUID
SALZERELEC,,141580,,,,ILLIQUID
SAMBHV,,2368867,,,,ILLIQUID
SAMMAANCAP,,24231812,,,,ILLIQUID
SAMPANN,,34915,,,,ILLIQUID
SANATHAN,,23158,,,,ILLIQUID
SANCO,,16493,,,,ILLIQUID
SANDESH,,829,,,,ILLIQUID
SANDHAR,,1227857,,,,ILLIQUID
SANDUMA,,3495379,,,,ILLIQUID
SANGAMIND,,34210,,,,ILLIQUID
SANGHVIMOV,,793623,,,,ILLIQUID
SANGINITA,,135405,,,,ILLIQUID
SANOFI,,31336,,,,ILLIQUID
SANSTAR,,1209377,,,,ILLIQUID
SANWARIA,,627873,,,,ILLIQUID
SARDAEN,,575494,,,,ILLIQUID
SAPPHIRE,,1065351,,,,ILLIQUID
SAREGAMA,,9685417,,,,ILLIQUID
SARLAPOLY,,174380,,,,ILLIQUID
SARVESHWAR,,937232,,,,ILLIQUID
SASKEN,,585345,,,,ILLIQUID
SATIA,,141959,,,,ILLIQUID
SATIN,,2293923,,,,ILLIQUID
SAURASHCEM,,86814,,,,ILLIQUID
SAYAJIHOTL,,39,,,,ILLIQUID
SBC,,14912469,,,,ILLIQUID
SBCL,,538316,,,,ILLIQUID
SBFC,,1566022,,,,ILLIQUID
SBGLP,,92626,,,,ILLIQUID
SBICARD,,1448038,,,,ILLIQUID
SBIN,,18114052,,,,ILLIQUID
SCHAEFFLER,,62563,,,,ILLIQUID
SCHAND,,53041,,,,ILLIQUID
SCI,,10907975,,,,ILLIQUID
SCODATUBES,,499923,,,,ILLIQUID
SCPL,,21293,,,,ILLIQUID
SDBL,,770105,,,,ILLIQUID
SEAMECLTD,,166578,,,,ILLIQUID
SECMARK,,2300,,,,ILLIQUID
SEDEMAC,,228634,,,,ILLIQUID
SELECTIPO,,5261,,,,ILLIQUID
SELMC,,9051,,,,ILLIQUID
SENCO,,1365955,,,,ILLIQUID
SENORES,,687663,,,,ILLIQUID
SEMAC,,2187,,,,ILLIQUID
SEPC,,18222512,,,,ILLIQUID
SERVOTECH,,1864409,,,,ILLIQUID
SESHAPAPER,,25541,,,,ILLIQUID
SETL,,228619,,,,ILLIQUID
SEYAIND,,9006,,,,ILLIQUID
SETCO,,165743,,,,ILLIQUID
SGFIN,,329274,,,,ILLIQUID
SGIL,,27808,,,,ILLIQUID
SGL,,39960,,,,ILLIQUID
SHADOWFAX,,4151830,,,,ILLIQUID
SHAH,,5085546,,,,ILLIQUID
SGMART,,392755,,,,ILLIQUID
SHAHALLOYS,,9404,,,,ILLIQUID
SHAILY,,320539,,,,ILLIQUID
SHAKTIPUMP,,1109668,,,,ILLIQUID
SHALPAINTS,,39336,,,,ILLIQUID
SHALBY,,99178,,,,ILLIQUID
SHANKARA,,80819,,,,ILLIQUID
SHANTI,,31374,,,,ILLIQUID
SHANTIGOLD,,1689382,,,,ILLIQUID
SHANTIGEAR,,17806,,,,ILLIQUID
SHARDAMOTR,,100061,,,,ILLIQUID
SHARDACROP,,754636,,,,ILLIQUID
SHARDUL,,7234,,,,ILLIQUID
SHAREINDIA,,526716,,,,ILLIQUID
SHEKHAWATI,,19158,,,,ILLIQUID
SHEMAROO,,25202,,,,ILLIQUID
SHILCTECH,,46781,,,,ILLIQUID
SHILPAMED,,1370736,,,,ILLIQUID
SHIVALIK,,64763,,,,ILLIQUID
SHIVAMAUTO,,25128,,,,ILLIQUID
SHIVAMILLS,,6226,,,,ILLIQUID
SHIVATEX,,6607,,,,ILLIQUID
SHK,,393938,,,,ILLIQUID
SHOPERSTOP,,293959,,,,ILLIQUID
SHREDIGCEM,,98303,,,,ILLIQUID
SHREECEM,,22934,,,,ILLIQUID
SHREEPUSHK,,118504,,,,ILLIQUID
SHREYANIND,,6542,,,,ILLIQUID
SHRINGARMS,,1144548,,,,ILLIQUID
SHRIPISTON,,49311,,,,ILLIQUID
SHRIRAMPPS,,1767734,,,,ILLIQUID
SHYAMCENT,,127929,,,,ILLIQUID
SICALLOG,,18244,,,,ILLIQUID
SHYAMMETL,,895594,,,,ILLIQUID
SICAGEN,,26411,,,,ILLIQUID
SIEMENS,,593705,,,,ILLIQUID
SIGMAADV,,510831,,,,ILLIQUID
SIGMA,,100412,,,,ILLIQUID
SIGACHI,,950862,,,,ILLIQUID
SIGNATURE,,272049,,,,ILLIQUID
SIGNPOST,,86541,,,,ILLIQUID
SIL,,23312,,,,ILLIQUID
SILGO,,697188,,,,ILLIQUID
SILINV,,2861,,,,ILLIQUID
SILLYMONKS,,12894,,,,ILLIQUID
SIMPLEXINF,,160767,,,,ILLIQUID
SINDHUTRAD,,4752709,,,,ILLIQUID
SINTERCOM,,67137,,,,ILLIQUID
SIRCA,,729975,,,,ILLIQUID
SIS,,101182,,,,ILLIQUID
SIYSIL,,167438,,,,ILLIQUID
SJS,,156059,,,,ILLIQUID
SKFINDIA,,31618,,,,ILLIQUID
SJVN,,4090773,,,,ILLIQUID
SKIPPER,,1131055,,,,ILLIQUID
SKMEGGPROD,,1779797,,,,ILLIQUID
SKYGOLD,,2003395,,,,ILLIQUID
SMARTLINK,,52370,,,,ILLIQUID
SMARTWORKS,,67862,,,,ILLIQUID
SMCGLOBAL,,252575,,,,ILLIQUID
SMLMAH,,61549,,,,ILLIQUID
SMLT,,24029,,,,ILLIQUID
SMSPHARMA,,362389,,,,ILLIQUID
SNOWMAN,,175352,,,,ILLIQUID
SOFTTECH,,19671,,,,ILLIQUID
SOLARA,,374764,,,,ILLIQUID
SOBHA,,217688,,,,ILLIQUID
SOLARINDS,,210944,,,,ILLIQUID
SOLEX,,111976,,,,ILLIQUID
SOMANYCERA,,372858,,,,ILLIQUID
SOMATEX,,15993,,,,ILLIQUID
SOMICONVEY,,17403,,,,ILLIQUID
SONACOMS,,2004981,,,,ILLIQUID
SONAMLTD,,66074,,,,ILLIQUID
SOTL,,240705,,,,ILLIQUID
SOUTHBANK,,15127834,,,,ILLIQUID
SOUTHWEST,,452661,,,,ILLIQUID
SPANDANA,,746447,,,,ILLIQUID
SPAL,,29594,,,,ILLIQUID
SPARC,,13278488,,,,ILLIQUID
SPECIALITY,,40093,,,,ILLIQUID
SPECTRUM,,22630,,,,ILLIQUID
SPENCERS,,108243,,,,ILLIQUID
SPIC,,843904,,,,ILLIQUID
SPLIL,,7213,,,,ILLIQUID
SPLPETRO,,52308,,,,ILLIQUID
SPMLINFRA,,499969,,,,ILLIQUID
SRD,,28432,,,,ILLIQUID
SPORTKING,,745059,,,,ILLIQUID
SREEL,,22046,,,,ILLIQUID
SRGHFL,,4626,,,,ILLIQUID
SRHHYPOLTD,,15078,,,,ILLIQUID
SRTL,,66013,,,,ILLIQUID
SSDL,,17338,,,,ILLIQUID
SSWL,,419440,,,,ILLIQUID
STAR,,420269,,,,ILLIQUID
STARHEALTH,,540363,,,,ILLIQUID
STARCEMENT,,232690,,,,ILLIQUID
STARTECK,,8844,,,,ILLIQUID
STARPAPER,,10475,,,,ILLIQUID
STEELCAS,,65514,,,,ILLIQUID
STEELXIND,,5375622,,,,ILLIQUID
STEL,,10012,,,,ILLIQUID
STLNETWORK,,3636117,,,,ILLIQUID
STERTOOLS,,62080,,,,ILLIQUID
STOVEKRAFT,,335408,,,,ILLIQUID
STUDDS,,39910,,,,ILLIQUID
STLTECH,,3756095,,,,ILLIQUID
STYL,,306324,,,,ILLIQUID
STYLEBAAZA,,714608,,,,ILLIQUID
STYRENIX,,23641,,,,ILLIQUID
SUBEXLTD,,2706236,,,,ILLIQUID
SUBROS,,46875,,,,ILLIQUID
SUDARCOLOR,,11158,,,,ILLIQUID
SUDARSCHEM,,333134,,,,ILLIQUID
SUDEEPPHRM,,268686,,,,ILLIQUID
SUKHJITS,,53754,,,,ILLIQUID
SULA,,306440,,,,ILLIQUID
SUMEETINDS,,170176,,,,ILLIQUID
SUMICHEM,,493524,,,,ILLIQUID
SUMIT,,31238,,,,ILLIQUID
SUMMITSEC,,5718,,,,ILLIQUID
SUNCLAY,,12025,,,,ILLIQUID
SUNDARAM,,806394,,,,ILLIQUID
SUNDARMFIN,,77919,,,,ILLIQUID
SUNDRMBRAK,,8497,,,,ILLIQUID
SUNDROP,,18632,,,,ILLIQUID
SUNFLAG,,1196011,,,,ILLIQUID
SUNPHARMA,,2764557,,,,ILLIQUID
SUNTV,,583339,,,,ILLIQUID
SUPERSPIN,,49422,,,,ILLIQUID
SUPRAJIT,,370523,,,,ILLIQUID
SUPREMEENG,,121214,,,,ILLIQUID
SUPREMEIND,,152168,,,,ILLIQUID
SUPREME,,106208,,,,ILLIQUID
SUPRIYA,,859830,,,,ILLIQUID
SURAJEST,,70421,,,,ILLIQUID
SURANASOL,,79366,,,,ILLIQUID
SURANAT&P,,68317,,,,ILLIQUID
SURYALAXMI,,5037,,,,ILLIQUID
SURYODAY,,980054,,,,ILLIQUID
SURYAROSNI,,1860918,,,,ILLIQUID
SUTLEJTEX,,46469,,,,ILLIQUID
SUYOG,,30385,,,,ILLIQUID
SUVIDHAA,,129949,,,,ILLIQUID
SUZLON,,98457944,,,,ILLIQUID
SVLL,,8979,,,,ILLIQUID
SVPGLOB,,100786,,,,ILLIQUID
SWANCORP,,772277,,,,ILLIQUID
SWANDEF,,23217,,,,ILLIQUID
SWARAJENG,,10627,,,,ILLIQUID
SWELECTES,,44229,,,,ILLIQUID
SWSOLAR,,1646909,,,,ILLIQUID
SWIGGY,,10627924,,,,ILLIQUID
SYNCOMF,,3467784,,,,ILLIQUID
SYMPHONY,,111310,,,,ILLIQUID
SYRMA,,1792395,,,,ILLIQUID
SYSTMTXC,,70933,,,,ILLIQUID
TAINWALCHM,,3673,,,,ILLIQUID
TAKE,,340914,,,,ILLIQUID
TAJGVK,,148567,,,,ILLIQUID
TANLA,,620129,,,,ILLIQUID
TARACHAND,,171735,,,,ILLIQUID
TARAPUR,,39391,,,,ILLIQUID
TARC,,380541,,,,ILLIQUID
TARIL,,2612073,,,,ILLIQUID
TARSONS,,192208,,,,ILLIQUID
TARMAT,,10070,,,,ILLIQUID
TASTYBITE,,6107,,,,ILLIQUID
TATACAP,,1804873,,,,ILLIQUID
TATACHEM,,986558,,,,ILLIQUID
TATACOMM,,931022,,,,ILLIQUID
TATACONSUM,,3221183,,,,ILLIQUID
TATAELXSI,,256686,,,,ILLIQUID
TATAINVEST,,420919,,,,ILLIQUID
TATVA,,63777,,,,ILLIQUID
TBOTEK,,88396,,,,ILLIQUID
TBZ,,1004990,,,,ILLIQUID
TCIEXP,,38295,,,,ILLIQUID
TCI,,45215,,,,ILLIQUID
TDPOWERSYS,,1873538,,,,ILLIQUID
TCS,,5030593,,,,ILLIQUID
TCPLPACK,,2175,,,,ILLIQUID
TEAMGTY,,6453,,,,ILLIQUID
TECH,,142849,,,,ILLIQUID
TECHM,,2528685,,,,ILLIQUID
TECHNOE,,601554,,,,ILLIQUID
TECILCHEM,,7736,,,,ILLIQUID
TEMBO,,145752,,,,ILLIQUID
TEJASNET,,9783712,,,,ILLIQUID
TENNIND,,661210,,,,ILLIQUID
TERASOFT,,27208,,,,ILLIQUID
TEXINFRA,,109688,,,,ILLIQUID
TEXMOPIPES,,38067,,,,ILLIQUID
TEXRAIL,,11555264,,,,ILLIQUID
TFCILTD,,6669485,,,,ILLIQUID
TGBHOTELS,,24505,,,,ILLIQUID
TFL,,6826,,,,ILLIQUID
THEINVEST,,51357,,,,ILLIQUID
THANGAMAYL,,192621,,,,ILLIQUID
THELEELA,,271818,,,,ILLIQUID
THEMISMED,,104421,,,,ILLIQUID
THERMAX,,524622,,,,ILLIQUID
THYROCARE,,979044,,,,ILLIQUID
THOMASCOOK,,1664189,,,,ILLIQUID
TI,,524113,,,,ILLIQUID
TICL,,1599661,,,,ILLIQUID
TIINDIA,,399874,,,,ILLIQUID
TIL,,110573,,,,ILLIQUID
TIMKEN,,92566,,,,ILLIQUID
TIMEX,,704818,,,,ILLIQUID
TIPSFILMS,,4607,,,,ILLIQUID
TIPSMUSIC,,252935,,,,ILLIQUID
TIRUMALCHM,,306646,,,,ILLIQUID
TITAGARH,,1265240,,,,ILLIQUID
TITAN,,1465905,,,,ILLIQUID
TMB,,358900,,,,ILLIQUID
TMPV,,12591195,,,,ILLIQUID
TNPL,,95864,,,,ILLIQUID
TNTELE,,19374,,,,ILLIQUID
TOKYOPLAST,,2127,,,,ILLIQUID
TORNTPHARM,,491751,,,,ILLIQUID
TORNTPOWER,,542701,,,,ILLIQUID
TOTAL,,4649,,,,ILLIQUID
TOUCHWOOD,,7808,,,,ILLIQUID
TPHQ,,1486582,,,,ILLIQUID
TPLPLASTEH,,183584,,,,ILLIQUID
TRACXN,,169980,,,,ILLIQUID
TRANSPEK,,2846,,,,ILLIQUID
TRANSRAILL,,800517,,,,ILLIQUID
TRAVELFOOD,,80875,,,,ILLIQUID
TRANSWORLD,,29859,,,,ILLIQUID
TREEHOUSE,,26741,,,,ILLIQUID
TREL,,79221,,,,ILLIQUID
TREJHARA,,27783,,,,ILLIQUID
TRENT,,709481,,,,ILLIQUID
TRF,,18032,,,,ILLIQUID
TRIDENT,,6180097,,,,ILLIQUID
TRIGYN,,32804,,,,ILLIQUID
TRITURBINE,,4340181,,,,ILLIQUID
TRIVENI,,336028,,,,ILLIQUID
TRU,,85963,,,,ILLIQUID
TRUALT,,452964,,,,ILLIQUID
TSFINV,,82163,,,,ILLIQUID
TTL,,83503,,,,ILLIQUID
TTKPRESTIG,,938514,,,,ILLIQUID
TVSELECT,,167620,,,,ILLIQUID
TVSSCS,,400282,,,,ILLIQUID
TVSHLTD,,3574,,,,ILLIQUID
TVSMOTOR,,1226828,,,,ILLIQUID
TVSSRICHAK,,8689,,,,ILLIQUID
TVTODAY,,60953,,,,ILLIQUID
TVVISION,,17218,,,,ILLIQUID
UBL,,290870,,,,ILLIQUID
UDS,,438205,,,,ILLIQUID
UCAL,,21255,,,,ILLIQUID
UEL,,13448,,,,ILLIQUID
UFBL,,852106,,,,ILLIQUID
UFLEX,,290036,,,,ILLIQUID
UFO,,96886,,,,ILLIQUID
UGARSUGAR,,208647,,,,ILLIQUID
UGROCAP,,252610,,,,ILLIQUID
UJJIVANSFB,,14165462,,,,ILLIQUID
ULTRAMAR,,16035,,,,ILLIQUID
UMAEXPORTS,,17778,,,,ILLIQUID
UMIYA-MRO,,10668,,,,ILLIQUID
UNIDT,,34063,,,,ILLIQUID
UNICHEMLAB,,28734,,,,ILLIQUID
UNIENTER,,14072,,,,ILLIQUID
UNIECOM,,390058,,,,ILLIQUID
UNIINFO,,4181,,,,ILLIQUID
UNIMECH,,56925,,,,ILLIQUID
UNIPARTS,,325178,,,,ILLIQUID
UNITDSPR,,1073862,,,,ILLIQUID
UNIONBANK,,13000124,,,,ILLIQUID
UNITECH,,7472836,,,,ILLIQUID
UNITEDPOLY,,185952,,,,ILLIQUID
UNIVASTU,,139910,,,,ILLIQUID
UNIVCABLES,,438303,,,,ILLIQUID
UNIVPHOTO,,277,,,,ILLIQUID
UNOMINDA,,1063143,,,,ILLIQUID
UPL,,2431719,,,,ILLIQUID
URAVIDEF,,7863,,,,ILLIQUID
URJA,,1246228,,,,ILLIQUID
USK,,19113,,,,ILLIQUID
USHAMART,,892262,,,,ILLIQUID
UTIAMC,,92763,,,,ILLIQUID
UTKARSHBNK,,4842167,,,,ILLIQUID
UTLSOLAR,,457903,,,,ILLIQUID
UTTAMSUGAR,,110462,,,,ILLIQUID
UYFINCORP,,129116,,,,ILLIQUID
V2RETAIL,,1626105,,,,ILLIQUID
VADILALIND,,33148,,,,ILLIQUID
VAIBHAVGBL,,362071,,,,ILLIQUID
VAISHALI,,90677,,,,ILLIQUID
VAKRANGEE,,1766529,,,,ILLIQUID
VALIANTORG,,103138,,,,ILLIQUID
VARDHACRLC,,106539,,,,ILLIQUID
VARDMNPOLY,,159067,,,,ILLIQUID
VARROC,,120448,,,,ILLIQUID
VASCONEQ,,291905,,,,ILLIQUID
VASWANI,,48548,,,,ILLIQUID
VBL,,5626612,,,,ILLIQUID
VCL,,334334,,,,ILLIQUID
VEDL,,36036112,,,,ILLIQUID
VEEDOL,,10812,,,,ILLIQUID
VENTIVE,,83329,,,,ILLIQUID
VENUSPIPES,,83791,,,,ILLIQUID
VENUSREM,,67600,,,,ILLIQUID
VENKEYS,,134931,,,,ILLIQUID
VERANDA,,736740,,,,ILLIQUID
VERTOZ,,57893,,,,ILLIQUID
VETO,,79824,,,,ILLIQUID
VESUVIUS,,95549,,,,ILLIQUID
VGUARD,,458376,,,,ILLIQUID
VHLTD,,12692,,,,ILLIQUID
VIDHIING,,20164,,,,ILLIQUID
VHL,,632,,,,ILLIQUID
VIKASECO,,1367135,,,,ILLIQUID
VIKASLIFE,,1521524,,,,ILLIQUID
VIKRAMSOLR,,2027639,,,,ILLIQUID
VIKRAN,,4925091,,,,ILLIQUID
VINATIORGA,,81984,,,,ILLIQUID
VIMTALABS,,330662,,,,ILLIQUID
VINCOFE,,1598500,,,,ILLIQUID
VINDHYATEL,,164860,,,,ILLIQUID
VINEETLAB,,60588,,,,ILLIQUID
VINNY,,489452,,,,ILLIQUID
VINYLINDIA,,51827,,,,ILLIQUID
VIPCLOTHNG,,263906,,,,ILLIQUID
VIRINCHI,,77474,,,,ILLIQUID
VIPIND,,2333546,,,,ILLIQUID
VISAKAIND,,162452,,,,ILLIQUID
VIPULLTD,,126606,,,,ILLIQUID
VISHNU,,179046,,,,ILLIQUID
VISHWARAJ,,158728,,,,ILLIQUID
VITAL,,6018,,,,ILLIQUID
VIVIANA,,41121,,,,ILLIQUID
VIVIDHA,,410700,,,,ILLIQUID
VIVIMEDLAB,,82371,,,,ILLIQUID
VLEGOV,,95987,,,,ILLIQUID
VLSFINANCE,,15073,,,,ILLIQUID
VMART,,336280,,,,ILLIQUID
VMSTMT,,33518,,,,ILLIQUID
VMM,,9847651,,,,ILLIQUID
VOLTAMP,,107629,,,,ILLIQUID
VOLTAS,,1192027,,,,ILLIQUID
VRAJ,,23418,,,,ILLIQUID
VRLLOG,,160670,,,,ILLIQUID
VSSL,,46957,,,,ILLIQUID
VSTL,,17208,,,,ILLIQUID
VSTIND,,249417,,,,ILLIQUID
VSTTILLERS,,14586,,,,ILLIQUID
WAAREEINDO,,42944,,,,ILLIQUID
WAAREEENER,,1154994,,,,ILLIQUID
WABAG,,352590,,,,ILLIQUID
WAKEFIT,,2878128,,,,ILLIQUID
WCIL,,73746,,,,ILLIQUID
WEALTH,,6341,,,,ILLIQUID
WEBELSOLAR,,3511773,,,,ILLIQUID
WELCORP,,872703,,,,ILLIQUID
WELENT,,251533,,,,ILLIQUID
WELSPUNLIV,,2705348,,,,ILLIQUID
WEWORK,,696278,,,,ILLIQUID
WILLAMAGOR,,6003,,,,ILLIQUID
WIMPLAST,,8543,,,,ILLIQUID
WHEELS,,318930,,,,ILLIQUID
WINDLAS,,69677,,,,ILLIQUID
WHIRLPOOL,,295293,,,,ILLIQUID
WINDMACHIN,,67667,,,,ILLIQUID
WINSOME,,28655,,,,ILLIQUID
WIPL,,1680,,,,ILLIQUID
WOCKPHARMA,,3855635,,,,ILLIQUID
WONDERLA,,143638,,,,ILLIQUID
WORTHPERI,,8357,,,,ILLIQUID
WSI,,39112,,,,ILLIQUID
XCHANGING,,107658,,,,ILLIQUID
XELPMOC,,30419,,,,ILLIQUID
XPROINDIA,,42865,,,,ILLIQUID
YASHO,,48671,,,,ILLIQUID
XTGLOBAL,,47653,,,,ILLIQUID
YATHARTH,,540239,,,,ILLIQUID
YATRA,,1974887,,,,ILLIQUID
YESBANK,,141858393,,,,ILLIQUID
ZAGGLE,,2555823,,,,ILLIQUID
YUKEN,,8260,,,,ILLIQUID
ZEEL,,25536464,,,,ILLIQUID
ZEELEARN,,1578472,,,,ILLIQUID
ZEEMEDIA,,835575,,,,ILLIQUID
ZENITHEXPO,,339,,,,ILLIQUID
ZENSARTECH,,666126,,,,ILLIQUID
ZFSTEERING,,2368,,,,ILLIQUID
ZENITHSTL,,115693,,,,ILLIQUID
ZFCVINDIA,,18113,,,,ILLIQUID
ZIMLAB,,118489,,,,ILLIQUID
ZODIACLOTH,,3710,,,,ILLIQUID
ZOTA,,40751,,,,ILLIQUID
ZUARI,,130622,,,,ILLIQUID
