Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOLATILITY,VOL_ADJ_RS,Momentum,Sharpe,Institutional Score
RPOWER.NS,1.96,-3.5,-3.7,19.13,5.66,0.5295,-6.99,9.998,36.13,48.76
SECMARK.NS,5.05,-0.38,4.76,7.29,0.29,0.7248,6.57,6.278,10.06,48.73
WEALTH.NS,4.43,3.02,3.05,7.16,1.38,0.4178,7.3,5.516,17.14,48.66
KECL.NS,-7.36,-5.82,-15.02,36.36,7.66,0.5359,-28.03,15.808,67.85,48.61
ORIENTELEC.NS,0.16,-1.84,4.6,4.9,-4.44,0.3996,11.51,4.779999999999999,12.26,48.58
KOHINOOR.NS,3.84,-0.61,2.39,7.92,1.45,0.4141,5.77,5.708,19.13,48.56
ELECTCAST.NS,-5.81,-13.24,-2.63,17.6,-3.18,0.5994,-4.39,9.508000000000001,29.36,48.52
SURANAT&P.NS,3.37,-1.18,1.1,8.84,2.27,0.3729,2.95,5.744,23.71,48.48
CONCORDBIO.NS,3.08,-3.54,9.31,0.16,-6.23,0.4586,20.3,3.8200000000000003,0.35,48.47
MAHLIFE.NS,2.75,2.85,7.7,1.24,-4.95,0.3636,21.18,3.824,3.41,48.45
PLADAINFO.NS,1.44,2.47,1.65,9.04,-0.21,0.4446,3.71,6.084,20.33,48.45
INDHOTEL.NS,0.96,0.4,2.98,5.23,-2.02,0.2805,10.62,4.33,18.65,48.42
BCG.NS,-3.84,9.35,7.63,2.44,-11.47,0.5847,13.05,4.516,4.17,48.15
TEXINFRA.NS,0.06,-5.28,-1.11,10.33,1.17,0.277,-4.01,5.754,37.29,48.13
RAILTEL.NS,2.13,1.38,0.71,8.95,1.42,0.3586,1.98,5.653999999999999,24.96,48.1
RADIOCITY.NS,2.13,1.38,0.71,8.95,1.42,0.3586,1.98,5.653999999999999,24.96,48.1
SHRIPISTON.NS,9.03,-2.01,-4.21,18.7,13.24,0.4732,-8.9,9.535999999999998,39.52,48.08
ELGIRUBCO.NS,-3.34,-6.79,-7.6,27.27,4.26,0.7169,-10.6,13.322,38.04,48.05
MAZDOCK.NS,0.63,-3.99,-3.72,17.06,4.35,0.4116,-9.04,8.748,41.45,48.05
CARERATING.NS,-3.08,1.24,2.65,6.29,-5.73,0.3384,7.83,4.834,18.59,48.04
MANINDS.NS,-7.79,-4.57,-2.55,17.14,-5.24,0.6183,-4.12,9.264000000000001,27.72,48.03
SUPERHOUSE.NS,-0.02,0.79,4.55,4.36,-4.57,0.3818,11.92,4.436,11.42,48.02
JWL.NS,-3.98,-2.86,0.73,11.55,-4.71,0.5962,1.22,7.222,19.37,48.01
KANPRPLA.NS,-6.75,-11.22,-1.88,16.0,-4.87,0.637,-2.95,8.847999999999999,25.12,47.96
GANGESSECU.NS,2.86,-0.58,1.95,7.16,0.91,0.3486,5.59,5.0760000000000005,20.54,47.8
KALAMANDIR.NS,6.35,-6.87,8.05,1.28,-1.7,0.498,16.16,3.9880000000000004,2.57,47.8
STYLEBAAZA.NS,-3.83,-20.89,-0.49,13.98,-3.34,0.6681,-0.73,8.192,20.93,47.68
UNIVPHOTO.NS,-3.6,-11.45,9.45,-0.13,-13.05,0.6022,15.69,3.702,-0.22,47.62
UNIENTER.NS,1.51,0.78,2.72,6.65,-1.21,0.3983,6.83,5.078,16.7,47.58
JINDALPOLY.NS,-3.28,-4.98,-2.62,16.18,-0.66,0.5643,-4.64,8.66,28.67,47.55
NORBTEAEXP.NS,2.67,12.73,14.47,-6.6,-11.8,0.4491,32.22,1.8280000000000007,-14.7,47.52
KAMOPAINTS.NS,-2.57,-4.16,-7.45,24.48,4.88,0.539,-13.82,11.707999999999998,45.42,47.5
THEINVEST.NS,3.44,-15.23,-0.19,12.22,3.63,0.5709,-0.33,7.256,21.4,47.46
GRAVITA.NS,-0.37,-7.88,2.02,7.29,-2.39,0.3795,5.32,5.1819999999999995,19.21,47.42
BHANDARI.NS,-1.85,-18.9,-2.95,17.48,1.1,0.658,-4.48,9.308,26.57,47.35
SAROJA.NS,-0.1,1.83,-0.94,10.57,0.84,0.3547,-2.65,5.965999999999999,29.8,47.33
NTPCGREEN.NS,1.34,-5.07,-6.42,20.17,7.76,0.3653,-17.57,9.534,55.21,47.31
INTLCONV.NS,2.89,-5.39,2.77,6.08,0.12,0.383,7.23,4.756,15.87,47.19
INDOSTAR.NS,6.35,5.02,4.11,5.73,2.24,0.5452,7.54,5.082000000000001,10.51,47.16
GMDCLTD.NS,2.85,0.75,-7.28,24.06,10.13,0.5509,-13.21,11.523999999999997,43.67,47.14
NAHARPOLY.NS,2.84,-0.86,0.14,10.78,2.7,0.5036,0.28,6.523999999999999,21.41,47.14
CYIENT.NS,3.67,2.55,0.22,9.01,3.45,0.3561,0.62,5.494,25.3,47.12
GLENMARK.NS,-5.1,-6.37,-0.09,8.75,-5.01,0.3089,-0.29,5.214,28.33,47.1
ATLANTAA.NS,-0.71,1.06,0.98,10.04,-1.69,0.562,1.74,6.4159999999999995,17.86,47.09
KRITIKA.NS,1.64,-1.19,2.01,8.23,-0.37,0.5068,3.97,5.742,16.24,47.07
ATULAUTO.NS,-0.56,-2.0,5.79,2.97,-6.35,0.4678,12.38,4.098000000000001,6.35,47.01
FMGOETZE.NS,-6.4,-7.47,-1.03,11.51,-5.37,0.4427,-2.33,6.494,26.0,46.99
CPS.NS,8.61,12.06,8.28,0.32,0.33,0.4998,16.57,3.504,0.64,46.99
TATAELXSI.NS,6.55,7.63,1.74,7.04,4.81,0.3647,4.77,4.92,19.3,46.93
FABTECH.NS,0.11,-7.92,0.8,9.89,-0.69,0.544,1.47,6.2540000000000004,18.18,46.83
ICDSLTD.NS,1.16,-4.24,-2.18,16.02,3.34,0.7067,-3.08,8.74,22.67,46.81
K2INFRA.NS,-4.55,-11.71,1.04,10.64,-5.59,0.6951,1.5,6.800000000000001,15.31,46.74
NRAIL.NS,3.68,-6.17,1.07,8.45,2.61,0.4277,2.5,5.497999999999999,19.76,46.73
GANECOS.NS,-0.31,-10.59,-9.64,27.32,9.33,0.5935,-16.24,12.536,46.03,46.7
BANG.NS,8.87,2.77,6.27,2.11,2.6,0.4656,13.47,3.774,4.53,46.67
DYCL.NS,-0.7,-22.62,-2.38,14.89,1.68,0.5719,-4.16,7.981999999999999,26.04,46.66
WINDMACHIN.NS,-0.59,-7.14,-5.2,19.03,4.61,0.478,-10.88,9.338000000000001,39.81,46.55
SWARAJENG.NS,3.26,-2.0,-3.41,12.58,6.67,0.2572,-13.26,6.184,48.91,46.51
BIRLACORPN.NS,-0.88,-6.91,3.62,4.52,-4.5,0.4018,9.01,4.16,11.25,46.51
MAMATA.NS,2.12,1.26,1.35,7.81,0.77,0.4092,3.3,5.226,19.09,46.51
MALUPAPER.NS,2.12,1.26,1.35,7.81,0.77,0.4092,3.3,5.226,19.09,46.51
SWASTIK.NS,3.26,-2.0,-3.41,12.58,6.67,0.2572,-13.26,6.184,48.91,46.51
UPL.NS,1.09,-2.32,0.53,8.39,0.56,0.3851,1.38,5.2459999999999996,21.79,46.32
CLSL.NS,6.28,4.32,5.95,2.23,0.33,0.471,12.63,3.718,4.73,46.29
STERTOOLS.NS,1.74,-5.74,-1.0,12.22,2.74,0.568,-1.76,6.9319999999999995,21.51,46.25
RADIANTCMS.NS,-3.27,-7.73,-2.99,14.29,-0.28,0.4524,-6.61,7.378,31.59,46.24
SHREEKARNI.NS,3.39,-0.82,3.24,5.93,0.15,0.5135,6.31,4.854,11.55,46.22
VMSTMT.NS,-2.39,-2.85,1.98,7.6,-4.37,0.496,3.99,5.351999999999999,15.32,46.22
PALASHSECU.NS,1.79,-0.72,-0.43,8.59,2.22,0.316,-1.36,4.982,27.18,46.05
DOLPHIN.NS,0.44,-2.59,4.99,3.63,-4.55,0.5623,8.87,4.174,6.46,46.01
LENSKART.NS,7.49,9.55,2.66,5.57,4.83,0.4104,6.48,4.406000000000001,13.57,45.95
FIVESTAR.NS,-0.86,-4.59,-2.89,13.57,2.03,0.4237,-6.82,6.985999999999999,32.03,45.94
DCW.NS,-0.88,-5.2,4.03,4.74,-4.91,0.5565,7.24,4.4559999999999995,8.52,45.89
CLEDUCATE.NS,2.83,17.93,-10.19,27.17,13.02,0.6059,-16.82,12.225999999999999,44.84,45.84
UNITEDTEA.NS,2.71,-4.25,-2.63,10.99,5.34,0.2539,-10.36,5.542,43.28,45.82
AMRUTANJAN.NS,1.88,4.11,6.18,0.68,-4.3,0.3227,19.15,2.88,2.11,45.76
LOTUSDEV.NS,0.8,-3.44,3.06,5.55,-2.26,0.4932,6.2,4.554,11.25,45.73
INDIASHLTR.NS,-0.47,-8.0,-2.08,10.87,1.61,0.3205,-6.49,5.6899999999999995,33.92,45.67
SCHAEFFLER.NS,1.28,-2.23,6.07,0.74,-4.79,0.3278,18.52,2.8720000000000003,2.26,45.62
MCLOUD.NS,-1.81,-0.32,-1.0,10.63,-0.81,0.4618,-2.17,5.978,23.02,45.62
MOREALTY.NS,0.29,-2.02,1.45,5.49,-1.16,0.2922,4.96,3.874,18.79,45.62
GPTINFRA.NS,1.97,2.6,5.37,2.01,-3.4,0.4201,12.78,3.354,4.78,45.57
ASHOKAMET.NS,1.03,-2.98,-1.74,10.93,2.77,0.4003,-4.35,5.862,27.3,45.5
ALLDIGI.NS,2.28,1.7,0.44,7.75,1.84,0.3735,1.18,4.826,20.75,45.48
ADL.NS,-3.81,-1.32,-1.46,12.36,-2.35,0.5789,-2.52,6.832,21.35,45.45
VENTIVE.NS,4.32,-3.5,7.45,-1.25,-3.13,0.2909,25.61,2.2300000000000004,-4.3,45.44
WINDLAS.NS,4.73,2.03,-3.85,14.12,8.58,0.3594,-10.71,6.9319999999999995,39.29,45.39
KELLTONTEC.NS,9.45,9.57,11.69,-5.01,-2.24,0.5517,21.19,1.6700000000000004,-9.08,45.39
WENDT.NS,0.68,-3.77,0.46,7.58,0.22,0.3696,1.24,4.732,20.51,45.38
ABMINTLLTD.NS,1.49,5.49,-5.29,19.17,6.78,0.6217,-8.51,9.386000000000001,30.83,45.28
WAAREEENER.NS,5.31,-2.94,-8.12,21.53,13.43,0.4449,-18.25,9.670000000000002,48.39,45.27
IITL.NS,-7.2,-5.14,-7.27,20.89,0.07,0.474,-15.34,9.626000000000001,44.07,45.25
TAJGVK.NS,5.43,7.33,5.51,1.46,-0.08,0.3932,14.01,3.08,3.71,45.25
AIRAN.NS,7.55,0.85,-0.48,11.24,8.03,0.6412,-0.75,6.552,17.53,45.19
TEAMGTY.NS,5.62,4.75,2.65,5.78,2.97,0.5145,5.15,4.5280000000000005,11.23,45.09
HECPROJECT.NS,-0.55,2.18,-6.36,20.67,5.81,0.632,-10.06,9.858,32.71,45.02
PWL.NS,-10.34,-10.61,-6.9,20.44,-3.44,0.5012,-13.77,9.504000000000001,40.78,44.96
HUBTOWN.NS,2.4,-4.95,3.78,4.29,-1.38,0.5586,6.77,4.086,7.68,44.94
BAWEJA.NS,0.47,0.79,0.25,10.65,0.22,0.7904,0.32,6.489999999999999,13.47,44.93
EPACKPEB.NS,-1.18,-5.87,-0.4,10.52,-0.78,0.5916,-0.68,6.151999999999999,17.78,44.88
NIBL.NS,2.59,-2.95,3.83,4.71,-1.24,0.6825,5.61,4.3580000000000005,6.9,44.83
BSL.NS,5.81,2.57,2.59,5.02,3.22,0.4399,5.89,4.048,11.41,44.75
FINPIPE.NS,2.42,2.13,4.43,1.75,-2.01,0.317,13.97,2.822,5.52,44.69
FEDERALBNK.NS,2.63,0.59,2.41,3.72,0.22,0.2841,8.48,3.196,13.09,44.66
RSYSTEMS.NS,5.82,-8.62,3.33,4.63,2.49,0.5373,6.2,4.11,8.62,44.65
ARVEE.NS,0.65,-0.34,-0.28,11.36,0.93,0.8256,-0.34,6.704,13.76,44.61
INDOCO.NS,9.1,-3.33,-1.43,10.61,10.53,0.4838,-2.96,5.794,21.93,44.44
INSPIRE.NS,-2.23,-3.83,9.66,-3.23,-11.89,0.7376,13.1,1.9260000000000004,-4.38,44.42
MEDIASSIST.NS,1.94,-3.95,2.28,5.2,-0.34,0.4484,5.08,4.032,11.6,44.41
ECAPINSURE.NS,-2.82,-3.3,-0.07,5.46,-2.75,0.2153,-0.33,3.2479999999999998,25.36,44.39
GROBTEA.NS,2.27,1.39,3.61,2.34,-1.34,0.3021,11.95,2.848,7.75,44.37
KARURVYSYA.NS,2.56,-0.0,9.35,-3.81,-6.79,0.3997,23.39,1.4540000000000002,-9.53,44.33
SHAH.NS,-3.65,-12.33,0.24,7.22,-3.89,0.3719,0.65,4.428,19.41,44.28
GODREJPROP.NS,-0.72,-3.09,1.09,6.2,-1.81,0.3989,2.73,4.156,15.54,44.27
MEDICAMEQ.NS,2.74,-5.5,9.13,-3.28,-6.39,0.4514,20.23,1.6840000000000008,-7.27,44.27
EIEL.NS,-10.14,-14.8,-10.37,24.91,0.23,0.5782,-17.93,10.798,43.08,44.08
JAKHARIA.NS,1.44,3.39,3.48,9.04,-2.04,0.0,0.0,6.816,0.0,44.03
MINDPOOL.NS,1.44,3.39,3.48,9.04,-2.04,0.0,0.0,6.816,0.0,44.03
WAAREERTL.NS,1.59,-2.9,-9.81,21.99,11.4,0.4038,-24.29,9.27,54.46,44.01
INFY.NS,12.14,10.33,0.7,5.6,11.44,0.3091,2.26,3.6399999999999997,18.12,43.94
ZEEMEDIA.NS,3.86,1.79,3.83,2.92,0.03,0.4854,7.89,3.284,6.02,43.91
NECCLTD.NS,-0.61,-5.98,-4.56,15.01,3.95,0.491,-9.29,7.182,30.57,43.81
SHAHALLOYS.NS,1.02,-4.06,-3.13,12.32,4.15,0.453,-6.91,6.14,27.2,43.75
WANBURY.NS,-6.69,1.9,3.26,4.38,-9.95,0.614,5.31,3.9319999999999995,7.13,43.74
ETHOSLTD.NS,-0.35,1.63,2.28,4.21,-2.63,0.3883,5.87,3.4379999999999997,10.84,43.65
PFS.NS,2.83,-0.84,-0.0,7.35,2.83,0.4019,-0.0,4.409999999999999,18.29,43.63
LYPSAGEMS.NS,3.99,-1.63,2.14,5.19,1.85,0.4939,4.33,3.9700000000000006,10.51,43.6
PRECISION.NS,4.59,7.27,13.76,-9.5,-9.17,0.5031,27.35,-0.19599999999999973,-18.88,43.59
DUCON.NS,-0.54,4.5,-1.18,10.81,0.64,0.6613,-1.78,6.013999999999999,16.35,43.58
RIIL.NS,0.27,-2.79,-3.93,13.38,4.2,0.439,-8.95,6.456,30.48,43.55
ARCHIDPLY.NS,-2.53,-11.75,3.87,2.65,-6.4,0.4853,7.97,3.138,5.46,43.55
MADHAV.NS,3.7,-1.61,3.53,3.11,0.17,0.5081,6.95,3.2779999999999996,6.12,43.47
DCI.NS,-0.01,3.12,-8.33,21.0,8.32,0.5228,-15.93,9.267999999999999,40.17,43.45
VHLTD.NS,1.62,1.98,4.2,1.14,-2.58,0.3153,13.32,2.364,3.62,43.44
ORIENTCER.NS,1.93,-0.94,-2.75,12.27,4.68,0.5405,-5.09,6.261999999999999,22.7,43.4
TNTELE.NS,6.79,1.72,-6.39,17.94,13.18,0.5087,-12.56,8.208000000000002,35.27,43.39
WAAREEINDO.NS,7.84,0.2,-15.54,29.61,23.38,0.5656,-27.48,11.549999999999997,52.35,43.35
STEL.NS,4.93,1.97,3.03,4.19,1.9,0.5954,5.09,3.726,7.04,43.3
MONTECARLO.NS,1.97,-4.39,0.66,5.71,1.31,0.3562,1.85,3.6899999999999995,16.03,43.29
SALZERELEC.NS,-0.57,-16.98,3.55,2.92,-4.12,0.4948,7.17,3.1719999999999997,5.9,43.28
ALLTIME.NS,-5.32,-14.93,5.46,0.6,-10.78,0.5213,10.47,2.544,1.15,43.25
STARCEMENT.NS,-0.38,-5.74,-0.98,6.27,0.6,0.2381,-4.12,3.3699999999999997,26.33,43.24
CONSUMER.NS,0.17,-0.28,0.96,3.82,-0.79,0.2207,4.35,2.6759999999999997,17.31,43.19
360ONE.NS,-3.72,-2.27,0.7,5.03,-4.42,0.3023,2.32,3.298,16.64,43.17
LUPIN.NS,0.4,0.88,0.04,4.52,0.36,0.2015,0.2,2.7279999999999998,22.43,43.0
LOTUSEYE.NS,2.11,-2.0,1.19,5.87,0.92,0.5041,2.36,3.9979999999999998,11.64,42.98
ADVANIHOTR.NS,2.35,0.71,0.92,4.83,1.43,0.3282,2.8,3.266,14.72,42.97
ENIL.NS,0.6,-10.47,-2.46,9.36,3.06,0.3259,-7.55,4.632,28.72,42.96
63MOONS.NS,-0.59,-9.25,-2.2,11.2,1.61,0.5615,-3.92,5.84,19.95,42.94
GPIL.NS,0.98,-2.64,-4.53,13.37,5.51,0.3917,-11.56,6.209999999999998,34.13,42.93
ROXHITECH.NS,11.4,12.02,-6.66,18.49,18.06,0.572,-11.64,8.43,32.33,42.91
SHAREINDIA.NS,0.22,-3.93,-3.15,11.71,3.37,0.4592,-6.86,5.766000000000001,25.5,42.86
JKPAPER.NS,-5.96,-6.46,-0.08,6.96,-5.88,0.4162,-0.19,4.144,16.72,42.85
TVSSCS.NS,-4.33,-3.81,1.24,5.33,-5.57,0.4513,2.75,3.694,11.81,42.85
MANBA.NS,7.44,-0.43,4.7,0.19,2.74,0.3106,15.13,1.9940000000000002,0.61,42.76
MASTERTR.NS,-7.11,-6.56,7.21,-1.76,-14.32,0.6369,11.32,1.8280000000000003,-2.76,42.75
TICL.NS,2.97,6.64,11.21,-7.28,-8.24,0.5092,22.01,0.11600000000000055,-14.3,42.71
SHREECEM.NS,0.51,0.2,2.12,2.4,-1.61,0.234,9.06,2.2880000000000003,10.26,42.66
BHARATSE.NS,-0.8,-9.23,3.37,3.16,-4.17,0.6051,5.57,3.2439999999999998,5.22,42.65
RAJRATAN.NS,0.47,-1.44,0.36,6.91,0.11,0.5147,0.7,4.29,13.43,42.64
TRAVELFOOD.NS,10.33,4.48,-1.7,7.95,12.03,0.3168,-5.37,4.09,25.09,42.61
AHLUCONT.NS,-0.13,-2.96,-2.04,9.32,1.91,0.3987,-5.12,4.776,23.38,42.59
PPAP.NS,1.03,-11.62,2.27,4.07,-1.24,0.4824,4.71,3.35,8.44,42.58
PCBL.NS,0.71,-0.16,5.22,0.35,-4.51,0.5445,9.59,2.298,0.64,42.56
DODLA.NS,2.81,-0.07,4.19,0.71,-1.38,0.3473,12.06,2.1020000000000003,2.04,42.54
GICHSGFIN.NS,0.64,-0.84,1.01,3.82,-0.37,0.2606,3.88,2.6959999999999997,14.66,42.44
MMTC.NS,1.28,-2.4,-2.56,11.34,3.84,0.5609,-4.56,5.779999999999999,20.22,42.39
ENTERO.NS,-13.85,-6.58,-7.83,18.02,-6.02,0.4189,-18.69,7.68,43.02,42.38
ASALCBR.NS,-3.04,-4.51,-3.61,11.59,0.57,0.4072,-8.87,5.51,28.46,42.35
MSCIINDIA.NS,0.42,-0.14,1.63,2.54,-1.21,0.2248,7.25,2.176,11.3,42.27
ALLCARGO.NS,2.15,-7.81,-3.95,12.48,6.1,0.4547,-8.69,5.9079999999999995,27.45,42.24
TENNIND.NS,-5.08,-8.52,0.43,5.69,-5.51,0.4193,1.03,3.5860000000000003,13.57,42.16
TBOTEK.NS,3.66,4.79,-1.33,7.67,4.99,0.3637,-3.66,4.069999999999999,21.09,42.15
DLF.NS,1.31,0.75,1.06,4.12,0.25,0.3233,3.28,2.896,12.74,42.06
CREATIVEYE.NS,-1.86,-2.46,-1.39,9.68,-0.47,0.6009,-2.31,5.252,16.11,42.05
SHEMAROO.NS,0.2,1.68,-0.18,7.23,0.38,0.5229,-0.34,4.266,13.83,42.04
HARRMALAYA.NS,-5.37,-10.19,-2.59,9.78,-2.78,0.4013,-6.45,4.831999999999999,24.37,41.99
SUMEETINDS.NS,-1.58,-3.05,-3.77,12.2,2.19,0.4858,-7.76,5.811999999999999,25.11,41.95
PLATIND.NS,-2.09,-16.37,1.01,5.1,-3.1,0.4711,2.14,3.4639999999999995,10.83,41.85
SHRINGARMS.NS,-0.65,0.92,7.91,-3.89,-8.56,0.5134,15.41,0.8300000000000001,-7.58,41.8
TIRUPATI.NS,0.51,7.75,7.93,-4.19,-7.42,0.3742,21.19,0.6579999999999999,-11.2,41.79
ERIS.NS,3.47,0.83,-1.82,8.02,5.29,0.3657,-4.98,4.084,21.93,41.74
NATCAPSUQ.NS,3.52,-3.17,-2.05,9.09,5.57,0.4425,-4.63,4.6339999999999995,20.54,41.73
CAMLINFINE.NS,-0.94,-4.72,15.79,-13.88,-16.73,0.633,24.94,-2.0119999999999996,-21.93,41.72
MPTODAY.NS,1.44,2.45,-0.4,5.18,1.84,0.2656,-1.51,2.9479999999999995,19.5,41.64
ATLASCYCLE.NS,1.4,-0.39,-6.18,15.83,7.58,0.5454,-11.33,7.026,29.02,41.59
BROOKS.NS,20.01,41.37,1.52,5.69,18.49,0.8533,1.78,4.022,6.67,41.57
ORISSAMINE.NS,1.79,-4.11,0.49,5.45,1.3,0.4658,1.05,3.466,11.7,41.54
KAUSHALYA.NS,1.15,1.41,13.82,-11.66,-12.67,0.6279,22.01,-1.467999999999999,-18.57,41.53
COMPUSOFT.NS,6.58,-0.33,0.85,5.0,5.73,0.4646,1.83,3.34,10.76,41.53
KAPSTON.NS,1.15,1.41,13.82,-11.66,-12.67,0.6279,22.01,-1.467999999999999,-18.57,41.53
ARSSBL.NS,1.04,-6.71,-4.21,12.3,5.25,0.4608,-9.14,5.696,26.69,41.5
JAYSREETEA.NS,1.05,-10.01,-2.89,9.48,3.94,0.3728,-7.75,4.532,25.43,41.46
KKVAPOW.NS,1.44,-1.58,3.31,0.51,-1.87,0.238,13.91,1.6300000000000001,2.14,41.4
BHARTIARTL.NS,-1.8,3.68,1.02,2.65,-2.82,0.2107,4.84,1.9979999999999998,12.58,41.39
HTMEDIA.NS,3.15,1.17,-2.22,9.02,5.37,0.4297,-5.17,4.524,20.99,41.39
DEVYANI.NS,-0.58,-1.48,8.55,-5.16,-9.13,0.4487,19.06,0.3240000000000003,-11.5,41.38
NFL.NS,-0.66,-0.34,0.84,4.38,-1.5,0.3884,2.16,2.9639999999999995,11.28,41.36
ONDOOR.NS,-4.93,-6.29,-3.78,13.01,-1.15,0.6548,-5.77,6.293999999999999,19.87,41.36
HIKAL.NS,-9.5,-8.32,2.3,3.2,-11.8,0.5212,4.41,2.84,6.14,41.24
SANATHAN.NS,3.57,-6.44,-1.12,6.85,4.69,0.3729,-3.0,3.6619999999999995,18.37,41.24
WILLAMAGOR.NS,0.91,-1.99,0.32,5.61,0.59,0.4757,0.67,3.494,11.79,41.23
LANCORHOL.NS,3.9,2.8,-2.16,8.86,6.06,0.4438,-4.87,4.452,19.96,41.15
STANLEY.NS,-7.76,-9.05,6.33,-2.43,-14.09,0.5532,11.44,1.074,-4.39,41.12
EIFFL.NS,-0.77,-3.79,-0.68,6.98,-0.09,0.5084,-1.34,3.9159999999999995,13.73,41.03
HGINFRA.NS,-3.28,-8.24,-4.85,13.04,1.57,0.4858,-9.98,5.883999999999999,26.84,41.02
SICALLOG.NS,2.97,-0.26,-1.92,8.31,4.89,0.4457,-4.31,4.218,18.64,40.98
CINEVISTA.NS,-3.72,-0.07,0.75,4.9,-4.47,0.5052,1.48,3.24,9.7,40.9
RANASUG.NS,-0.21,-10.21,-10.31,18.96,10.1,0.3941,-26.16,7.251999999999999,48.11,40.87
BAJAJHLDNG.NS,-1.73,-0.58,2.35,1.42,-4.08,0.2646,8.88,1.792,5.37,40.83
TTML.NS,2.17,0.97,-2.85,10.32,5.02,0.5089,-5.6,5.052,20.28,40.81
LODHA.NS,0.95,-2.56,6.32,-2.94,-5.37,0.4083,15.48,0.7640000000000005,-7.2,40.79
MICROPRO.NS,0.68,2.11,-1.24,8.49,1.92,0.6764,-1.83,4.598000000000001,12.55,40.71
PVP.NS,15.1,-0.88,-6.25,15.43,21.35,0.5924,-10.55,6.757999999999999,26.05,40.66
NAUKRI.NS,10.11,6.55,-0.69,5.16,10.8,0.2849,-2.42,2.8200000000000003,18.11,40.65
PENIND.NS,7.71,-3.62,-5.87,14.19,13.58,0.5027,-11.68,6.165999999999999,28.23,40.61
AWFIS.NS,-8.78,-16.13,-8.01,17.86,-0.77,0.5798,-13.82,7.511999999999999,30.8,40.54
BALAJEE.NS,-1.83,-8.2,-7.06,16.02,5.23,0.4955,-14.25,6.788,32.33,40.54
JIWANRAM.NS,-5.81,-9.64,-3.91,12.28,-1.9,0.6122,-6.39,5.803999999999999,20.06,40.53
HRHNEXT.NS,0.17,-6.01,-8.79,18.99,8.96,0.585,-15.03,7.877999999999998,32.46,40.52
BLAL.NS,-0.32,-6.66,-1.04,5.77,0.72,0.3154,-3.3,3.046,18.29,40.52
UMIYA-MRO.NS,2.82,-3.74,0.08,5.32,2.74,0.4643,0.17,3.224,11.46,40.48
RAJMET.NS,2.17,-1.78,-2.24,8.73,4.41,0.4872,-4.6,4.3420000000000005,17.92,40.48
DOLLEX.NS,0.48,3.56,5.32,-1.88,-4.84,0.4635,11.48,1.0000000000000002,-4.06,40.47
INDOWIND.NS,0.07,-4.92,-4.88,13.26,4.95,0.5772,-8.45,6.004,22.97,40.47
LUMAXTECH.NS,11.38,3.0,0.05,5.65,11.33,0.5191,0.1,3.41,10.88,40.45
KROSS.NS,1.0,-14.04,1.65,3.59,-0.65,0.5544,2.98,2.814,6.48,40.44
TATAINVEST.NS,0.63,-3.0,-2.88,8.63,3.51,0.3558,-8.09,4.026,24.26,40.44
ENGINERSIN.NS,1.27,-7.64,-2.98,10.19,4.25,0.5186,-5.75,4.922,19.65,40.37
RADAAN.NS,7.37,3.68,-2.71,9.61,10.08,0.4988,-5.43,4.681999999999999,19.27,40.33
GANDHITUBE.NS,-9.49,-1.2,0.7,4.36,-10.19,0.4684,1.49,2.896,9.31,40.29
GANESHCP.NS,-9.49,-1.2,0.7,4.36,-10.19,0.4684,1.49,2.896,9.31,40.29
PRSMJOHNSN.NS,5.97,-3.3,0.77,3.75,5.2,0.3871,1.99,2.558,9.69,40.24
TEXRAIL.NS,-7.29,-6.97,0.4,5.06,-7.69,0.5466,0.73,3.1959999999999997,9.26,40.23
LEMONTREE.NS,-3.0,-3.1,0.2,4.4,-3.2,0.355,0.56,2.72,12.39,40.21
ENERGYDEV.NS,-0.01,-2.29,-1.85,6.97,1.84,0.351,-5.27,3.4419999999999993,19.86,40.19
SIGNATURE.NS,0.24,-1.62,-5.2,12.65,5.44,0.4475,-11.62,5.51,28.27,40.19
SIGIND.NS,0.24,-1.62,-5.2,12.65,5.44,0.4475,-11.62,5.51,28.27,40.19
GRMOVER.NS,1.39,0.5,-0.03,4.01,1.42,0.292,-0.1,2.3939999999999997,13.73,40.15
HINDPETRO.NS,-2.05,3.63,7.96,-5.66,-10.01,0.4185,19.02,-0.21199999999999974,-13.52,40.12
MURUDCERA.NS,-3.07,-3.19,-0.44,5.04,-2.63,0.3515,-1.25,2.848,14.34,40.11
TARIL.NS,0.8,-0.02,-0.48,6.93,1.28,0.6673,-0.72,3.9659999999999993,10.39,40.09
MOKSH.NS,1.33,-8.47,2.68,1.57,-1.35,0.4822,5.56,2.0140000000000002,3.26,40.09
THOMASCOTT.NS,12.7,-3.12,5.8,-2.57,6.9,0.6597,8.79,0.778,-3.9,40.04
ACE.NS,0.98,-3.85,-1.19,5.89,2.17,0.3562,-3.34,3.058,16.54,39.9
MAHSCOOTER.NS,4.65,3.61,0.79,3.08,3.86,0.34,2.32,2.1639999999999997,9.06,39.8
IREDA.NS,-2.41,-3.96,-3.51,9.12,1.1,0.3649,-9.62,4.068,24.99,39.73
MASFIN.NS,3.81,-9.6,1.25,2.36,2.56,0.3312,3.77,1.916,7.13,39.57
BVCL.NS,0.54,-2.68,-1.23,6.86,1.77,0.5746,-2.14,3.6239999999999997,11.94,39.53
