Symbol,MULTI_FACTOR_SCORE,ENTRY_SCORE,EXPECTED_RETURN_30D,CONVICTION,CONVICTION_SCORE,CONVICTION_RANK
NTPCGREEN,60.83,2.0,8.27,LOW,47.08,1063
BIKAJI,60.41,2.0,8.37,LOW,47.08,1064
EUROPRATIK,60.19,2.0,8.39,LOW,47.03,1065
GKWLIMITED,59.64,2.0,8.51,LOW,47.02,1066
CIPLA,59.53,2.0,8.52,LOW,46.99,1067
NACLIND,60.31,2.0,8.33,LOW,46.98,1068
GAEL,59.65,2.0,8.48,LOW,46.97,1069
HINDWAREAP,42.32,4.0,7.52,LOW,46.96,1070
MCLEODRUSS,33.82,5.0,6.99,LOW,46.94,1071
IRB,60.46,2.0,8.26,LOW,46.92,1072
HUDCO,59.58,2.0,8.46,LOW,46.91,1073
SYLVANPLY,59.66,2.0,8.44,LOW,46.9,1074
DEEPAKNTR,59.28,2.0,8.52,LOW,46.89,1075
PALASHSECU,42.49,4.0,7.44,LOW,46.89,1076
ROCKINGDCE,59.56,2.0,8.45,LOW,46.88,1077
NAHARCAP,59.63,2.0,8.43,LOW,46.87,1078
XCHANGING,60.06,2.0,8.32,LOW,46.86,1079
SAIL,75.14,0.0,9.79,LOW,46.84,1080
MODIRUBBER,59.63,2.0,8.39,LOW,46.81,1081
CEWATER,60.05,2.0,8.29,LOW,46.8,1082
AMANTA,59.88,2.0,8.32,LOW,46.79,1083
MAWANASUG,59.52,2.0,8.4,LOW,46.78,1084
MANAV,41.61,4.0,7.57,LOW,46.76,1085
AARTIIND,59.15,2.0,8.47,LOW,46.75,1086
FLUOROCHEM,59.31,2.0,8.42,LOW,46.73,1087
FINCABLES,59.19,2.0,8.45,LOW,46.73,1088
SIGACHI,59.76,2.0,8.29,LOW,46.69,1089
WAAREERTL,60.14,2.0,8.19,LOW,46.67,1090
SPECIALITY,58.94,2.0,8.47,LOW,46.67,1091
INCREDIBLE,59.52,2.0,8.31,LOW,46.63,1092
CURAA,75.7,0.0,9.52,LOW,46.6,1093
AVADHSUGAR,59.12,2.0,8.39,LOW,46.6,1094
SURAKSHA,59.47,2.0,8.3,LOW,46.59,1095
ARVSMART,59.41,2.0,8.31,LOW,46.58,1096
EXPLEOSOL,75.76,0.0,9.49,LOW,46.57,1097
INDIGOPNTS,58.13,2.0,8.6,LOW,46.57,1098
FACT,59.01,2.0,8.39,LOW,46.56,1099
SOLARWORLD,59.04,2.0,8.36,LOW,46.52,1100
LATTEYS,58.88,2.0,8.4,LOW,46.52,1101
NOCIL,59.0,2.0,8.36,LOW,46.5,1102
SYNGENE,59.14,2.0,8.29,LOW,46.44,1103
SMLT,59.08,2.0,8.29,LOW,46.41,1104
STARPAPER,41.71,4.0,7.32,LOW,46.38,1105
INOXGREEN,58.53,2.0,8.39,LOW,46.37,1106
SHRITECH,57.74,2.0,8.57,LOW,46.36,1107
SCHAEFFLER,41.24,4.0,7.4,LOW,46.32,1108
PRAJIND,58.6,2.0,8.33,LOW,46.29,1109
BHARATGEAR,41.44,4.0,7.33,LOW,46.28,1110
BALMLAWRIE,58.6,2.0,8.31,LOW,46.26,1111
DWARKESH,58.54,2.0,8.31,LOW,46.23,1112
EKC,58.91,2.0,8.21,LOW,46.21,1113
GLFL,57.46,2.0,8.54,LOW,46.2,1114
LUXIND,73.33,0.0,9.83,LOW,46.18,1115
BLKASHYAP,58.47,2.0,8.29,LOW,46.17,1116
RNBDENIMS,57.55,2.0,8.49,LOW,46.15,1117
UPL,49.92,3.0,7.76,LOW,46.13,1118
JIWANRAM,40.91,4.0,7.36,LOW,46.12,1119
AONETMMQ50,58.44,2.0,8.26,LOW,46.11,1120
DMCC,58.42,2.0,8.26,LOW,46.1,1121
LAKPRE,58.16,2.0,8.32,LOW,46.1,1122
GGBL,75.1,0.0,9.36,LOW,46.09,1123
ASKAUTOLTD,58.22,2.0,8.28,LOW,46.05,1124
ZENITHSTL,41.61,4.0,7.15,LOW,46.04,1125
GANECOS,58.44,2.0,8.21,LOW,46.02,1126
VEEDOL,58.36,2.0,8.19,LOW,45.96,1127
MANAKSTEEL,57.7,2.0,8.34,LOW,45.95,1128
FLFL,57.66,2.0,8.35,LOW,45.95,1129
SIDDHIKA,58.31,2.0,8.19,LOW,45.94,1130
PRITIKAUTO,58.21,2.0,8.21,LOW,45.93,1131
REMUS,56.98,2.0,8.5,LOW,45.93,1132
RKFORGE,57.65,2.0,8.33,LOW,45.91,1133
AAREYDRUGS,40.62,4.0,7.3,LOW,45.91,1134
SUYOG,58.0,2.0,8.24,LOW,45.9,1135
ORKLAINDIA,58.28,2.0,8.17,LOW,45.89,1136
SURYALAXMI,57.73,2.0,8.3,LOW,45.89,1137
PARAS,74.11,0.0,9.47,LOW,45.88,1138
BIRDYS,57.78,2.0,8.28,LOW,45.88,1139
ZYDUSLIFE,74.23,0.0,9.44,LOW,45.87,1140
KAMOPAINTS,58.0,2.0,8.2,LOW,45.83,1141
GABRIEL,57.25,2.0,8.37,LOW,45.82,1142
SANDUMA,57.49,2.0,8.31,LOW,45.81,1143
SHANKARA,48.91,3.0,7.81,LOW,45.81,1144
CCL,57.98,2.0,8.19,LOW,45.8,1145
MMP,57.25,2.0,8.35,LOW,45.79,1146
HTMEDIA,40.23,4.0,7.31,LOW,45.77,1147
APTUS,57.06,2.0,8.38,LOW,45.76,1148
VIPULLTD,73.13,0.0,9.62,LOW,45.74,1149
CUMMINSIND,73.87,0.0,9.44,LOW,45.73,1150
SPENCERS,57.31,2.0,8.3,LOW,45.72,1151
GANESHBE,57.31,2.0,8.3,LOW,45.72,1152
MANKIND,57.02,2.0,8.36,LOW,45.71,1153
DHANUKA,56.92,2.0,8.38,LOW,45.71,1154
WIPL,57.91,2.0,8.12,LOW,45.66,1155
UFLEX,48.22,3.0,7.88,LOW,45.65,1156
RUCHIRA,57.29,2.0,8.25,LOW,45.63,1157
GINNIFILA,57.24,2.0,8.26,LOW,45.63,1158
TIIL,57.39,2.0,8.21,LOW,45.6,1159
RPOWER,57.5,2.0,8.17,LOW,45.58,1160
IGARASHI,56.55,2.0,8.38,LOW,45.56,1161
AVL,57.46,2.0,8.16,LOW,45.54,1162
RATNAMANI,57.06,2.0,8.25,LOW,45.54,1163
AURIONPRO,65.65,1.0,8.72,LOW,45.49,1164
TCL,56.77,2.0,8.27,LOW,45.46,1165
UTTAMSUGAR,56.7,2.0,8.29,LOW,45.46,1166
INDIAGLYCO,56.88,2.0,8.21,LOW,45.4,1167
SUDARCOLOR,56.83,2.0,8.21,LOW,45.38,1168
KIMS,56.26,2.0,8.31,LOW,45.32,1169
ISHANCH,39.69,4.0,7.17,LOW,45.31,1170
JTLIND,56.58,2.0,8.21,LOW,45.28,1171
QMSMEDI,56.11,2.0,8.32,LOW,45.28,1172
RKDL,56.72,2.0,8.15,LOW,45.23,1173
SERVICE,39.4,4.0,7.19,LOW,45.23,1174
ZUARIIND,72.82,0.0,9.38,LOW,45.21,1175
HAPPSTMNDS,65.53,1.0,8.58,LOW,45.21,1176
VIKRAN,56.67,2.0,8.15,LOW,45.21,1177
ROLEXRINGS,56.39,2.0,8.2,LOW,45.18,1178
JETFREIGHT,72.17,0.0,9.5,LOW,45.15,1179
ESAFSFB,54.84,2.0,8.53,LOW,45.13,1180
PVSL,56.16,2.0,8.21,LOW,45.11,1181
PCBL,38.77,4.0,7.27,LOW,45.11,1182
KOLTEPATIL,56.18,2.0,8.2,LOW,45.1,1183
AMAGI,72.17,0.0,9.45,LOW,45.07,1184
ALBERTDAVD,56.43,2.0,8.09,LOW,45.01,1185
ARE&M,55.45,2.0,8.32,LOW,45.01,1186
ELGIRUBCO,56.06,2.0,8.16,LOW,44.98,1187
TORNTPHARM,55.9,2.0,8.19,LOW,44.97,1188
MARICO,55.6,2.0,8.26,LOW,44.97,1189
FIDEL,71.68,0.0,9.5,LOW,44.96,1190
OSWALPUMPS,56.97,2.0,7.93,LOW,44.95,1191
RCF,38.58,4.0,7.22,LOW,44.95,1192
ZODIAC,55.4,2.0,8.27,LOW,44.91,1193
MAHSEAMLES,56.03,2.0,8.11,LOW,44.89,1194
SADBHAV,30.32,5.0,6.6,LOW,44.87,1195
NESCO,56.1,2.0,8.07,LOW,44.85,1196
CHEVIOT,55.73,2.0,8.16,LOW,44.85,1197
TIGERLOGS,55.56,2.0,8.17,LOW,44.8,1198
CHALET,46.95,3.0,7.67,LOW,44.79,1199
EMULTIMQ,55.7,2.0,8.12,LOW,44.77,1200
MUTHOOTMF,55.45,2.0,8.17,LOW,44.76,1201
AMDIND,71.9,0.0,9.33,LOW,44.75,1202
ZUARI,71.84,0.0,9.34,LOW,44.75,1203
CREDITACC,55.11,2.0,8.22,LOW,44.71,1204
HGS,55.58,2.0,8.1,LOW,44.69,1205
SCI,55.28,2.0,8.17,LOW,44.69,1206
OPTIEMUS,55.63,2.0,8.08,LOW,44.67,1207
GODFRYPHLP,55.17,2.0,8.18,LOW,44.66,1208
JYOTISTRUC,38.24,4.0,7.13,LOW,44.66,1209
AAKASH,71.6,0.0,9.34,LOW,44.65,1210
DIGIDRIVE,72.05,0.0,9.23,LOW,44.64,1211
ASTRAZEN,55.43,2.0,8.1,LOW,44.63,1212
TRAVELFOOD,46.87,3.0,7.58,LOW,44.6,1213
ISFT,71.51,0.0,9.32,LOW,44.58,1214
WINDMACHIN,55.53,2.0,8.05,LOW,44.58,1215
BEML,55.49,2.0,8.06,LOW,44.58,1216
UFO,54.96,2.0,8.18,LOW,44.58,1217
EIEL,55.54,2.0,8.04,LOW,44.57,1218
HECPROJECT,55.47,2.0,8.05,LOW,44.56,1219
CPS,46.46,3.0,7.65,LOW,44.56,1220
TIMKEN,55.31,2.0,8.08,LOW,44.55,1221
TATACHEM,54.9,2.0,8.17,LOW,44.54,1222
SUPRIYA,29.27,5.0,6.65,LOW,44.54,1223
COSMOFIRST,54.23,2.0,8.31,LOW,44.51,1224
COMPINFO,54.59,2.0,8.22,LOW,44.5,1225
GEMAROMA,70.19,0.0,9.57,LOW,44.48,1226
3MINDIA,46.22,3.0,7.66,LOW,44.48,1227
CROMPTON,54.59,2.0,8.2,LOW,44.46,1228
SIMPLEXINF,71.39,0.0,9.27,LOW,44.45,1229
GOKUL,54.69,2.0,8.17,LOW,44.45,1230
YASHOPTICS,71.16,0.0,9.31,LOW,44.42,1231
AKSHAR,54.79,2.0,8.13,LOW,44.42,1232
ABBOTINDIA,54.92,2.0,8.09,LOW,44.41,1233
ABGSEC,55.11,2.0,8.03,LOW,44.38,1234
MILTON,70.88,0.0,9.33,LOW,44.35,1235
SUPREMEINF,54.08,2.0,8.25,LOW,44.35,1236
INSPIRE,37.02,4.0,7.23,LOW,44.35,1237
ONWARDTEC,54.57,2.0,8.12,LOW,44.32,1238
KSCL,54.77,2.0,8.07,LOW,44.31,1239
BHARATCOAL,71.36,0.0,9.19,LOW,44.3,1240
NRAIL,55.07,2.0,7.99,LOW,44.3,1241
ATLANTAA,54.94,2.0,8.01,LOW,44.28,1242
UMESLTD,70.82,0.0,9.28,LOW,44.24,1243
SUNDROP,54.34,2.0,8.11,LOW,44.21,1244
BABAFP,37.35,4.0,7.07,LOW,44.2,1245
VASWANI,28.9,5.0,6.53,LOW,44.18,1246
JWL,54.63,2.0,8.02,LOW,44.17,1247
DRREDDY,54.33,2.0,8.08,LOW,44.15,1248
RELCHEMQ,54.36,2.0,8.06,LOW,44.13,1249
GTL,54.32,2.0,8.07,LOW,44.13,1250
BIRLAMONEY,54.34,2.0,8.05,LOW,44.11,1251
MUNJALAU,53.65,2.0,8.2,LOW,44.09,1252
PICCADIL,54.16,2.0,8.06,LOW,44.05,1253
BUILDPRO,70.85,0.0,9.15,LOW,44.03,1254
MAMATA,54.45,2.0,7.96,LOW,44.0,1255
PASHUPATI,27.92,5.0,6.65,LOW,44.0,1256
CHOLAFIN,70.14,0.0,9.26,LOW,43.93,1257
GATECHDVR,53.46,2.0,8.12,LOW,43.88,1258
VISAKAIND,70.24,0.0,9.2,LOW,43.87,1259
JAICORPLTD,54.05,2.0,7.98,LOW,43.87,1260
KSR,53.57,2.0,8.06,LOW,43.82,1261
CAPITALSFB,53.27,2.0,8.13,LOW,43.82,1262
ABMINTLLTD,53.8,2.0,7.98,LOW,43.77,1263
ZYDUSWELL,69.71,0.0,9.25,LOW,43.74,1264
GENESYS,45.31,3.0,7.43,LOW,43.72,1265
CHEMFAB,53.54,2.0,8.0,LOW,43.7,1266
MOIPO,53.59,2.0,7.96,LOW,43.65,1267
WENDT,53.69,2.0,7.9,LOW,43.59,1268
KEL,52.99,2.0,8.05,LOW,43.57,1269
STYL,69.63,0.0,9.16,LOW,43.55,1270
VHL,52.9,2.0,8.06,LOW,43.55,1271
FINEORG,36.11,4.0,6.98,LOW,43.55,1272
SHRINGARMS,35.51,4.0,7.12,LOW,43.55,1273
GFLLIMITED,52.75,2.0,8.07,LOW,43.51,1274
QUADPRO,34.74,4.0,7.27,LOW,43.5,1275
SPIC,35.64,4.0,7.04,LOW,43.47,1276
MALUPAPER,53.26,2.0,7.91,LOW,43.44,1277
TCS,53.68,2.0,7.79,LOW,43.4,1278
TATACONSUM,52.43,2.0,8.06,LOW,43.36,1279
RITEZONE,51.64,2.0,8.23,LOW,43.34,1280
MEDIASSIST,52.98,2.0,7.88,LOW,43.27,1281
NXST,52.83,2.0,7.91,LOW,43.26,1282
FAIRCHEMOR,52.23,2.0,8.04,LOW,43.25,1283
DREDGECORP,27.16,5.0,6.36,LOW,43.2,1284
ANIKINDS,52.16,2.0,7.99,LOW,43.13,1285
MONEYBOXX,52.1,2.0,8.0,LOW,43.13,1286
GRAPHITE,51.95,2.0,8.04,LOW,43.13,1287
ASHOKA,68.79,0.0,9.09,LOW,43.1,1288
SBFC,34.79,4.0,7.02,LOW,43.09,1289
TATSILV,51.75,2.0,8.05,LOW,43.07,1290
GRAVITA,52.43,2.0,7.88,LOW,43.05,1291
GOPAL,51.83,2.0,8.02,LOW,43.05,1292
CMRSL,51.9,2.0,7.99,LOW,43.03,1293
UDS,68.42,0.0,9.11,LOW,42.99,1294
NORBTEAEXP,33.86,4.0,7.16,LOW,42.96,1295
SWASTIK,52.07,2.0,7.83,LOW,42.82,1296
PARAGMILK,68.34,0.0,8.97,LOW,42.71,1297
ALPHA,51.34,2.0,7.92,LOW,42.68,1298
SWARAJENG,51.64,2.0,7.82,LOW,42.63,1299
IPCALAB,51.34,2.0,7.89,LOW,42.63,1300
SAHAJSOLAR,51.17,2.0,7.93,LOW,42.63,1301
SADHAV,34.41,4.0,6.84,LOW,42.63,1302
LANDMARK,25.8,5.0,6.34,LOW,42.62,1303
MOHITIND,51.22,2.0,7.89,LOW,42.59,1304
VADILALIND,67.3,0.0,9.13,LOW,42.57,1305
GRSE,51.03,2.0,7.91,LOW,42.54,1306
NECCLTD,51.29,2.0,7.82,LOW,42.49,1307
SITINET,42.59,3.0,7.35,LOW,42.49,1308
VSCL,43.51,3.0,7.13,LOW,42.48,1309
ELLEN,50.73,2.0,7.94,LOW,42.47,1310
COCHINSHIP,67.84,0.0,8.93,LOW,42.44,1311
PKTEA,50.3,2.0,8.02,LOW,42.44,1312
SKFINDUS,25.49,5.0,6.31,LOW,42.44,1313
MNC,50.76,2.0,7.89,LOW,42.4,1314
BSHSL,50.51,2.0,7.9,LOW,42.32,1315
PRECAM,50.28,2.0,7.92,LOW,42.26,1316
PRAKASH,67.73,0.0,8.83,LOW,42.23,1317
ELECTCAST,50.37,2.0,7.88,LOW,42.23,1318
TBI,42.08,3.0,7.31,LOW,42.22,1319
VHLTD,41.71,3.0,7.38,LOW,42.19,1320
ENTERO,50.67,2.0,7.78,LOW,42.18,1321
IIFLCAPS,66.59,0.0,9.06,LOW,42.17,1322
AJANTPHARM,50.18,2.0,7.89,LOW,42.17,1323
NEPHROCARE,67.52,0.0,8.83,LOW,42.15,1324
RIIL,50.57,2.0,7.78,LOW,42.14,1325
CNL,50.15,2.0,7.88,LOW,42.14,1326
PIXTRANS,67.58,0.0,8.81,LOW,42.13,1327
RAJRATAN,50.62,2.0,7.76,LOW,42.12,1328
NOVARTIND,66.45,0.0,9.05,LOW,42.09,1329
RAILTEL,50.42,2.0,7.79,LOW,42.09,1330
GPIL,50.46,2.0,7.76,LOW,42.06,1331
LOTUSDEV,50.34,2.0,7.79,LOW,42.06,1332
GILLANDERS,50.19,2.0,7.81,LOW,42.04,1333
APEX,49.77,2.0,7.91,LOW,42.04,1334
LTM,50.8,2.0,7.66,LOW,42.02,1335
K2INFRA,50.08,2.0,7.82,LOW,42.01,1336
NIBL,50.15,2.0,7.78,LOW,41.97,1337
KRBL,50.02,2.0,7.81,LOW,41.97,1338
VMSTMT,50.05,2.0,7.79,LOW,41.95,1339
INDOWIND,50.2,2.0,7.74,LOW,41.92,1340
VMM,49.86,2.0,7.8,LOW,41.89,1341
IVC,66.43,0.0,8.92,LOW,41.86,1342
DEVIT,66.62,0.0,8.85,LOW,41.82,1343
KALYANIFRG,49.62,2.0,7.81,LOW,41.81,1344
JSLL,33.07,4.0,6.67,LOW,41.81,1345
TSFINV,49.47,2.0,7.84,LOW,41.8,1346
SUDARSCHEM,49.13,2.0,7.91,LOW,41.78,1347
MAXESTATES,65.56,0.0,9.07,LOW,41.77,1348
NDLVENTURE,23.45,5.0,6.39,LOW,41.76,1349
ARFIN,66.22,0.0,8.89,LOW,41.73,1350
63MOONS,49.64,2.0,7.75,LOW,41.71,1351
SKP,48.91,2.0,7.9,LOW,41.68,1352
ORISSAMINE,49.64,2.0,7.7,LOW,41.63,1353
ADVAIT,66.17,0.0,8.83,LOW,41.61,1354
SIGIND,49.53,2.0,7.69,LOW,41.57,1355
AUBANK,49.23,2.0,7.76,LOW,41.57,1356
DYNAMATECH,48.95,2.0,7.82,LOW,41.56,1357
ATLASCYCLE,49.35,2.0,7.72,LOW,41.55,1358
AAVAS,49.12,2.0,7.75,LOW,41.51,1359
FORTIS,48.94,2.0,7.79,LOW,41.5,1360
AWL,65.72,0.0,8.87,LOW,41.49,1361
SOBHA,48.73,2.0,7.83,LOW,41.49,1362
MCLOUD,49.02,2.0,7.74,LOW,41.45,1363
SHARDAMOTR,64.93,0.0,9.02,LOW,41.43,1364
IITL,48.86,2.0,7.76,LOW,41.42,1365
KALPATARU,48.36,2.0,7.86,LOW,41.39,1366
BHANDARI,48.64,2.0,7.79,LOW,41.38,1367
ATUL,48.71,2.0,7.76,LOW,41.36,1368
REDINGTON,40.47,3.0,7.17,LOW,41.34,1369
STERTOOLS,48.65,2.0,7.75,LOW,41.32,1370
LOYALTEX,47.92,2.0,7.9,LOW,41.28,1371
SILLYMONKS,48.19,2.0,7.83,LOW,41.27,1372
KMSUGAR,48.42,2.0,7.77,LOW,41.26,1373
SHREMINVIT,66.07,0.0,8.64,LOW,41.24,1374
COMPUSOFT,48.83,2.0,7.66,LOW,41.23,1375
HEMIPROP,47.93,2.0,7.87,LOW,41.23,1376
KODYTECH,47.44,2.0,7.98,LOW,41.23,1377
NAUKRI,39.8,3.0,7.26,LOW,41.22,1378
HINDCON,65.83,0.0,8.68,LOW,41.21,1379
EVEREADY,48.12,2.0,7.79,LOW,41.17,1380
ERIS,48.58,2.0,7.65,LOW,41.12,1381
ALPHAGEO,48.55,2.0,7.65,LOW,41.11,1382
SHAHALLOYS,48.39,2.0,7.69,LOW,41.11,1383
PRESTIGE,48.1,2.0,7.76,LOW,41.11,1384
TREL,48.6,2.0,7.63,LOW,41.09,1385
ABCAPITAL,47.83,2.0,7.81,LOW,41.09,1386
ELM250,48.23,2.0,7.68,LOW,41.03,1387
PWL,47.99,2.0,7.73,LOW,41.02,1388
AATMAJ,30.54,4.0,6.78,LOW,40.98,1389
SOMATEX,47.29,2.0,7.86,LOW,40.96,1390
AHLEAST,47.88,2.0,7.71,LOW,40.94,1391
DMART,48.54,2.0,7.55,LOW,40.93,1392
BANG,47.9,2.0,7.7,LOW,40.93,1393
ORIENTCER,47.93,2.0,7.68,LOW,40.91,1394
NAVNETEDUL,30.66,4.0,6.69,LOW,40.88,1395
MANINDS,47.52,2.0,7.75,LOW,40.87,1396
JINDALPOLY,47.43,2.0,7.73,LOW,40.79,1397
CANARYS,22.01,5.0,6.16,LOW,40.79,1398
KALYANI,64.33,0.0,8.77,LOW,40.77,1399
CMNL,47.13,2.0,7.76,LOW,40.73,1400
IFBAGRO,63.34,0.0,8.95,LOW,40.68,1401
HGINFRA,47.54,2.0,7.63,LOW,40.67,1402
ONMOBILE,46.65,2.0,7.82,LOW,40.64,1403
WANBURY,47.33,2.0,7.65,LOW,40.62,1404
DCW,47.23,2.0,7.67,LOW,40.61,1405
ASHOKAMET,47.28,2.0,7.65,LOW,40.6,1406
BIRLACORPN,47.25,2.0,7.66,LOW,40.6,1407
KAJARIACER,64.47,0.0,8.62,LOW,40.57,1408
ARMANFIN,46.61,2.0,7.79,LOW,40.57,1409
DOLLEX,38.19,3.0,7.21,LOW,40.49,1410
JAYKAY,63.73,0.0,8.74,LOW,40.47,1411
KIRLOSBROS,47.31,2.0,7.57,LOW,40.47,1412
LINDEINDIA,46.84,2.0,7.68,LOW,40.47,1413
VIVIDHA,38.26,3.0,7.16,LOW,40.44,1414
MATRIMONY,46.7,2.0,7.68,LOW,40.42,1415
SWSOLAR,47.29,2.0,7.54,LOW,40.41,1416
NFL,47.11,2.0,7.58,LOW,40.41,1417
PLATIND,46.96,2.0,7.59,LOW,40.37,1418
GODREJPROP,46.83,2.0,7.61,LOW,40.35,1419
FOSECOIND,46.23,2.0,7.75,LOW,40.35,1420
GPTINFRA,46.67,2.0,7.63,LOW,40.32,1421
NAZARA,46.37,2.0,7.69,LOW,40.3,1422
ORIENTELEC,46.34,2.0,7.65,LOW,40.22,1423
RCDL,45.92,2.0,7.74,LOW,40.21,1424
BLS,38.09,3.0,7.05,LOW,40.18,1425
NATCOPHARM,29.69,4.0,6.51,LOW,40.18,1426
SALZERELEC,46.42,2.0,7.59,LOW,40.15,1427
LICHSGFIN,46.27,2.0,7.62,LOW,40.14,1428
FINPIPE,46.38,2.0,7.59,LOW,40.13,1429
PDMJEPAPER,28.67,4.0,6.69,LOW,40.08,1430
MUNJALSHOW,45.92,2.0,7.64,LOW,40.04,1431
UMA,62.75,0.0,8.71,LOW,40.03,1432
GMRP&UI,46.34,2.0,7.53,LOW,40.02,1433
AURIGROW,63.13,0.0,8.61,LOW,40.01,1434
SHEKHAWATI,62.94,0.0,8.65,LOW,40.0,1435
ENGINERSIN,46.14,2.0,7.56,LOW,39.99,1436
IPL,45.64,2.0,7.64,LOW,39.92,1437
MOREALTY,45.86,2.0,7.56,LOW,39.88,1438
GOODLUCK,62.38,0.0,8.69,LOW,39.85,1439
UGARSUGAR,62.83,0.0,8.57,LOW,39.82,1440
ZENSARTECH,38.07,3.0,6.84,LOW,39.81,1441
FROG,45.01,2.0,7.69,LOW,39.76,1442
MOREPENLAB,62.48,0.0,8.6,LOW,39.73,1443
PRIVISCL,62.45,0.0,8.58,LOW,39.69,1444
WAAREEENER,63.37,0.0,8.36,LOW,39.68,1445
SUNDRMFAST,45.14,2.0,7.6,LOW,39.66,1446
AMBEY,62.45,0.0,8.56,LOW,39.65,1447
SAROJA,45.2,2.0,7.57,LOW,39.63,1448
ANURAS,62.4,0.0,8.55,LOW,39.62,1449
GLENMARK,45.15,2.0,7.57,LOW,39.61,1450
SHREECEM,45.38,2.0,7.51,LOW,39.6,1451
PIGL,28.84,4.0,6.35,LOW,39.56,1452
ARVEE,44.93,2.0,7.59,LOW,39.55,1453
SADBHIN,36.95,3.0,6.95,LOW,39.55,1454
KANPRPLA,44.68,2.0,7.63,LOW,39.52,1455
ROML,27.69,4.0,6.59,LOW,39.52,1456
GRPLTD,45.19,2.0,7.46,LOW,39.44,1457
TEXRAIL,45.04,2.0,7.5,LOW,39.44,1458
HIKAL,44.85,2.0,7.51,LOW,39.39,1459
SEPC,27.52,4.0,6.55,LOW,39.38,1460
VENKEYS,44.83,2.0,7.48,LOW,39.33,1461
FIVESTAR,44.43,2.0,7.55,LOW,39.29,1462
TARACHAND,45.04,2.0,7.39,LOW,39.26,1463
LINCOLN,44.13,2.0,7.6,LOW,39.25,1464
PHOENIXLTD,44.18,2.0,7.55,LOW,39.19,1465
STYLEBAAZA,43.98,2.0,7.6,LOW,39.19,1466
KOTHARIPET,44.68,2.0,7.43,LOW,39.18,1467
ENERGYDEV,44.41,2.0,7.46,LOW,39.12,1468
KROSS,44.36,2.0,7.47,LOW,39.12,1469
TENNIND,44.27,2.0,7.48,LOW,39.1,1470
SHIVAUM,60.96,0.0,8.52,LOW,38.99,1471
CARERATING,43.7,2.0,7.52,LOW,38.94,1472
ASIANENE,19.55,5.0,5.64,LOW,38.92,1473
SANGANI,60.52,0.0,8.57,LOW,38.9,1474
LINC,43.94,2.0,7.43,LOW,38.88,1475
CONSUMER,43.88,2.0,7.44,LOW,38.88,1476
ATULAUTO,43.42,2.0,7.52,LOW,38.83,1477
IRBINVIT,61.17,0.0,8.37,LOW,38.82,1478
HITECH,43.75,2.0,7.43,LOW,38.81,1479
KRIDHANINF,42.48,2.0,7.72,LOW,38.8,1480
ORIENTLTD,43.79,2.0,7.4,LOW,38.77,1481
GANDHITUBE,43.61,2.0,7.43,LOW,38.75,1482
ACCELYA,43.59,2.0,7.41,LOW,38.71,1483
NAVKARCORP,44.11,2.0,7.26,LOW,38.66,1484
MAHSCOOTER,43.47,2.0,7.41,LOW,38.66,1485
KRYSTAL,43.45,2.0,7.4,LOW,38.64,1486
VOLTAMP,43.74,2.0,7.33,LOW,38.63,1487
BHARATSE,43.13,2.0,7.45,LOW,38.59,1488
KABRAEXTRU,26.01,4.0,6.44,LOW,38.59,1489
LT,43.39,2.0,7.37,LOW,38.56,1490
INFOBEAN,35.32,3.0,6.75,LOW,38.56,1491
VIPIND,34.66,3.0,6.9,LOW,38.55,1492
KARMAENG,43.59,2.0,7.31,LOW,38.54,1493
GREENLAM,42.47,2.0,7.54,LOW,38.49,1494
ANSALAPI,41.88,2.0,7.67,LOW,38.47,1495
GROBTEA,42.83,2.0,7.43,LOW,38.44,1496
PILITA,43.09,2.0,7.35,LOW,38.41,1497
LANCORHOL,42.77,2.0,7.42,LOW,38.4,1498
INDIASHLTR,42.63,2.0,7.45,LOW,38.39,1499
JAYSREETEA,42.75,2.0,7.41,LOW,38.37,1500
ADL,42.42,2.0,7.48,LOW,38.36,1501
NAVA,43.44,2.0,7.23,LOW,38.34,1502
HYBRIDFIN,59.58,0.0,8.46,LOW,38.33,1503
ASALCBR,42.58,2.0,7.42,LOW,38.32,1504
UNICHEMLAB,25.48,4.0,6.39,LOW,38.29,1505
DELHIVERY,42.46,2.0,7.36,LOW,38.17,1506
WORTHPERI,59.53,0.0,8.37,LOW,38.16,1507
MHLXMIRU,59.76,0.0,8.31,LOW,38.15,1508
ESCONET,42.32,2.0,7.37,LOW,38.13,1509
DCI,60.12,0.0,8.21,LOW,38.12,1510
FILATEX,59.4,0.0,8.32,LOW,38.02,1511
STARCEMENT,42.03,2.0,7.37,LOW,38.02,1512
360ONE,41.96,2.0,7.38,LOW,38.01,1513
VERA,59.68,0.0,8.24,LOW,38.0,1514
TNTELE,59.88,0.0,8.19,LOW,37.99,1515
EMBDL,40.54,2.0,7.66,LOW,37.92,1516
ARIS,42.03,2.0,7.3,LOW,37.9,1517
INM,41.92,2.0,7.3,LOW,37.85,1518
KNAGRI,41.82,2.0,7.32,LOW,37.85,1519
AVSL,59.13,0.0,8.23,LOW,37.76,1520
ACE,41.52,2.0,7.34,LOW,37.76,1521
FMGOETZE,41.18,2.0,7.42,LOW,37.76,1522
DDEVPLSTIK,41.58,2.0,7.31,LOW,37.73,1523
