Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS
STEELCITY.NS,-1.5,-4.09,-6.54,-4.18,5.04,-23.27
WSI.NS,0.78,-1.9,-6.57,2.9,7.3500000000000005,-14.34
BLS.NS,-2.35,-5.98,-6.58,-1.57,4.23,-12.75
YATRA.NS,0.95,-8.8,-6.59,-12.32,7.54,-9.47
PIGL.NS,3.89,-4.02,-6.6,-1.67,10.49,-12.35
TCS.NS,-1.56,-3.25,-6.62,-4.34,5.0600000000000005,-25.61
SUMEETINDS.NS,-5.26,-5.35,-6.63,34.37,1.37,-13.57
PRUDMOULI.NS,-0.01,-7.84,-6.64,0.22,6.63,-12.12
MUTHOOTFIN.NS,-1.11,-4.76,-6.64,1.5,5.529999999999999,-16.31
DPSCLTD.NS,-5.92,-14.06,-6.66,-2.94,0.7400000000000002,-14.59
APS.NS,-8.24,-7.18,-6.7,6.41,-1.54,-11.69
UNIHEALTH.NS,-8.56,-7.4,-6.7,31.04,-1.8600000000000003,-12.99
JUSTDIAL.NS,3.07,0.84,-6.72,-2.8,9.79,-21.52
NIACL.NS,-2.58,-0.38,-6.72,14.24,4.14,-14.98
BMETRICS.NS,0.94,-4.7,-6.73,5.11,7.67,-13.73
MAHEPC.NS,-1.62,-0.3,-6.73,5.51,5.11,-15.17
MBLINFRA.NS,1.14,-4.22,-6.74,-0.81,7.88,-10.73
CELLO.NS,1.13,-5.86,-6.74,-2.13,7.87,-21.98
GLOBECIVIL.NS,-3.39,-10.2,-6.74,-11.84,3.35,-12.83
FIRSTCRY.NS,2.83,-2.61,-6.76,14.79,9.59,-12.95
CIFL.NS,-8.2,-15.34,-6.77,-18.22,-1.4299999999999997,-14.7
ALOKINDS.NS,2.05,-8.4,-6.78,-5.86,8.83,-16.77
NCLIND.NS,1.0,0.08,-6.85,0.11,7.85,-22.12
UNITEDTEA.NS,-5.07,-5.83,-6.86,8.84,1.79,-26.94
FISCHER.NS,5.8,-0.64,-6.91,-0.51,12.71,-15.95
BALAJITELE.NS,0.54,-14.61,-6.93,-3.35,7.47,-10.45
KUANTUM.NS,-0.77,-2.28,-6.97,-6.95,6.199999999999999,-17.89
DPWIRES.NS,6.45,2.9,-6.98,26.88,13.43,-12.34
KDL.NS,0.49,-15.44,-6.98,3.14,7.470000000000001,-12.27
OBCL.NS,-4.12,-4.83,-7.0,-0.41,2.88,-24.43
TITAN.NS,-0.28,-3.4,-7.04,2.47,6.76,-26.05
SBICARD.NS,-0.9,-2.05,-7.08,-14.41,6.18,-25.79
DOMS.NS,-3.38,-4.87,-7.16,-0.63,3.7800000000000002,-24.42
MAGNUM.NS,-3.16,-2.95,-7.19,-4.18,4.03,-12.49
CBAZAAR.NS,16.5,-4.4,-7.25,6.35,23.75,-17.74
SIDDHIKA.NS,-12.89,-10.66,-7.26,4.12,-5.630000000000001,-17.84
ZYDUSWELL.NS,-7.04,-3.56,-7.27,28.32,0.22999999999999954,-17.98
SHANTI.NS,-1.93,-6.59,-7.3,-0.45,5.37,-15.46
MIDWESTLTD.NS,-10.56,-6.39,-7.3,-1.63,-3.2600000000000007,-12.43
NETWORK18.NS,-2.63,-8.45,-7.32,-4.14,4.69,-18.57
TGBHOTELS.NS,-1.68,-2.17,-7.34,7.99,5.66,-17.33
TPHQ.NS,0.9,-7.15,-7.39,-2.98,8.29,-11.63
GTPL.NS,-5.84,-1.96,-7.41,-0.27,1.5700000000000003,-15.68
RVNL.NS,-7.39,-15.84,-7.42,-16.58,0.03000000000000025,-17.67
KANANIIND.NS,1.58,-4.97,-7.44,8.45,9.02,-12.79
PROZONER.NS,0.28,1.49,-7.45,12.09,7.73,-13.1
CLEDUCATE.NS,6.13,19.57,-7.46,11.06,13.59,-12.4
DMART.NS,-1.51,-5.3,-7.53,13.95,6.0200000000000005,-27.76
VOLTAS.NS,-3.63,-6.92,-7.58,-12.75,3.95,-21.28
SBIN.NS,0.72,-8.51,-7.61,-14.35,8.33,-26.27
CONTI.NS,2.86,-4.04,-7.62,-11.99,10.48,-16.92
LEXUS.NS,0.58,1.83,-7.63,-48.02,8.209999999999999,-13.62
SAMBHV.NS,-3.42,-10.4,-7.68,16.72,4.26,-15.38
GENCON.NS,2.18,-0.83,-7.74,-27.51,9.92,-14.84
OSWALAGRO.NS,1.15,-2.65,-7.74,2.37,8.89,-12.26
REGENCERAM.NS,-4.8,-10.67,-7.74,0.3,2.9400000000000004,-14.78
MAGSON.NS,-2.83,-3.32,-7.75,34.46,4.92,-19.44
RELTD.NS,-4.0,-6.34,-7.76,-7.25,3.76,-16.87
AVONMORE.NS,2.1,-7.43,-7.77,-22.31,9.87,-13.68
GEEKAYWIRE.NS,-0.43,-6.56,-7.78,1.57,7.3500000000000005,-15.64
APOLLOTYRE.NS,5.24,-1.41,-7.8,-6.51,13.04,-26.5
PAVNAIND.NS,2.87,-0.72,-7.86,-15.3,10.73,-10.86
MARCO.NS,-1.6,-7.43,-7.86,15.18,6.26,-12.27
AURIONPRO.NS,1.41,-6.54,-7.87,-4.08,9.28,-15.53
AETHER.NS,-0.2,-9.62,-7.89,20.64,7.6899999999999995,-17.31
PAKKA.NS,-2.73,-4.26,-7.89,9.72,5.16,-18.39
SPLPETRO.NS,-3.4,-8.95,-7.92,10.0,4.52,-16.5
ZENITHEXPO.NS,-2.92,-0.81,-7.94,7.62,5.0200000000000005,-16.12
VISAMAN.NS,-1.04,-0.25,-7.99,-7.21,6.95,-21.91
GANECOS.NS,-6.28,-4.73,-8.0,32.11,1.7199999999999998,-13.51
INDRAMEDCO.NS,7.76,-4.14,-8.01,3.83,15.77,-18.82
HILTON.NS,2.61,-2.9,-8.01,22.68,10.62,-10.1
CINELINE.NS,-1.98,-4.7,-8.04,-2.42,6.059999999999999,-18.08
ROHLTD.NS,-0.46,-3.3,-8.05,-4.02,7.590000000000001,-18.69
YUKEN.NS,1.75,-7.58,-8.06,-2.87,9.81,-20.93
CEATLTD.NS,2.96,-0.11,-8.08,-5.87,11.04,-19.45
VIKRAMSOLR.NS,0.26,-9.21,-8.08,15.56,8.34,-16.17
RACLGEAR.NS,-1.37,-5.21,-8.08,-3.94,6.71,-12.86
EMMIL.NS,-8.39,-11.7,-8.13,-3.59,-0.2599999999999998,-13.98
SINCLAIR.NS,-3.4,-8.15,-8.18,5.45,4.779999999999999,-29.28
SHRIPISTON.NS,0.22,-5.05,-8.19,11.02,8.41,-17.3
DALBHARAT.NS,3.91,-7.63,-8.23,-7.9,12.14,-25.1
TCI.NS,0.99,-4.48,-8.23,-6.66,9.22,-22.1
SADBHIN.NS,-3.94,-9.19,-8.23,-18.31,4.290000000000001,-15.69
SUYOG.NS,-4.8,2.87,-8.23,21.66,3.4300000000000006,-15.71
TAPIFRUIT.NS,-4.16,-3.14,-8.25,-3.45,4.09,-17.46
ESCORTS.NS,-1.56,-11.63,-8.35,-14.08,6.789999999999999,-22.97
EASTSILK.NS,-7.61,-4.52,-8.35,-16.59,0.7399999999999993,-15.44
ABREL.NS,-3.07,-17.73,-8.38,5.09,5.3100000000000005,-18.74
SYSTMTXC.NS,-2.67,-2.54,-8.42,-7.77,5.75,-14.95
BAJAJHCARE.NS,1.73,-6.68,-8.51,-4.46,10.24,-19.6
MAPMYINDIA.NS,-8.26,-9.67,-8.51,-16.4,0.25,-18.56
SATIA.NS,-9.47,-13.93,-8.51,-3.51,-0.9600000000000009,-20.45
INDOFARM.NS,1.34,-4.53,-8.52,-1.09,9.86,-16.2
VIDHIING.NS,-0.36,0.53,-8.52,4.12,8.16,-21.73
KKCL.NS,-1.3,-10.43,-8.54,-6.97,7.239999999999999,-23.6
AGRITECH.NS,1.03,1.05,-8.55,-6.13,9.58,-15.52
SRD.NS,-2.19,-5.04,-8.57,-15.98,6.380000000000001,-15.46
UBL.NS,-1.7,-3.49,-8.59,-10.91,6.89,-33.64
EIMCOELECO.NS,-0.84,4.63,-8.61,8.91,7.77,-19.41
POKARNA.NS,-2.3,-6.92,-8.63,-7.43,6.330000000000001,-14.56
SELMC.NS,0.0,-0.85,-8.66,0.83,8.66,-19.53
AVANTIFEED.NS,1.3,-2.08,-8.69,3.39,9.99,-13.11
JPOLYINVST.NS,-1.51,-8.87,-8.7,-15.83,7.1899999999999995,-15.34
POLYMED.NS,-9.79,-18.22,-8.7,9.92,-1.0899999999999999,-17.92
DUCOL.NS,0.65,0.26,-8.71,-9.75,9.360000000000001,-14.44
SIGACHI.NS,0.27,5.81,-8.73,6.24,9.0,-15.39
KSOLVES.NS,-0.1,-2.93,-8.73,-1.9,8.63,-17.27
MVGJL.NS,-6.52,-11.05,-8.74,4.76,2.2200000000000006,-21.19
EFORCE.NS,9.86,-8.26,-8.77,-7.51,18.63,-13.01
AXITA.NS,1.23,0.03,-8.79,-5.95,10.02,-22.57
VIKASECO.NS,1.34,-6.28,-8.82,-8.02,10.16,-17.03
NIRMAN.NS,-0.53,-4.09,-8.82,4.22,8.290000000000001,-14.7
AGNI.NS,-5.0,-4.91,-8.82,7.47,3.8200000000000003,-19.72
ORIENTALTL.NS,-2.26,-5.49,-8.84,-1.95,6.58,-16.38
DENTA.NS,-5.35,-13.16,-8.87,6.83,3.5199999999999996,-16.49
UNIONBANK.NS,5.01,1.75,-8.89,-10.56,13.9,-23.37
AVROIND.NS,4.82,-6.14,-8.93,-4.84,13.75,-15.21
TIJARIA.NS,-5.63,5.51,-8.93,5.88,3.3,-13.94
URBANCO.NS,2.17,-14.05,-8.97,20.13,11.14,-20.87
CSBBANK.NS,0.65,1.25,-8.98,0.75,9.63,-15.76
RACE.NS,-3.27,-3.93,-8.98,3.22,5.710000000000001,-13.55
KSR.NS,-9.05,-5.46,-8.99,21.37,-0.0600000000000005,-12.48
DIGIDRIVE.NS,-13.37,-17.17,-9.07,-7.75,-4.299999999999999,-19.37
BLACKBUCK.NS,-3.07,-5.46,-9.08,-8.27,6.01,-21.76
VILAS.NS,-6.46,-17.42,-9.15,-1.48,2.6900000000000004,-15.84
ARTNIRMAN.NS,0.18,3.47,-9.2,11.89,9.379999999999999,-15.91
ASMS.NS,2.33,-1.97,-9.23,-25.09,11.56,-13.79
REXPIPES.NS,-3.92,-7.6,-9.23,-2.65,5.3100000000000005,-27.06
EPL.NS,-1.16,-4.19,-9.27,6.51,8.11,-26.16
SINTERCOM.NS,-1.14,-2.48,-9.32,2.66,8.18,-17.31
RETAIL.NS,1.52,2.47,-9.38,-8.41,10.9,-12.95
ESSARSHPNG.NS,1.15,-5.94,-9.4,-2.47,10.55,-17.13
INFY.NS,-3.84,1.14,-9.4,-3.29,5.5600000000000005,-32.13
RAMAPHO.NS,-2.0,-10.82,-9.42,-0.45,7.42,-17.05
GODAVARIB.NS,-13.86,-7.54,-9.42,10.69,-4.4399999999999995,-19.76
CROWN.NS,-7.68,-22.22,-9.44,-5.08,1.7599999999999998,-15.33
ARSHIYA.NS,-2.7,-7.69,-9.55,-22.72,6.8500000000000005,-20.71
KLL.NS,-3.51,-6.78,-9.55,-5.51,6.040000000000001,-15.3
SUNDARMFIN.NS,-3.82,-5.7,-9.59,-15.29,5.77,-31.11
BOROLTD.NS,-3.73,-13.03,-9.62,-3.46,5.889999999999999,-21.79
BYKE.NS,2.28,0.8,-9.65,-17.26,11.93,-15.29
SPCENET.NS,2.23,-6.23,-9.66,-23.16,11.89,-17.3
PAUSHAKLTD.NS,-0.93,-12.86,-9.69,-0.75,8.76,-20.38
TVSMOTOR.NS,-0.37,-4.79,-9.7,-5.35,9.33,-31.32
CEWATER.NS,-0.58,-7.81,-9.7,-7.58,9.12,-16.86
KRSNAA.NS,-5.32,-10.36,-9.71,-8.74,4.390000000000001,-31.63
SMSPHARMA.NS,-11.99,-7.24,-9.72,5.38,-2.2699999999999996,-19.83
LAXMICOT.NS,-4.07,0.98,-9.73,-17.15,5.66,-13.86
SIGMA.NS,2.89,-5.69,-9.75,14.45,12.64,-17.74
RBMINFRA.NS,-0.26,-3.08,-9.82,9.74,9.56,-15.59
GIRIRAJ.NS,-0.48,-18.97,-9.82,12.69,9.34,-15.2
GTECJAINX.NS,-5.61,-6.06,-9.82,-0.65,4.21,-14.88
UJJIVANSFB.NS,0.74,-11.55,-9.88,-4.6,10.620000000000001,-22.44
SESHAPAPER.NS,0.83,-10.11,-9.9,-7.07,10.73,-27.72
TRANSRAILL.NS,-1.93,-14.73,-9.9,-6.83,7.970000000000001,-21.96
TREJHARA.NS,-3.36,-11.78,-9.96,-19.85,6.600000000000001,-23.54
QUICKTOUCH.NS,0.67,1.58,-9.97,-17.27,10.64,-19.56
LUMAXTECH.NS,0.06,3.25,-9.97,6.06,10.030000000000001,-19.24
SURAJLTD.NS,0.11,-1.53,-10.0,8.85,10.11,-20.13
GEMAROMA.NS,-5.67,-6.42,-10.05,-16.22,4.380000000000001,-19.45
OSIAHYPER.NS,-7.1,-33.82,-10.13,-58.94,3.030000000000001,-15.64
JINDALPHOT.NS,-0.2,-6.9,-10.14,-18.55,9.940000000000001,-18.77
SARDAEN.NS,-6.88,-9.82,-10.17,6.8,3.29,-28.26
KSB.NS,-2.74,-5.67,-10.2,22.4,7.459999999999999,-29.86
DALMIASUG.NS,-3.97,-10.12,-10.2,28.27,6.229999999999999,-22.81
WONDERLA.NS,-1.31,-6.58,-10.22,6.15,8.91,-36.3
VSCL.NS,8.41,1.77,-10.24,0.85,18.65,-20.86
FORCEMOT.NS,3.01,0.21,-10.25,-15.63,13.26,-19.26
EUREKAFORB.NS,-5.98,-12.13,-10.25,-2.92,4.27,-29.83
HMT.NS,-0.39,-5.49,-10.28,15.15,9.889999999999999,-26.2
VSTTILLERS.NS,2.27,-9.19,-10.3,-15.9,12.57,-30.26
RAJOOENG.NS,2.09,-2.48,-10.32,-3.31,12.41,-17.18
HIMATSEIDE.NS,3.03,-7.02,-10.33,-16.08,13.36,-21.02
BSOFT.NS,1.59,-10.36,-10.36,-4.76,11.95,-24.27
WINNY.NS,-14.93,-18.79,-10.37,-19.22,-4.5600000000000005,-14.86
TARACHAND.NS,-5.28,-9.67,-10.39,-7.08,5.11,-20.84
NAGAFERT.NS,-2.88,-3.94,-10.44,-10.77,7.56,-23.25
TBI.NS,6.1,0.03,-10.55,-1.54,16.65,-18.87
MOXSH.NS,-10.67,-8.72,-10.55,12.88,-0.11999999999999922,-25.2
AUROIMPEX.NS,-5.45,-3.84,-10.56,4.6,5.11,-13.56
VERTEXPLUS.NS,-1.04,-12.42,-10.6,-13.23,9.559999999999999,-23.23
MAHLOG.NS,-2.57,-10.72,-10.61,-8.54,8.04,-22.73
DHRUV.NS,-8.93,-12.29,-10.61,18.25,1.6799999999999997,-18.6
LAL.NS,-2.73,-2.74,-10.63,-4.08,7.9,-20.65
SHARDACROP.NS,3.92,-15.03,-10.67,-14.5,14.59,-17.34
GSLSU.NS,-1.8,-2.96,-10.69,-36.12,8.889999999999999,-24.28
RAYMONDLSL.NS,-3.34,-12.71,-10.83,-15.53,7.49,-21.37
ZENSARTECH.NS,-0.85,-4.76,-10.87,-2.78,10.02,-34.45
SAMPANN.NS,1.15,0.05,-10.9,-4.68,12.05,-21.24
ORTEL.NS,-1.66,-3.1,-10.92,2.48,9.26,-21.07
TMCV.NS,0.04,-9.1,-10.93,-14.15,10.969999999999999,-25.76
GSS.NS,0.84,1.55,-10.97,3.46,11.81,-18.34
JUNIPER.NS,-2.62,-6.02,-10.99,-2.65,8.370000000000001,-28.32
THOMASCOOK.NS,-2.0,-3.01,-11.06,-8.27,9.06,-24.24
CENTRALBK.NS,-9.84,-13.15,-11.07,-15.37,1.2300000000000004,-35.81
TUNWAL.NS,-10.56,-12.12,-11.07,10.39,0.5099999999999998,-21.85
LGBBROSLTD.NS,-1.0,-8.62,-11.11,-14.76,10.11,-27.23
AHLADA.NS,-0.54,-9.1,-11.13,-9.4,10.59,-18.96
RCOM.NS,-2.13,-5.57,-11.13,2.92,9.0,-26.0
KEC.NS,5.42,-12.94,-11.14,-9.53,16.560000000000002,-26.35
RAMCOCEM.NS,-0.27,-3.46,-11.14,-17.78,10.870000000000001,-39.25
3PLAND.NS,-3.41,-8.45,-11.14,-0.14,7.73,-29.33
VINNY.NS,-7.98,-10.1,-11.16,0.65,3.1799999999999997,-19.71
RBZJEWEL.NS,-2.71,-11.28,-11.29,4.55,8.579999999999998,-23.86
CANARYS.NS,-3.01,4.16,-11.33,-19.63,8.32,-18.11
TIL.NS,6.59,-6.48,-11.34,-6.99,17.93,-18.45
JITFINFRA.NS,2.72,0.39,-11.35,-18.22,14.07,-20.19
ADVENTHTL.NS,-1.42,-12.15,-11.4,-24.23,9.98,-16.92
ODIGMA.NS,-9.16,-4.6,-11.45,-1.02,2.289999999999999,-23.72
LORDSCHLO.NS,2.15,-0.15,-11.51,26.75,13.66,-24.53
INNOVANA.NS,-11.31,-15.68,-11.54,-17.22,0.22999999999999865,-24.02
MODTHREAD.NS,-0.7,-5.19,-11.55,12.02,10.850000000000001,-18.46
PULZ.NS,4.13,2.62,-11.59,-5.21,15.719999999999999,-22.53
BALAJEE.NS,-3.99,-5.52,-11.64,3.28,7.65,-23.41
WAAREEINDO.NS,-0.94,-5.29,-11.7,9.95,10.76,-20.46
BRIGADE.NS,-3.95,-17.0,-11.72,-3.87,7.7700000000000005,-34.48
OSWALSEEDS.NS,-9.86,-10.65,-11.74,-9.4,1.8800000000000008,-23.14
GUJAPOLLO.NS,1.85,-8.22,-11.91,9.64,13.76,-27.26
SHILCTECH.NS,-1.95,-0.47,-11.91,15.27,9.96,-19.11
TECHLABS.NS,-13.75,-17.81,-11.96,24.99,-1.7899999999999991,-20.24
BELLACASA.NS,4.04,-4.31,-11.98,-5.08,16.02,-22.5
MEDIORG.NS,-11.85,-16.18,-11.98,2.31,0.13000000000000078,-19.84
FCSSOFT.NS,-1.69,-8.59,-12.0,-0.92,10.31,-25.27
VIVIMEDLAB.NS,-1.95,-1.88,-12.0,-14.36,10.05,-1.87
PRITI.NS,-3.89,-1.8,-12.01,0.06,8.12,-20.44
MEGAFLEX.NS,-5.96,-9.95,-12.05,8.79,6.090000000000001,-32.98
KRITI.NS,2.08,-19.26,-12.08,-8.86,14.16,-16.58
ESFL.NS,-2.97,-2.79,-12.16,14.8,9.19,-20.07
AMJLAND.NS,-7.11,-8.36,-12.18,-3.47,5.069999999999999,-26.35
MRPL.NS,0.49,-2.36,-12.2,-17.03,12.69,-22.67
HALDER.NS,-0.82,-3.7,-12.25,-3.96,11.43,-31.2
VRLLOG.NS,-5.98,-5.95,-12.25,-12.68,6.27,-43.39
DBOL.NS,-2.82,-11.36,-12.34,10.43,9.52,-23.08
ALUWIND.NS,-4.47,-2.79,-12.34,-15.43,7.87,-25.91
BAJAJELEC.NS,-3.54,-18.72,-12.37,-4.01,8.829999999999998,-36.46
TNTELE.NS,0.82,-1.84,-12.4,13.21,13.22,-24.29
TTL.NS,-1.57,1.64,-12.4,-19.1,10.83,-26.3
SHANTHALA.NS,-4.4,-5.65,-12.42,-26.09,8.02,-15.84
HIGREEN.NS,-16.95,-8.37,-12.42,-0.29,-4.529999999999999,-18.71
ARROWGREEN.NS,2.94,-5.74,-12.48,26.77,15.42,-21.87
OSWALGREEN.NS,-7.21,-13.89,-12.59,-7.06,5.38,-23.34
ZEAL.NS,1.62,-0.47,-12.66,-9.22,14.280000000000001,-18.71
NEWJAISA.NS,-2.16,-12.28,-12.66,35.1,10.5,-20.05
YUDIZ.NS,-5.98,-4.37,-12.67,-19.73,6.6899999999999995,-21.86
ACI.NS,1.36,-12.5,-12.68,-1.16,14.04,-36.2
MVKAGRO.NS,-5.21,-8.14,-12.72,-2.06,7.510000000000001,-24.67
COROMANDEL.NS,-3.15,-7.63,-12.75,-14.57,9.6,-39.24
CENTRUM.NS,-4.17,-5.87,-12.89,-0.96,8.72,-24.13
FROG.NS,-6.39,0.88,-12.92,14.25,6.53,-17.24
AISL.NS,-9.87,-5.88,-12.98,-17.93,3.110000000000001,-31.01
RAMANEWS.NS,-1.1,-5.9,-13.01,-8.48,11.91,-24.95
INDOTHAI.NS,-10.36,-13.59,-13.04,3.99,2.6799999999999997,-29.56
RADHIKAJWE.NS,-4.57,-12.31,-13.15,-9.19,8.58,-25.71
HDIL.NS,-0.53,-3.66,-13.18,-16.04,12.65,-34.1
TRANSTEEL.NS,-4.3,-5.4,-13.19,-4.74,8.89,-37.06
SARTELE.NS,0.03,-10.68,-13.2,-30.44,13.229999999999999,-24.92
GNA.NS,3.69,-8.84,-13.35,-2.74,17.04,-25.58
BROOKS.NS,24.31,14.47,-13.4,-6.81,37.71,-15.79
DPABHUSHAN.NS,5.74,-9.65,-13.41,-15.86,19.15,-29.25
ITDC.NS,-0.05,-5.59,-13.42,9.68,13.37,-25.07
EIDPARRY.NS,-7.81,-11.7,-13.43,-8.81,5.62,-46.28
LANDSMILL.NS,1.16,-0.39,-13.44,-12.64,14.6,-23.68
ASTRON.NS,-7.3,-2.61,-13.47,4.01,6.170000000000001,-29.68
SHRADHA.NS,-5.83,-4.14,-13.51,-3.8,7.68,-22.13
KAYA.NS,-3.47,-3.99,-13.58,-18.62,10.11,-27.5
UEL.NS,-3.87,-10.88,-13.6,-24.37,9.73,-22.62
SIKKO.NS,-6.46,-10.54,-13.62,-6.52,7.159999999999999,-28.24
PENTAGON.NS,-11.96,-2.65,-13.64,9.38,1.6799999999999997,-21.41
VITAL.NS,-7.95,-7.56,-13.73,13.42,5.78,-28.7
DKEGL.NS,-11.15,-13.98,-13.84,-8.24,2.6899999999999995,-21.77
MOTISONS.NS,-2.79,-11.29,-13.97,-22.03,11.18,-26.68
MHRIL.NS,-1.73,-7.83,-13.99,-18.41,12.26,-47.53
INDIANB.NS,1.79,-2.16,-14.01,-10.1,15.8,-37.31
USASEEDS.NS,-4.84,-6.59,-14.03,-5.05,9.19,-34.6
SYSTANGO.NS,-4.08,-15.72,-14.08,-3.93,10.0,-28.08
A2ZINFRA.NS,1.17,-7.56,-14.2,-2.07,15.37,-27.59
AARON.NS,-2.34,-9.03,-14.23,-20.17,11.89,-31.46
GMMPFAUDLR.NS,-9.79,-12.43,-14.26,-12.83,4.470000000000001,-48.84
PARASPETRO.NS,-3.89,-4.38,-14.27,-4.1,10.379999999999999,-21.21
UMESLTD.NS,16.29,-2.09,-14.28,34.63,30.57,-23.41
LIKHITHA.NS,-2.25,-9.88,-14.36,37.55,12.11,-22.31
KNAGRI.NS,-5.48,-1.28,-14.37,11.48,8.889999999999999,-22.24
AGUL.NS,-1.04,10.63,-14.4,-22.63,13.36,-36.0
DESTINY.NS,-1.04,1.77,-14.45,-6.92,13.41,-48.04
LANDMARK.NS,-0.28,-7.35,-14.47,-6.22,14.190000000000001,-31.81
ZAGGLE.NS,-0.6,-14.4,-14.49,1.73,13.89,-21.89
RENUKA.NS,-4.62,-18.27,-14.49,7.13,9.870000000000001,-39.7
ZOTA.NS,-7.74,-13.33,-14.58,-4.52,6.84,-31.81
GANGAFORGE.NS,-5.87,-11.47,-14.83,-15.07,8.96,-27.09
TARAPUR.NS,-8.8,-11.34,-15.06,-14.22,6.26,-31.28
SUPREME.NS,-4.11,-6.06,-15.08,-8.57,10.969999999999999,-24.05
ABAN.NS,-5.96,11.69,-15.14,-9.33,9.18,-30.05
DCI.NS,-6.79,2.34,-15.16,14.52,8.370000000000001,-29.06
HYBRIDFIN.NS,-5.76,-9.47,-15.24,-6.77,9.48,-29.03
TREEHOUSE.NS,-3.46,-14.81,-15.27,-20.94,11.809999999999999,-25.85
NAMAN.NS,-4.17,-13.05,-15.33,-10.91,11.16,-25.7
REPL.NS,-0.75,-7.37,-15.36,-13.16,14.61,-24.38
SUPREMEENG.NS,-5.04,-6.13,-15.41,13.52,10.370000000000001,-27.82
MAXPOSURE.NS,-6.11,-1.55,-15.56,12.42,9.45,-29.89
SUVIDHAA.NS,-6.92,-9.05,-15.64,-4.96,8.72,-29.35
INFOBEAN.NS,-1.17,-9.34,-15.7,-22.85,14.53,-17.9
RKEC.NS,1.77,-7.25,-15.76,-25.19,17.53,-21.43
WAKEFIT.NS,-11.38,-2.81,-15.82,-28.26,4.4399999999999995,-29.41
CGRAPHICS.NS,-3.16,-8.99,-15.87,7.88,12.709999999999999,-32.69
CURAA.NS,-2.88,8.46,-15.93,12.29,13.05,-33.16
ATLASCYCLE.NS,-0.83,-0.33,-15.96,21.51,15.13,-29.2
DIGIKORE.NS,2.61,-19.12,-16.35,-23.51,18.96,-22.65
NPST.NS,-4.04,-15.37,-16.35,-3.36,12.310000000000002,-24.09
SCODATUBES.NS,-10.97,-14.3,-16.42,-0.21,5.450000000000001,-29.08
SWARAJ.NS,-5.68,-12.68,-16.45,-15.76,10.77,-50.53
GRPLTD.NS,5.42,-7.78,-16.59,4.44,22.009999999999998,-35.77
SHREERAMA.NS,2.32,-4.96,-16.71,-14.92,19.03,-27.91
ASIANTILES.NS,-3.05,-1.09,-16.83,-5.77,13.779999999999998,-31.22
KAYNES.NS,6.5,-23.66,-16.96,-10.52,23.46,-25.91
PNGJL.NS,1.7,-21.84,-17.01,3.44,18.71,-42.89
HCLTECH.NS,-1.43,-0.27,-17.15,-5.7,15.719999999999999,-58.83
SUNTV.NS,-1.91,-8.54,-17.18,-7.14,15.27,-44.63
IPSL.NS,-10.46,-19.33,-17.24,-21.27,6.779999999999998,-30.3
BEWLTD.NS,11.23,-14.75,-17.36,-27.02,28.59,-28.73
BAWEJA.NS,-5.59,-9.92,-17.44,7.42,11.850000000000001,-22.16
SBGLP.NS,0.88,-1.56,-17.51,-5.2,18.39,-30.93
LCCINFOTEC.NS,-7.86,-10.23,-17.74,-5.19,9.879999999999999,-29.06
PNC.NS,-1.25,-11.22,-17.79,-20.39,16.54,-31.62
VR.NS,-6.04,-11.98,-17.84,-5.59,11.8,-29.01
KCEIL.NS,-10.39,-17.73,-17.97,-15.18,7.579999999999998,-25.73
MANOMAY.NS,-1.55,2.46,-18.08,-14.0,16.529999999999998,-33.42
WALPAR.NS,-1.18,-4.69,-18.21,-19.01,17.03,-71.55
VCL.NS,-2.42,-5.59,-18.24,-32.15,15.819999999999999,-32.01
VIPULLTD.NS,-5.1,-6.84,-18.31,-20.49,13.209999999999999,-29.36
DRONE.NS,-0.18,-15.14,-18.76,-12.22,18.580000000000002,-35.21
PINELABS.NS,-3.32,-25.48,-18.76,-23.7,15.440000000000001,-38.65
VARDMNPOLY.NS,2.49,-5.89,-19.13,-4.29,21.619999999999997,-29.73
EFACTOR.NS,-10.98,-24.13,-19.14,-21.45,8.16,-29.1
MILTON.NS,-1.52,-13.77,-19.7,-8.94,18.18,-52.08
RAJTV.NS,-8.46,-19.67,-19.85,-49.97,11.39,-32.92
KALYANKJIL.NS,2.19,-13.14,-19.89,-7.28,22.080000000000002,-42.74
HOMESFY.NS,-2.09,-5.38,-20.36,-25.94,18.27,-40.98
MASON.NS,-9.66,-7.3,-20.41,-26.5,10.75,-42.23
FIBERWEB.NS,-2.7,-20.41,-20.61,-25.66,17.91,-46.79
TRUST.NS,-7.35,-14.28,-21.05,-8.89,13.700000000000001,-35.08
BCONCEPTS.NS,-12.82,-15.41,-21.47,-18.53,8.649999999999999,-37.92
SLONE.NS,-2.79,-15.71,-21.63,0.71,18.84,-39.16
SECURKLOUD.NS,-5.9,-9.45,-22.41,-0.04,16.509999999999998,-40.36
GRETEX.NS,-6.67,-17.68,-22.55,-5.75,15.88,-60.06
PVP.NS,2.01,-14.72,-22.94,1.57,24.950000000000003,-39.53
COOLCAPS.NS,6.32,0.14,-23.13,-20.4,29.45,-36.97
URAVIDEF.NS,-0.96,-9.51,-24.16,-17.02,23.2,-50.3
POLYSIL.NS,-4.15,-3.83,-24.94,-25.06,20.79,-51.98
