Symbol,NEWS_SCORE,NEWS_COUNT,NEWS_BIAS,NEWS_IMPACT,NEWS_SHOCK,NEWS_CATEGORY,NEWS_ALPHA,NEWS_DELTA,NEWS_ACCELERATION,EVENT_SIGNAL
DABUR,-1.95,5,NEUTRAL,LOW,NO,GENERAL,14.746543778801843,0.0,0.0,STABLE
JGCHEM,-1.89,5,NEUTRAL,LOW,NO,GENERAL,14.631336405529954,0.0,0.0,STABLE
BALAMINES,-1.92,5,NEUTRAL,LOW,NO,GENERAL,14.516129032258066,0.0,0.0,STABLE
APTECHT,-1.92,5,NEUTRAL,LOW,NO,GENERAL,14.400921658986174,0.0,0.0,STABLE
AKASH,-1.92,5,NEUTRAL,LOW,NO,GENERAL,14.285714285714285,0.0,0.0,STABLE
CAMPUS,-1.92,5,NEUTRAL,LOW,NO,GENERAL,14.170506912442397,0.0,0.0,STABLE
BAJAJHFL,-1.92,5,NEUTRAL,LOW,NO,GENERAL,14.055299539170507,0.0,0.0,STABLE
BELRISE,-1.95,5,NEUTRAL,LOW,NO,GENERAL,13.940092165898617,0.0,0.0,STABLE
ITC,-1.95,5,NEUTRAL,LOW,NO,GENERAL,13.82488479262673,0.0,0.0,STABLE
ASHOKLEY,-1.95,5,NEUTRAL,LOW,NO,GENERAL,13.709677419354838,0.0,0.0,STABLE
EFACTOR,-2.04,5,NEGATIVE,MEDIUM,NO,GENERAL,13.594470046082948,0.0,0.0,STABLE
BCG,-2.1,5,NEGATIVE,MEDIUM,NO,GENERAL,13.47926267281106,0.0,0.0,STABLE
INDOCO,-2.1,5,NEGATIVE,MEDIUM,NO,EARNINGS,13.36405529953917,0.0,0.0,STABLE
CHALET,-2.1,5,NEGATIVE,MEDIUM,NO,GENERAL,13.248847926267281,0.0,0.0,STABLE
CONCOR,-2.1,5,NEGATIVE,MEDIUM,NO,EARNINGS,13.13364055299539,0.0,0.0,STABLE
INDOTHAI,-2.1,5,NEGATIVE,MEDIUM,NO,GENERAL,13.018433179723502,0.0,0.0,STABLE
ARVIND,-2.1,5,NEGATIVE,MEDIUM,NO,GENERAL,12.903225806451612,0.0,0.0,STABLE
ADSL,-2.16,5,NEGATIVE,MEDIUM,NO,GENERAL,12.788018433179724,0.0,0.0,STABLE
APOLLO,-3.36,5,NEGATIVE,HIGH,YES,GENERAL,12.672811059907835,0.84,0.84,STABLE
FIRSTCRY,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,12.557603686635947,0.0,0.0,STABLE
FAZE3Q,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,12.442396313364055,0.0,0.0,STABLE
DELTACORP,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,12.327188940092165,0.0,0.0,STABLE
GOKEX,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,12.211981566820276,0.0,0.0,STABLE
BIKAJI,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,12.096774193548388,0.0,0.0,STABLE
HUHTAMAKI,-2.4,5,NEGATIVE,MEDIUM,NO,EARNINGS,11.981566820276496,0.0,0.0,STABLE
JINDWORLD,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,11.866359447004609,0.0,0.0,STABLE
INDOFARM,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,11.751152073732719,0.0,0.0,STABLE
CENTEXT,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,11.63594470046083,0.0,0.0,STABLE
HCLTECH,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,11.52073732718894,0.0,0.0,STABLE
IDEA,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,11.405529953917052,0.0,0.0,STABLE
CHEMFAB,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,11.29032258064516,0.0,0.0,STABLE
INDIQUBE,-2.4,5,NEGATIVE,MEDIUM,NO,GENERAL,11.175115207373272,0.0,0.0,STABLE
CESC,-2.52,5,NEGATIVE,MEDIUM,NO,GENERAL,11.059907834101383,0.0,0.0,STABLE
ASIANHOTNR,-2.4,1,NEGATIVE,MEDIUM,NO,GENERAL,10.944700460829493,0.0,0.0,STABLE
AFCONS,-2.7,5,NEGATIVE,MEDIUM,NO,GENERAL,10.829493087557603,0.0,0.0,STABLE
HINDCOPPER,-3.15,5,NEGATIVE,HIGH,NO,GENERAL,10.714285714285714,0.0,0.0,STABLE
GOACARBON,-2.88,5,NEGATIVE,MEDIUM,NO,GENERAL,10.599078341013826,0.0,0.0,STABLE
HARRMALAYA,-2.88,5,NEGATIVE,MEDIUM,NO,GENERAL,10.483870967741936,0.0,0.0,STABLE
IOB,-2.88,5,NEGATIVE,MEDIUM,NO,GENERAL,10.368663594470046,0.0,0.0,STABLE
EPIGRAL,-3.36,5,NEGATIVE,HIGH,NO,GENERAL,10.253456221198157,0.0,0.0,STABLE
DMART,-3.36,5,NEGATIVE,HIGH,NO,GENERAL,10.138248847926267,0.0,0.0,STABLE
GODIGIT,-3.36,5,NEGATIVE,HIGH,NO,GENERAL,10.023041474654377,0.0,0.0,STABLE
GREENPLY,-3.24,5,NEGATIVE,HIGH,NO,EARNINGS,9.90783410138249,0.0,0.0,STABLE
IFGLEXPOR,-2.88,5,NEGATIVE,MEDIUM,NO,GENERAL,9.7926267281106,0.0,0.0,STABLE
ALKALI,-3.36,5,NEGATIVE,HIGH,NO,GENERAL,9.67741935483871,0.0,0.0,STABLE
ENRIN,-3.36,5,NEGATIVE,HIGH,NO,GENERAL,9.56221198156682,0.0,0.0,STABLE
DIVGIITTS,-3.36,4,NEGATIVE,HIGH,NO,GENERAL,9.44700460829493,0.0,0.0,STABLE
IGL,-3.6,5,NEGATIVE,HIGH,NO,GENERAL,9.331797235023041,0.0,0.0,STABLE
AARTIPHARM,-3.6,5,NEGATIVE,HIGH,NO,GENERAL,9.216589861751153,0.0,0.0,STABLE
DPEL,-3.6,5,NEGATIVE,HIGH,NO,GENERAL,9.101382488479262,0.0,0.0,STABLE
DEVYANI,-3.54,5,NEGATIVE,HIGH,NO,GENERAL,8.986175115207374,0.0,0.0,STABLE
DAMCAPITAL,-3.54,5,NEGATIVE,HIGH,NO,GENERAL,8.870967741935484,0.0,0.0,STABLE
ASTEC,-3.6,5,NEGATIVE,HIGH,NO,GENERAL,8.755760368663594,0.0,0.0,STABLE
ANURAS,-3.84,5,NEGATIVE,HIGH,NO,GENERAL,8.640552995391705,0.0,0.0,STABLE
CINELINE,-3.84,5,NEGATIVE,HIGH,NO,GENERAL,8.525345622119817,0.0,0.0,STABLE
JIOFIN,-3.96,5,NEGATIVE,HIGH,NO,GENERAL,8.410138248847925,0.0,0.0,STABLE
GLAXO,-3.96,5,NEGATIVE,HIGH,NO,GENERAL,8.294930875576037,0.0,0.0,STABLE
COFFEEDAY,-4.08,5,NEGATIVE,HIGH,NO,GENERAL,8.179723502304148,0.0,0.0,STABLE
BLUEJET,-4.2,5,NEGATIVE,HIGH,NO,M&A,8.064516129032258,0.0,0.0,STABLE
AMBEY,-4.2,5,NEGATIVE,HIGH,NO,GENERAL,7.949308755760369,0.0,0.0,STABLE
HDFCLIFE,-4.2,5,NEGATIVE,HIGH,NO,GENERAL,7.834101382488479,0.0,0.0,STABLE
FOCUS,-4.05,5,NEGATIVE,HIGH,NO,GENERAL,7.71889400921659,0.0,0.0,STABLE
FACT,-4.2,5,NEGATIVE,HIGH,NO,GENERAL,7.603686635944701,0.0,0.0,STABLE
IKIO,-4.2,5,NEGATIVE,HIGH,NO,GENERAL,7.4884792626728105,0.0,0.0,STABLE
IGIL,-4.2,5,NEGATIVE,HIGH,NO,GENERAL,7.373271889400922,0.0,0.0,STABLE
AUTOAXLES,-4.32,5,NEGATIVE,HIGH,NO,GENERAL,7.258064516129033,0.0,0.0,STABLE
JETFREIGHT,-4.56,5,NEGATIVE,HIGH,NO,GENERAL,7.142857142857142,0.0,0.0,STABLE
HUDCO,-4.56,5,NEGATIVE,HIGH,NO,GENERAL,7.027649769585254,0.0,0.0,STABLE
ACC,-4.59,5,NEGATIVE,HIGH,NO,GENERAL,6.912442396313365,0.0,0.0,STABLE
ARIS,-4.8,5,NEGATIVE,HIGH,NO,GENERAL,6.797235023041474,0.0,0.0,STABLE
BLS,-4.8,5,NEGATIVE,HIGH,NO,GENERAL,6.682027649769585,0.0,0.0,STABLE
ELECTHERM,-5.28,5,NEGATIVE,HIGH,NO,GENERAL,6.566820276497695,0.0,0.0,STABLE
5PAISA,-5.28,5,NEGATIVE,HIGH,NO,GENERAL,6.451612903225806,0.0,0.0,STABLE
GABRIEL,-5.16,5,NEGATIVE,HIGH,NO,GENERAL,6.336405529953917,0.0,0.0,STABLE
HINDPETRO,-5.52,5,NEGATIVE,HIGH,NO,GENERAL,6.221198156682028,0.0,0.0,STABLE
INDOSTAR,-5.76,5,NEGATIVE,HIGH,NO,EARNINGS,6.105990783410138,0.0,0.0,STABLE
INDUSTOWER,-5.76,5,NEGATIVE,HIGH,NO,GENERAL,5.990783410138248,0.0,0.0,STABLE
BLSE,-6.0,5,NEGATIVE,HIGH,NO,GENERAL,5.875576036866359,0.0,-1.2,STABLE
EMSLIMITED,-6.0,5,NEGATIVE,HIGH,NO,GENERAL,5.76036866359447,0.0,0.0,STABLE
DOLLAR,-6.0,5,NEGATIVE,HIGH,NO,GENERAL,5.64516129032258,0.0,0.0,STABLE
BANARBEADS,-6.0,3,NEGATIVE,HIGH,NO,GENERAL,5.529953917050691,0.0,0.0,STABLE
ANGELONE,-6.12,5,NEGATIVE,HIGH,NO,GENERAL,5.414746543778802,0.0,0.0,STABLE
BEARDSELL,-6.0,5,NEGATIVE,HIGH,NO,GENERAL,5.299539170506913,0.0,0.0,STABLE
HGS,-6.12,5,NEGATIVE,HIGH,NO,GENERAL,5.184331797235023,0.0,0.0,STABLE
AROGRANITE,-6.12,5,NEGATIVE,HIGH,NO,GENERAL,5.0691244239631335,0.0,0.0,STABLE
FEDERALBNK,-6.48,5,NEGATIVE,HIGH,NO,GENERAL,4.953917050691245,0.0,0.0,STABLE
CENTRUM,-6.21,5,NEGATIVE,HIGH,NO,GENERAL,4.838709677419355,0.0,0.0,STABLE
EMCURE,-6.3,5,NEGATIVE,HIGH,NO,GENERAL,4.723502304147465,0.0,0.0,STABLE
ALKEM,-6.6,5,NEGATIVE,HIGH,NO,GENERAL,4.6082949308755765,0.0,0.0,STABLE
DHANUKA,-6.6,5,NEGATIVE,HIGH,NO,GENERAL,4.493087557603687,0.0,0.0,STABLE
BSL,-6.72,5,NEGATIVE,HIGH,NO,GENERAL,4.377880184331797,0.0,0.0,STABLE
INDOUS,-6.96,5,NEGATIVE,HIGH,NO,GENERAL,4.262672811059908,0.0,0.0,STABLE
BSE,-7.2,5,NEGATIVE,HIGH,NO,GENERAL,4.147465437788019,0.0,0.0,STABLE
BANKINDIA,-7.95,5,NEGATIVE,HIGH,NO,GENERAL,4.032258064516129,0.0,0.0,STABLE
INDUSINDBK,-7.92,5,NEGATIVE,HIGH,NO,GENERAL,3.9170506912442393,0.0,0.0,STABLE
ABB,-8.16,5,NEGATIVE,HIGH,NO,GENERAL,3.8018433179723505,0.0,0.0,STABLE
ABAN,-8.64,5,NEGATIVE,HIGH,NO,GENERAL,3.686635944700461,0.0,0.0,STABLE
INDGN,-8.4,5,NEGATIVE,HIGH,NO,GENERAL,3.571428571428571,0.0,0.0,STABLE
FINOPB,-8.64,5,NEGATIVE,HIGH,NO,GENERAL,3.4562211981566824,0.0,0.0,STABLE
GATEWAY,-8.88,5,NEGATIVE,HIGH,NO,GENERAL,3.3410138248847927,0.0,0.0,STABLE
DCBBANK,-9.48,5,NEGATIVE,HIGH,NO,GENERAL,3.225806451612903,0.0,0.0,STABLE
INDIANB,-9.84,5,NEGATIVE,HIGH,NO,GENERAL,3.110599078341014,0.0,0.0,STABLE
BASML,-10.08,5,NEGATIVE,HIGH,NO,GENERAL,2.995391705069124,0.0,0.0,STABLE
BANCOINDIA,-10.08,5,NEGATIVE,HIGH,NO,GENERAL,2.880184331797235,0.0,0.0,STABLE
GMRP&UI,-10.08,5,NEGATIVE,HIGH,NO,GENERAL,2.7649769585253456,0.0,0.0,STABLE
BANG,-10.44,5,NEGATIVE,HIGH,NO,GENERAL,2.6497695852534564,0.0,0.0,STABLE
BANSWRAS,-10.56,4,NEGATIVE,HIGH,NO,EARNINGS,2.5345622119815667,0.0,0.0,STABLE
BANKBARODA,-10.8,5,NEGATIVE,HIGH,NO,GENERAL,2.4193548387096775,0.0,0.0,STABLE
AXISBANK,-10.32,5,NEGATIVE,HIGH,NO,GENERAL,2.3041474654377883,0.0,0.0,STABLE
CENTRALBK,-11.04,5,NEGATIVE,HIGH,NO,GENERAL,2.1889400921658986,0.0,0.0,STABLE
CANBK,-10.98,5,NEGATIVE,HIGH,NO,GENERAL,2.0737327188940093,0.0,0.0,STABLE
FEDFINA,-11.88,5,NEGATIVE,HIGH,NO,GENERAL,1.9585253456221197,0.0,0.0,STABLE
CAPITALSFB,-11.88,5,NEGATIVE,HIGH,NO,GENERAL,1.8433179723502304,0.0,0.0,STABLE
EQUITASBNK,-12.48,5,NEGATIVE,HIGH,NO,GENERAL,1.7281105990783412,0.0,0.0,STABLE
ICICIBANK,-12.54,5,NEGATIVE,HIGH,NO,GENERAL,1.6129032258064515,0.0,0.0,STABLE
J&KBANK,-12.84,5,NEGATIVE,HIGH,NO,GENERAL,1.497695852534562,0.0,0.0,STABLE
AUBANK,-12.84,5,NEGATIVE,HIGH,NO,GENERAL,1.3824884792626728,0.0,0.0,STABLE
BANKA,-14.13,5,NEGATIVE,HIGH,NO,GENERAL,1.2672811059907834,0.36,0.72,STABLE
BANDHANBNK,-13.44,5,NEGATIVE,HIGH,NO,EARNINGS,1.1520737327188941,0.0,0.0,STABLE
DHANLAXMI,-14.28,5,NEGATIVE,HIGH,NO,GENERAL,1.0368663594470047,0.0,0.0,STABLE
CSBBANK,-14.28,5,NEGATIVE,HIGH,NO,GENERAL,0.9216589861751152,0.0,0.0,STABLE
DHANBANK,-14.34,5,NEGATIVE,HIGH,NO,GENERAL,0.8064516129032258,0.0,0.0,STABLE
BANSALWIRE,-14.64,5,NEGATIVE,HIGH,NO,GENERAL,0.6912442396313364,0.0,0.0,STABLE
HDFCBANK,-15.3,5,NEGATIVE,HIGH,NO,GENERAL,0.5760368663594471,0.0,0.0,STABLE
IDBI,-15.36,5,NEGATIVE,HIGH,NO,GENERAL,0.4608294930875576,0.0,0.0,STABLE
INDBANK,-15.99,5,NEGATIVE,HIGH,NO,GENERAL,0.3456221198156682,0.0,0.0,STABLE
BDL,-16.26,5,NEGATIVE,HIGH,NO,EARNINGS,0.2304147465437788,0.0,0.0,STABLE
IDFCFIRSTB,-32.64,5,NEGATIVE,HIGH,NO,GENERAL,0.1152073732718894,0.0,0.0,STABLE
