ALPHA_RANK,Symbol,Sector,Industry,Market_Cap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK
805,ASIANTILES,Industrials,Building Products & Equipment,17376417792.0,-0.7301,-11.733999999999998,-14.3,-17.83,-7.67,15.72,-33.24,7.49,7.0
806,HLEGLAS,Unknown,Unknown,,-0.7331,-5.1240000000000006,-23.43,0.15,-8.64,0.4,0.41,0.0,
807,BASILIC,Unknown,Unknown,,-0.7336,-3.176,5.3,-12.62,3.12,-2.87,-21.45,0.0,
808,A2ZINFRA,Unknown,Unknown,,-0.7447,-7.081999999999999,-10.46,-9.68,-5.35,12.12,-18.92,0.0,
809,CROWN,Unknown,Unknown,,-0.7449,-7.306,-4.03,-14.53,-2.49,15.51,-23.53,0.0,
810,IXIGO,Unknown,Unknown,,-0.7498,-5.348,-5.39,-9.02,-2.9,2.13,-16.76,0.0,
811,BLUEDART,Industrials,Integrated Freight & Logistics,112864296960.0,-0.7526,-9.386,-33.45,-10.49,-8.65,10.38,-40.56,7.49,7.0
812,GENCON,Unknown,Unknown,,-0.7543,-6.422000000000001,-12.96,-6.08,-6.65,4.59,-11.85,0.0,
813,ESSARSHPNG,Unknown,Unknown,,-0.7551,-6.654,-6.82,-11.1,-3.69,9.18,-20.5,0.0,
814,HDFCBANK,Financial Services,Banks - Regional,11499653300224.0,-0.7604,-6.898,-39.76,-2.56,-9.79,3.67,-10.4,3.68,11.0
815,BORANA,Consumer Cyclical,Textile Manufacturing,8523830272.0,-0.7676,-10.678,-23.55,-10.33,-10.91,10.5,-22.3,5.0,9.0
816,HAVELLS,Industrials,Electrical Equipment & Parts,724795260928.0,-0.7677,-9.858,-33.64,-10.56,-9.39,9.08,-37.84,7.49,7.0
817,COOLCAPS,Unknown,Unknown,,-0.77,-7.362,-3.6,-14.94,-2.31,12.12,-23.3,0.0,
818,AMBEY,Unknown,Unknown,,-0.7769,-8.002,7.81,-28.66,5.77,25.4,-38.81,0.0,
819,CHAVDA,Unknown,Unknown,,-0.7783,-7.210000000000001,-8.45,-10.96,-4.71,7.96,-19.66,0.0,
820,CHEMBOND,Unknown,Unknown,,-0.7783,-7.210000000000001,-8.45,-10.96,-4.71,7.96,-19.66,0.0,
821,BRITANNIA,Consumer Defensive,Packaged Foods,1245529899008.0,-0.7797,-8.098,-43.2,-6.76,-8.99,5.91,-32.48,6.53,8.0
822,EXICOM,Unknown,Unknown,,-0.7853,-7.716,-22.47,-6.69,-8.4,11.47,-17.89,0.0,
823,HMT,Industrials,Farm & Heavy Construction Machinery,67272597504.0,-0.7877,-12.47,-41.21,-7.4,-15.85,10.31,-19.24,7.49,7.0
824,HDFCLIFE,Financial Services,Insurance - Life,1185605353472.0,-0.7935,-6.79,-45.7,-0.64,-10.89,-1.89,-2.69,3.68,11.0
825,HTMEDIA,Communication Services,Publishing,5158436864.0,-0.7944,-8.558000000000002,-2.72,-19.01,-1.59,9.16,-32.57,2.52,12.0
826,BALAJITELE,Unknown,Unknown,,-0.7978,-8.120000000000001,-16.75,-3.71,-11.06,1.13,-5.62,0.0,
827,ESCORTS,Industrials,Farm & Heavy Construction Machinery,301541097472.0,-0.8082,-12.168,-31.85,-13.08,-11.56,11.1,-36.03,7.49,7.0
828,BAJAJELEC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",35656364032.0,-0.8355,-11.79,-21.1,-18.39,-7.39,18.22,-52.5,5.0,9.0
829,BLUESTARCO,Industrials,Building Products & Equipment,325185863680.0,-0.8434,-13.376,-38.95,-12.62,-13.88,12.94,-35.41,7.49,7.0
830,DPABHUSHAN,Consumer Cyclical,Luxury Goods,20475502592.0,-0.8462,-12.532,-19.25,-18.13,-8.8,14.47,-39.66,5.0,9.0
831,ESFL,Unknown,Unknown,,-0.8547,-10.78,-25.77,-3.64,-15.54,5.73,-6.04,0.0,
832,CEWATER,Unknown,Unknown,,-0.8553,-8.558000000000002,-2.72,-19.01,-1.59,9.16,-32.57,0.0,
833,AVANTIFEED,Unknown,Unknown,,-0.8587,-9.616,-4.31,-19.69,-2.9,12.68,-29.24,0.0,
834,AVROIND,Unknown,Unknown,,-0.8613,-11.72,-20.29,-11.27,-12.02,15.86,-19.02,0.0,
835,BAIDFIN,Unknown,Unknown,,-0.8613,-11.72,-20.29,-11.27,-12.02,15.86,-19.02,0.0,
836,CIFL,Financial Services,Credit Services,9088148480.0,-0.8929,-13.646,-31.89,-12.35,-14.51,13.58,-27.14,3.68,11.0
837,DBCORP,Communication Services,Publishing,35929030656.0,-0.8954,-11.79,-21.1,-18.39,-7.39,18.22,-52.5,2.52,12.0
838,ANNAPURNA,Unknown,Unknown,,-0.92,-12.564,-24.0,-11.91,-13.0,13.23,-21.99,0.0,
839,FINOPB,Unknown,Unknown,,-0.9217,-13.722,-35.56,-0.42,-22.59,5.17,-0.66,0.0,
840,AARON,Industrials,Specialty Industrial Machinery,2401304320.0,-0.9373,-16.648,-39.03,-15.4,-17.48,11.4,-34.38,7.49,7.0
841,FORCEMOT,Unknown,Unknown,,-0.9378,-11.7,-20.41,-12.57,-11.12,6.98,-23.08,0.0,
842,DIGIDRIVE,Unknown,Unknown,,-0.9416,-12.108,-15.21,-19.59,-7.12,16.77,-41.86,0.0,
843,INDOTHAI,Financial Services,Capital Markets,29543598080.0,-0.9576,-15.468,-20.12,-25.29,-8.92,23.77,-57.05,3.68,11.0
844,CENTRALBK,Financial Services,Banks - Regional,278421110784.0,-0.9594,-13.064,-42.75,-12.77,-13.26,12.27,-41.17,3.68,11.0
845,EMAMILTD,Consumer Defensive,Household & Personal Products,172352028672.0,-0.9965,-14.206,-52.41,-15.16,-13.57,12.32,-58.56,6.53,8.0
846,DUGLOBAL,Unknown,Unknown,,-1.0005,-13.776,-19.72,-12.51,-14.62,1.75,-16.88,0.0,
847,IDBI,Financial Services,Banks - Regional,805677498368.0,-1.006,-16.907999999999998,-57.34,2.34,-29.74,-2.59,4.51,3.68,11.0
848,DCM,Industrials,Metal Fabrication,1734228864.0,-1.0061,-22.234,-31.15,-28.18,-18.27,30.22,-48.05,7.49,7.0
849,AQYLON,Unknown,Unknown,,-1.0141,-18.138,-30.76,20.73,-44.05,-26.76,14.47,0.0,
850,HINDPETRO,Energy,Oil & Gas Refining & Marketing,796656730112.0,-1.0292,-19.26,-56.31,-13.86,-22.86,9.66,-34.14,8.66,6.0
851,ICICIPRULI,Financial Services,Insurance - Life,675272523776.0,-1.0439,-13.382,-66.12,-6.32,-18.09,3.29,-23.1,3.68,11.0
852,CRAYONS,Unknown,Unknown,,-1.0451,-14.274,-18.75,-11.13,-16.37,-6.53,-12.75,0.0,
853,BCONCEPTS,Unknown,Unknown,,-1.05,-16.434,-21.25,-22.92,-12.11,20.18,-40.22,0.0,
854,ASHOKLEY,Industrials,Farm & Heavy Construction Machinery,831385305088.0,-1.0574,-19.26,-56.31,-13.86,-22.86,9.66,-34.14,7.49,7.0
855,EFACTOR,Unknown,Unknown,,-1.0784,-19.092,-27.45,-20.85,-17.92,23.03,-31.93,0.0,
856,ABAN,Unknown,Unknown,,-1.0858,-16.154,-38.5,-11.27,-19.41,7.01,-22.35,0.0,
857,INDOUS,Unknown,Unknown,,-1.1125,-16.855999999999998,-52.96,-4.61,-25.02,3.26,-9.76,0.0,
858,DRONE,Unknown,Unknown,,-1.1532,-18.658,-24.88,-26.65,-13.33,19.89,-49.74,0.0,
859,AVPINFRA,Unknown,Unknown,,-1.1871,-22.234,-31.15,-28.18,-18.27,30.22,-48.05,0.0,
860,FIBERWEB,Consumer Cyclical,Textile Manufacturing,805879936.0,-1.1958,-23.824,-54.85,-23.08,-24.32,24.86,-52.05,5.0,9.0
861,AVONMORE,Unknown,Unknown,,-1.2506,-21.798,-47.96,-13.74,-27.17,7.68,-24.25,0.0,
862,GSLSU,Unknown,Unknown,,-1.3017,-21.826,-64.09,-11.89,-28.45,8.36,-26.79,0.0,
863,BEWLTD,Unknown,Unknown,,-1.354,-27.324,-48.07,-24.57,-29.16,24.35,-40.5,0.0,
864,ABINFRA,Unknown,Unknown,,-1.6522,-33.745999999999995,-77.97,-27.77,-37.73,24.03,-57.39,0.0,
865,INFOLLION,Unknown,Unknown,,-1.688,-34.176,-87.51,-24.15,-40.86,20.26,-51.72,0.0,
866,ABCOTS,Consumer Cyclical,Textile Manufacturing,4387892224.0,-1.9549,-46.972,-97.67,-46.93,-47.0,42.07,-97.53,5.0,9.0
867,ADVANIHOTR,Consumer Cyclical,Lodging,4809574912.0,-1.9549,-46.972,-97.67,-46.93,-47.0,42.07,-97.53,5.0,9.0
868,GICL,Unknown,Unknown,,-1.9707,-39.764,-68.69,-34.85,-43.04,-3.73,-55.62,0.0,
