ALPHA_RANK,Symbol,Sector,Industry,Market_Cap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,ENTRY_SCORE,ADV_RUPEES,AVG_20D_VOLUME,LIQUIDITY_SCORE,LIQUIDITY_BUCKET,Industry_MASTER,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,FACTOR_ENTRY,FACTOR_LIQUIDITY,FACTOR_MARKET_CAP,MULTI_FACTOR_SCORE,FACTOR_RANK
266,IGL,Utilities,Utilities - Regulated Gas,227038248960.0,0.1712,5.811999999999999,29.41,1.39,8.76,1.8,4.67,18.74,1.0,3.0,731327588.89,4509636.0,80.80000000000001,HIGH,Unknown,39.85,45.69,63.45,3.983333333333334,47.72,90.86,98.48,3.0,80.8,62.182741116751274,49.85,165
316,GPIL,Basic Materials,Steel,180280557568.0,0.0709,10.804,49.54,-2.15,19.44,0.18,-5.48,9.45,5.0,2.0,1316200865.87,4749913.0,87.53333333333333,HIGH,Unknown,55.58,63.45,57.36,5.823333333333334,59.9,8.76,75.0,2.0,87.53,55.0761421319797,49.75,166
354,GESHIP,Industrials,Marine Shipping,195276947456.0,0.0104,9.918,30.83,6.12,12.45,-2.14,15.16,7.49,7.0,2.0,3603346605.36,2634410.0,95.46666666666668,HIGH,Capital Goods,53.05,46.95,53.81,5.476666666666667,58.12,78.43,53.3,2.0,95.47,58.37563451776649,49.62,167
384,FEDERALBNK,Financial Services,Banks - Regional,766864261120.0,-0.0251,9.578,39.12,7.04,11.27,-0.96,24.44,3.68,11.0,8.0,6159272421.19,19798368.0,98.4,HIGH,Unknown,52.03,54.57,49.49,5.783333333333332,59.64,69.8,10.28,8.0,98.4,82.74111675126903,49.35,168
309,BATAINDIA,Consumer Cyclical,Footwear & Accessories,85348712448.0,0.0777,13.004,61.56,3.35,19.44,-6.4,10.61,5.0,9.0,0.0,85171283.85,128260.0,49.53333333333333,LOW,FMCG – Food,60.03,70.94,58.25,5.463333333333334,57.74,84.14,28.05,0.0,49.53,34.77157360406091,49.12,169
370,ABCAPITAL,Financial Services,Financial Conglomerates,898488401920.0,-0.0075,11.936,46.09,6.35,15.66,-7.18,18.69,3.68,11.0,2.0,1220882158.79,3562539.0,86.73333333333333,HIGH,Unknown,57.87,60.53,51.78,4.9433333333333325,54.06,74.37,10.28,2.0,86.73,84.51776649746193,49.0,170
355,GMRAIRPORT,Industrials,Airports & Air Services,1065611821056.0,0.0101,9.942,28.51,9.3,10.37,-6.86,25.57,7.49,7.0,4.0,2332907807.62,23116408.0,92.33333333333331,HIGH,Capital Goods,53.3,44.67,53.55,4.2700000000000005,50.25,69.04,53.3,4.0,92.33,86.5482233502538,48.88,171
385,INDIANB,Financial Services,Banks - Regional,1122627092480.0,-0.0257,9.972,45.9,5.13,13.2,-2.58,17.84,3.68,11.0,2.0,3275271355.1,3929775.0,95.0,HIGH,Unknown,53.68,59.77,49.24,5.249999999999999,55.96,75.76,10.28,2.0,95.0,88.07106598984772,48.83,172
310,ASKAUTOLTD,Consumer Cyclical,Auto Parts,84367171584.0,0.0777,13.004,61.56,3.35,19.44,-6.4,10.61,5.0,9.0,0.0,51599644.77,120574.0,41.66666666666667,LOW,FMCG – Food,60.03,70.94,58.25,5.463333333333334,57.74,84.14,28.05,0.0,41.67,34.263959390862944,48.7,173
417,ETERNAL,Consumer Cyclical,Internet Retail,2204695265280.0,-0.0879,8.626,34.0,1.75,13.21,1.41,4.5,5.0,9.0,0.0,6487759719.05,27054878.0,98.53333333333332,HIGH,FMCG – Food,49.49,49.24,45.69,5.456666666666667,57.36,91.37,28.05,0.0,98.53,94.41624365482234,48.58,174
327,HEXT,Technology,Information Technology Services,314144686080.0,0.0495,9.557999999999998,31.55,-1.56,16.97,2.48,-2.9,11.6,2.0,4.0,286544641.01,555912.0,69.6,MEDIUM,IT Services,51.78,47.72,56.35,5.963333333333332,61.17,5.46,94.29,4.0,69.6,68.02030456852792,48.51,175
367,GICRE,Financial Services,Insurance - Reinsurance,666759725056.0,-0.0037,9.252,55.7,2.67,13.64,1.2,10.9,3.68,11.0,0.0,117386381.77,308871.0,54.400000000000006,MEDIUM,Unknown,50.76,67.26,52.28,5.836666666666667,60.15,83.5,10.28,0.0,54.4,79.94923857868021,48.23,176
359,AARTIIND,Basic Materials,Specialty Chemicals,157262331904.0,0.0026,9.684,35.1,1.59,15.08,-4.41,3.7,9.45,5.0,2.0,266152857.21,613750.0,68.2,MEDIUM,Unknown,52.28,50.25,53.3,4.086666666666667,48.98,93.4,75.0,2.0,68.2,50.0,47.95,177
364,ARVINDFASN,Consumer Cyclical,Apparel Manufacturing,59790561280.0,0.0007,11.37,41.48,3.78,16.43,-1.27,9.54,5.0,9.0,2.0,83545924.03,186757.0,49.13333333333333,LOW,FMCG – Food,56.35,56.09,52.79,6.3133333333333335,64.21,85.53,28.05,2.0,49.13,26.903553299492383,47.24,178
320,BOMDYEING,Consumer Cyclical,Textile Manufacturing,25785880576.0,0.0629,15.458,39.1,10.61,18.69,-13.0,22.2,5.0,9.0,5.0,121349085.91,971959.0,55.266666666666666,MEDIUM,FMCG – Food,65.61,54.19,56.85,5.433333333333334,56.98,71.7,28.05,5.0,55.27,13.451776649746192,47.2,179
365,GANECOS,Consumer Cyclical,Textile Manufacturing,24414337024.0,-0.0017,13.11,46.87,-8.94,27.81,10.41,-15.07,5.0,9.0,0.0,214905528.76,235577.0,64.73333333333333,MEDIUM,FMCG – Food,60.66,61.42,52.54,9.76,75.38,20.81,28.05,0.0,64.73,12.944162436548224,47.15,180
349,HAPPSTMNDS,Technology,Information Technology Services,52418875392.0,0.0204,8.517999999999999,30.1,0.94,13.57,-2.0,2.08,11.6,2.0,0.0,289734599.21,830542.0,69.86666666666666,MEDIUM,IT Services,49.24,45.94,54.31,4.17,50.0,95.69,94.29,0.0,69.87,25.380710659898476,47.1,181
409,DMART,Consumer Defensive,Discount Stores,2637227360256.0,-0.0651,6.351999999999999,53.17,-5.9,14.52,8.9,-21.6,6.53,8.0,0.0,1801003906.38,445418.0,90.26666666666668,HIGH,FMCG – Food,42.89,65.23,47.21,5.84,60.41,26.14,38.83,0.0,90.27,95.68527918781726,47.03,182
258,GUJGASLTD,Utilities,Utilities - Regulated Gas,357747425280.0,0.1883,7.784000000000001,18.96,9.14,6.88,-8.53,25.19,18.74,1.0,2.0,230020361.54,603253.0,66.0,MEDIUM,Unknown,47.21,36.04,64.21,2.4966666666666666,38.83,69.29,98.48,2.0,66.0,71.57360406091371,46.86,183
302,GLOBUSSPR,Consumer Defensive,Beverages - Wineries & Distilleries,24385118208.0,0.0999,15.458,39.1,10.61,18.69,-13.0,22.2,6.53,8.0,0.0,58565204.61,69812.0,43.86666666666667,LOW,FMCG – Food,65.61,54.19,59.14,5.433333333333334,56.98,71.7,38.83,0.0,43.87,12.690355329949238,46.84,184
373,HAL,Industrials,Aerospace & Defense,2821695471616.0,-0.012,8.892,46.09,-0.03,14.84,-1.23,-0.09,7.49,7.0,2.0,5408068283.79,1281776.0,98.0,HIGH,Capital Goods,49.75,60.53,51.52,4.526666666666666,51.27,0.76,53.3,2.0,98.0,96.44670050761421,46.8,185
389,AFFLE,Communication Services,Advertising Agencies,205630652416.0,-0.0361,11.636,43.21,6.47,15.08,-4.79,18.54,2.52,12.0,4.0,290548360.94,198720.0,70.0,MEDIUM,Unknown,56.6,57.61,48.98,5.586666666666667,59.39,74.62,0.89,4.0,70.0,59.64467005076142,46.78,186
368,FIEMIND,Consumer Cyclical,Auto Parts,58903400448.0,-0.0048,11.014,36.87,5.98,14.37,-2.14,15.34,5.0,9.0,4.0,121512433.8,54295.0,55.333333333333336,MEDIUM,FMCG – Food,55.84,51.52,52.03,6.07,62.18,78.17,28.05,4.0,55.33,26.649746192893403,46.38,187
419,CCL,Consumer Defensive,Packaged Foods,159112495104.0,-0.0901,6.836,34.38,0.38,11.14,2.81,1.17,6.53,8.0,10.0,750433385.66,628820.0,81.33333333333333,HIGH,FMCG – Food,44.92,49.49,45.43,4.776666666666667,53.05,97.97,38.83,10.0,81.33,50.76142131979695,46.33,188
304,INDOSTAR,Financial Services,Credit Services,38928101376.0,0.0947,17.945999999999998,30.43,20.37,16.33,-20.25,37.95,3.68,11.0,5.0,50996969.49,211676.0,41.6,LOW,Unknown,71.32,46.45,58.88,5.483333333333334,58.38,57.36,10.28,5.0,41.6,20.050761421319795,46.01,189
415,INDHOTEL,Consumer Cyclical,Lodging,947792314368.0,-0.0799,8.008,37.81,4.0,10.68,-2.71,14.16,5.0,9.0,4.0,1491237438.86,2239600.0,88.86666666666667,HIGH,FMCG – Food,47.97,52.54,46.19,3.9899999999999998,47.97,79.44,28.05,4.0,88.87,85.0253807106599,45.95,190
374,GRAVITA,Industrials,Metal Fabrication,115075039232.0,-0.0132,9.312,32.88,4.59,12.46,-2.7,12.11,7.49,7.0,2.0,246636217.94,156109.0,67.06666666666666,MEDIUM,Capital Goods,51.02,48.48,51.27,4.783333333333334,53.3,82.23,53.3,2.0,67.07,40.609137055837564,45.87,191
328,DIVGIITTS,Consumer Cyclical,Auto Parts,23810338816.0,0.0459,15.098,37.32,11.0,17.83,-14.06,23.03,5.0,9.0,8.0,53270998.31,68423.0,42.4,LOW,FMCG – Food,64.97,52.03,56.09,4.923333333333333,53.81,71.07,28.05,8.0,42.4,12.18274111675127,45.81,192
300,INDIGOPNTS,Basic Materials,Specialty Chemicals,46557667328.0,0.102,12.094,34.8,11.74,12.33,-14.7,33.14,9.45,5.0,4.0,140094396.42,143458.0,58.2,MEDIUM,Unknown,58.38,50.0,59.39,3.1233333333333335,43.15,61.42,75.0,4.0,58.2,23.604060913705585,45.78,193
360,ASAHIINDIA,Consumer Cyclical,Auto Parts,222602428416.0,0.0019,11.7,36.03,9.27,13.32,-8.57,25.07,5.0,9.0,2.0,118336371.27,135520.0,54.6,MEDIUM,FMCG – Food,56.85,50.76,53.05,4.673333333333333,52.54,69.54,28.05,2.0,54.6,61.6751269035533,45.71,194
332,AJANTPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,384164528128.0,0.0331,8.322,21.67,11.73,6.05,-9.32,42.01,9.76,4.0,4.0,397156685.05,129161.0,73.8,MEDIUM,Pharma – Formulations,48.73,38.58,55.58,2.8200000000000003,41.62,54.82,87.18,4.0,73.8,72.58883248730965,45.63,195
381,APLLTD,Healthcare,Drug Manufacturers - Specialty & Generic,144906338304.0,-0.0208,6.671999999999999,35.89,0.75,10.62,0.34,2.53,9.76,4.0,0.0,136022617.25,184512.0,57.53333333333334,MEDIUM,Pharma – Formulations,44.16,50.51,49.75,3.903333333333333,47.21,94.92,87.18,0.0,57.53,48.47715736040609,45.47,196
376,AWFIS,Industrials,Rental & Leasing Services,20849934336.0,-0.0144,11.77,44.57,-9.17,25.73,5.29,-15.88,7.49,7.0,0.0,155634569.93,534184.0,59.86666666666667,MEDIUM,Capital Goods,57.11,58.12,50.89,7.283333333333334,66.88,22.08,53.3,0.0,59.87,10.152284263959391,45.2,197
411,DELTACORP,Consumer Cyclical,Resorts & Casinos,17137350656.0,-0.0723,12.704,31.51,1.58,20.12,-5.71,2.47,5.0,9.0,2.0,582252134.4,9097690.0,78.53333333333333,HIGH,FMCG – Food,58.88,47.46,46.95,5.330000000000001,56.6,95.18,28.05,2.0,78.53,7.3604060913705585,45.05,198
312,CASTROLIND,Energy,Oil & Gas Refining & Marketing,180603846656.0,0.0743,6.158,55.84,4.43,7.31,-3.49,33.84,8.66,6.0,2.0,137219413.24,751517.0,57.66666666666666,MEDIUM,Oil Exploration,41.5,67.64,57.87,2.7499999999999996,40.99,60.53,65.74,2.0,57.67,55.32994923857868,45.02,199
344,JAGRAN,Communication Services,Publishing,13629510656.0,0.0239,14.407999999999998,62.7,-1.57,25.06,-1.22,-3.93,2.52,12.0,2.0,70082396.03,1119170.0,46.6,LOW,Unknown,63.07,72.21,54.82,7.423333333333333,67.39,6.47,0.89,2.0,46.6,5.83756345177665,44.41,200
375,ELECTCAST,Industrials,Building Products & Equipment,43730374656.0,-0.0144,11.986,37.21,-3.29,22.17,-0.02,-5.52,7.49,7.0,0.0,225771057.23,3191562.0,65.4,MEDIUM,Capital Goods,58.12,51.78,50.89,6.286666666666668,63.96,9.14,53.3,0.0,65.4,22.33502538071066,44.37,201
427,DELHIVERY,Industrials,Integrated Freight & Logistics,322772107264.0,-0.1027,6.294,34.74,0.39,10.23,-1.2,1.32,7.49,7.0,0.0,1070869314.28,2484039.0,85.39999999999999,HIGH,Capital Goods,42.64,49.75,44.54,3.1400000000000006,43.65,97.46,53.3,0.0,85.4,68.78172588832487,44.26,202
342,ARMANFIN,Financial Services,Credit Services,16860419072.0,0.0243,15.506,40.18,10.97,18.53,-15.55,23.79,3.68,11.0,2.0,79951712.62,49861.0,48.4,LOW,Unknown,66.24,55.33,55.08,4.6499999999999995,52.03,70.3,10.28,2.0,48.4,7.1065989847715745,44.0,203
426,GLENMARK,Healthcare,Drug Manufacturers - Specialty & Generic,605151363072.0,-0.1027,5.677999999999999,28.85,0.89,8.87,-4.93,2.89,9.76,4.0,2.0,1738882086.61,810894.0,89.93333333333334,HIGH,Pharma – Formulations,39.09,44.92,44.54,1.61,33.5,94.67,87.18,2.0,89.93,78.42639593908629,43.78,204
430,IDFCFIRSTB,Financial Services,Banks - Regional,628679311360.0,-0.1061,9.508,23.86,10.39,8.92,-8.16,27.79,3.68,11.0,5.0,1966575709.29,26943085.0,91.13333333333333,HIGH,Unknown,51.52,41.12,43.91,3.7166666666666672,46.7,67.01,10.28,5.0,91.13,78.93401015228426,43.08,205
337,FDC,Healthcare,Drug Manufacturers - Specialty & Generic,61989937152.0,0.0316,10.108,29.31,10.72,9.7,-15.92,32.4,9.76,4.0,4.0,232385260.66,610336.0,66.2,MEDIUM,Pharma – Formulations,54.31,45.43,55.33,1.5000000000000007,32.74,62.18,87.18,4.0,66.2,27.66497461928934,43.07,206
348,EQUITASBNK,Financial Services,Banks - Regional,84086423552.0,0.0205,17.368,15.23,28.15,10.18,-30.36,42.1,3.68,11.0,8.0,290208037.57,3947335.0,69.93333333333334,MEDIUM,Unknown,70.81,34.26,54.57,2.6566666666666663,40.1,54.57,10.28,8.0,69.93,34.01015228426396,42.62,207
378,CLEAN,Basic Materials,Specialty Chemicals,79982911488.0,-0.0158,8.318,23.85,7.91,8.59,-7.85,21.97,9.45,5.0,2.0,207735667.12,276042.0,64.13333333333333,MEDIUM,Unknown,48.48,40.86,50.51,2.8833333333333333,42.13,72.59,75.0,2.0,64.13,32.99492385786802,42.42,208
469,BHARATFORG,Consumer Cyclical,Auto Parts,931890331648.0,-0.1622,6.960000000000001,23.94,5.79,7.74,-6.43,17.91,5.0,9.0,8.0,1865547696.23,957084.0,90.46666666666668,HIGH,FMCG – Food,45.43,41.37,41.12,2.366666666666667,38.32,75.38,28.05,8.0,90.47,84.77157360406092,41.97,209
379,FINEORG,Basic Materials,Specialty Chemicals,144604708864.0,-0.0181,7.377999999999999,38.03,4.06,9.59,-8.31,16.1,9.45,5.0,4.0,51916007.75,11008.0,41.93333333333334,LOW,Unknown,46.83,53.17,50.13,1.7799999999999994,34.39,76.78,75.0,4.0,41.93,47.96954314720812,41.93,210
413,BEML,Industrials,Conglomerates,147471499264.0,-0.0748,7.882,30.48,-0.56,13.51,2.66,-1.26,7.49,7.0,4.0,409338722.73,231186.0,74.66666666666667,MEDIUM,Capital Goods,47.46,46.7,46.7,5.203333333333333,55.58,3.05,53.3,4.0,74.67,48.73096446700508,41.83,211
392,EPL,Consumer Cyclical,Packaging & Containers,68610306048.0,-0.0398,9.483999999999998,45.8,-0.65,16.24,3.16,-1.83,5.0,9.0,0.0,125670203.6,586641.0,55.8,MEDIUM,FMCG – Food,51.27,59.14,48.48,6.25,62.94,4.31,28.05,0.0,55.8,29.695431472081218,41.78,212
380,BASF,Basic Materials,Specialty Chemicals,142236614656.0,-0.0181,7.377999999999999,38.03,4.06,9.59,-8.31,16.1,9.45,5.0,0.0,92424664.8,28127.0,51.0,LOW,Unknown,46.83,53.17,50.13,1.7799999999999994,34.39,76.78,75.0,0.0,51.0,46.954314720812185,41.73,213
404,ATUL,Basic Materials,Specialty Chemicals,195537420288.0,-0.0601,6.542,27.66,4.52,7.89,-6.35,15.84,9.45,5.0,2.0,140927980.95,21219.0,58.333333333333336,MEDIUM,Unknown,43.4,44.16,47.46,2.02,36.04,77.16,75.0,2.0,58.33,58.629441624365484,41.38,214
402,NITINSPIN,Consumer Cyclical,Textile Manufacturing,29464901632.0,-0.057,9.116,42.21,4.67,12.08,-6.39,16.32,5.0,9.0,7.0,89378149.28,170536.0,50.13333333333333,LOW,FMCG – Food,50.0,56.6,47.72,3.453333333333333,45.43,76.4,28.05,7.0,50.13,15.228426395939088,41.33,215
445,ACE,Industrials,Farm & Heavy Construction Machinery,104475828224.0,-0.1251,5.806,25.95,0.52,9.33,2.0,1.45,7.49,7.0,2.0,231361084.43,263569.0,66.13333333333333,MEDIUM,Capital Goods,39.59,43.4,42.13,3.9499999999999997,47.46,96.95,53.3,2.0,66.13,38.07106598984771,41.22,216
498,INDIGO,Industrials,Airlines,1749586542592.0,-0.2217,3.446,13.19,0.74,5.25,1.78,1.86,7.49,7.0,2.0,4281057119.02,946111.0,96.8,HIGH,Capital Goods,34.52,32.23,38.07,2.5900000000000003,39.09,96.45,53.3,2.0,96.8,92.89340101522842,41.1,217
391,ASTRAZEN,Healthcare,Drug Manufacturers - Specialty & Generic,207212494848.0,-0.0372,6.112,25.27,6.31,5.98,-5.9,26.67,9.76,4.0,2.0,92330989.02,11140.0,50.93333333333333,LOW,Pharma – Formulations,41.12,43.15,48.73,2.1299999999999994,36.29,67.77,87.18,2.0,50.93,59.89847715736041,41.08,218
414,IRB,Industrials,Infrastructure Operations,247840571392.0,-0.0772,6.845999999999999,36.37,-0.06,11.45,0.88,-0.19,7.49,7.0,0.0,792417727.35,38616847.0,81.93333333333334,HIGH,Capital Goods,45.18,51.02,46.45,4.09,49.24,1.02,53.3,0.0,81.93,63.70558375634518,41.01,219
397,CUB,Financial Services,Banks - Regional,188113338368.0,-0.046,6.158,55.84,4.43,7.31,-3.49,33.84,3.68,11.0,0.0,395406531.76,1561946.0,73.73333333333333,MEDIUM,Unknown,41.5,67.64,47.97,2.7499999999999996,40.99,60.53,10.28,0.0,73.73,56.09137055837563,40.81,220
428,ERIS,Healthcare,Drug Manufacturers - Specialty & Generic,189407592448.0,-0.1045,6.042,16.68,5.85,6.17,-7.51,15.81,9.76,4.0,4.0,247081941.93,180761.0,67.13333333333334,MEDIUM,Pharma – Formulations,40.61,34.77,44.16,1.5033333333333332,32.99,77.41,87.18,4.0,67.13,56.852791878172596,40.03,221
433,EVEREADY,Industrials,Electrical Equipment & Parts,24288448512.0,-0.1109,5.627999999999999,22.91,2.01,8.04,3.76,5.73,7.49,7.0,7.0,56871560.42,170198.0,43.4,LOW,Capital Goods,38.83,39.85,43.15,4.603333333333333,51.52,90.36,53.3,7.0,43.4,12.436548223350254,39.77,222
422,DRREDDY,Healthcare,Drug Manufacturers - Specialty & Generic,1058948972544.0,-0.0943,5.712,11.67,9.57,3.14,-10.75,35.56,9.76,4.0,2.0,2443508189.1,1921450.0,92.73333333333332,HIGH,Pharma – Formulations,39.34,29.44,45.18,0.6533333333333337,26.4,58.63,87.18,2.0,92.73,86.29441624365482,39.7,223
506,AMBER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",268916736000.0,-0.2267,5.396,12.11,4.58,5.94,-1.07,9.34,5.0,9.0,4.0,4023016337.5,527609.0,96.26666666666668,HIGH,FMCG – Food,38.32,30.46,37.06,3.15,43.91,85.79,28.05,4.0,96.27,65.22842639593908,39.35,224
479,CREDITACC,Financial Services,Credit Services,202949427200.0,-0.1885,8.22,24.17,4.59,10.64,-6.27,10.43,3.68,11.0,2.0,244812506.38,193100.0,66.93333333333334,MEDIUM,Unknown,48.22,41.88,39.85,2.986666666666667,42.89,84.52,10.28,2.0,66.93,59.13705583756346,39.31,225
436,INDRAMEDCO,Healthcare,Medical Care Facilities,34909077504.0,-0.116,4.694,13.14,3.17,5.71,1.75,7.3,9.76,4.0,1.0,155417822.06,408135.0,59.8,MEDIUM,Pharma – Formulations,36.29,31.98,42.64,3.543333333333333,45.94,88.83,87.18,1.0,59.8,17.512690355329948,39.17,226
394,HITECH,Basic Materials,Steel,17615519744.0,-0.0415,7.903999999999999,28.2,-0.67,13.62,2.05,-1.39,9.45,5.0,2.0,72305941.4,832059.0,46.93333333333333,LOW,Unknown,47.72,44.42,48.22,5.0,54.57,3.81,75.0,2.0,46.93,7.868020304568528,39.14,227
416,HIKAL,Healthcare,Drug Manufacturers - Specialty & Generic,21985757184.0,-0.0874,7.328,18.42,4.55,9.18,-6.7,9.13,9.76,4.0,2.0,53817496.72,301820.0,42.6,LOW,Pharma – Formulations,46.45,35.53,45.94,2.3433333333333333,37.82,86.04,87.18,2.0,42.6,10.65989847715736,38.9,228
435,AWL,Consumer Defensive,Packaged Foods,242117459968.0,-0.1151,6.656,38.47,-1.27,11.94,0.25,-4.09,6.53,8.0,0.0,285321035.1,1524640.0,69.33333333333334,MEDIUM,FMCG – Food,43.91,53.81,42.89,3.64,46.19,7.11,38.83,0.0,69.33,62.944162436548226,38.7,229
452,GNFC,Basic Materials,Chemicals,72529928192.0,-0.1328,5.0,24.8,1.16,7.56,-4.41,3.8,9.45,5.0,2.0,409252230.3,829117.0,74.6,MEDIUM,Unknown,37.69,42.51,41.88,1.4366666666666663,31.6,92.77,75.0,2.0,74.6,31.218274111675125,38.58,230
462,CMSINFO,Industrials,Specialty Business Services,47884828672.0,-0.1411,4.776,29.07,0.39,7.7,0.82,1.47,7.49,7.0,0.0,115526422.26,397203.0,54.13333333333333,MEDIUM,Capital Goods,36.8,45.18,41.37,2.97,42.64,96.7,53.3,0.0,54.13,24.111675126903553,38.25,231
444,ENDURANCE,Consumer Cyclical,Auto Parts,352008765440.0,-0.1247,9.212,23.49,11.12,7.94,-16.54,32.9,5.0,9.0,4.0,345011291.62,137867.0,72.13333333333334,MEDIUM,FMCG – Food,50.51,40.61,42.39,0.8399999999999999,28.17,61.68,28.05,4.0,72.13,71.06598984771574,37.99,232
425,BIKAJI,Consumer Defensive,Packaged Foods,168031010816.0,-0.0979,5.98,40.19,-0.23,10.12,1.76,-0.91,6.53,8.0,4.0,114574343.4,170968.0,54.0,MEDIUM,FMCG – Food,40.36,55.58,44.92,3.883333333333333,46.95,1.9,38.83,4.0,54.0,52.79187817258884,37.96,233
459,ARE&M,Industrials,Electrical Equipment & Parts,148442710016.0,-0.1374,6.644,30.89,-1.3,11.94,-2.0,-3.36,7.49,7.0,2.0,1020932489.82,1258779.0,84.86666666666667,HIGH,Capital Goods,43.65,47.21,41.62,2.8799999999999994,41.88,5.84,53.3,2.0,84.87,48.984771573604064,37.92,234
475,ARIHANTSUP,Real Estate,Real Estate - Development,10838448128.0,-0.1768,8.378,23.06,3.5,11.63,-2.96,6.94,3.87,10.0,0.0,131546834.7,524928.0,56.86666666666667,MEDIUM,Residential,48.98,40.36,40.61,4.0566666666666675,48.48,89.59,19.92,0.0,56.87,3.0456852791878175,37.67,235
431,HEMIPROP,Real Estate,Real Estate - Diversified,39424196608.0,-0.1066,10.002,19.62,12.69,8.21,-10.98,30.33,3.87,10.0,2.0,91005701.05,658174.0,50.4,LOW,Residential,54.06,36.55,43.65,3.306666666666666,44.67,64.72,19.92,2.0,50.4,20.304568527918782,37.5,236
481,AEGISVOPAK,Energy,Oil & Gas Equipment & Services,219216134144.0,-0.1933,4.762,14.07,1.75,6.77,-4.04,3.64,8.66,6.0,4.0,93547924.62,472822.0,51.26666666666667,LOW,Oil Exploration,36.55,33.25,39.59,1.4933333333333332,32.49,93.65,65.74,4.0,51.27,61.42131979695431,37.43,237
470,HGINFRA,Industrials,Engineering & Construction,36316602368.0,-0.1642,6.715999999999999,33.39,-7.54,16.22,2.27,-15.52,7.49,7.0,0.0,212970195.08,382181.0,64.66666666666666,MEDIUM,Capital Goods,44.42,48.98,40.86,3.65,46.45,21.07,53.3,0.0,64.67,18.274111675126903,36.89,238
476,GREENLAM,Consumer Cyclical,"Furnishings, Fixtures & Appliances",61153796096.0,-0.1774,6.526,14.08,7.69,5.75,-3.9,18.82,5.0,9.0,4.0,157478755.17,657038.0,60.06666666666667,MEDIUM,FMCG – Food,43.15,33.5,40.36,3.18,44.16,74.11,28.05,4.0,60.07,27.157360406091367,36.79,239
432,IPL,Basic Materials,Agricultural Inputs,18390460416.0,-0.1073,6.776,19.18,5.39,7.7,-9.35,13.42,9.45,5.0,4.0,59796113.04,374451.0,44.13333333333333,LOW,Unknown,44.67,36.29,43.4,1.2466666666666668,29.44,80.71,75.0,4.0,44.13,8.629441624365482,35.92,240
504,360ONE,Financial Services,Asset Management,427623907328.0,-0.226,6.268000000000001,19.63,6.82,5.9,-8.84,22.7,3.68,11.0,2.0,861821544.0,819222.0,83.06666666666666,HIGH,Unknown,42.13,36.8,37.56,1.2933333333333337,29.7,71.32,10.28,2.0,83.07,75.63451776649747,35.77,241
482,ATULAUTO,Consumer Cyclical,Auto Manufacturers,12476976128.0,-0.1942,7.276,20.8,3.61,9.72,-5.37,7.73,5.0,9.0,2.0,102780854.36,228605.0,52.400000000000006,MEDIUM,FMCG – Food,46.07,37.94,39.34,2.6533333333333333,39.72,87.69,28.05,2.0,52.4,4.568527918781726,35.45,242
477,ENTERO,Healthcare,Medical Distribution,49410539520.0,-0.178,4.425999999999999,30.28,-8.06,12.75,1.92,-19.14,9.76,4.0,0.0,219250967.55,193105.0,64.93333333333334,MEDIUM,Pharma – Formulations,35.28,46.19,40.1,2.203333333333333,36.55,24.87,87.18,0.0,64.93,24.873096446700508,35.33,243
522,CHALET,Consumer Cyclical,Lodging,162909732864.0,-0.251,4.124,22.63,0.14,6.78,-0.28,0.47,5.0,9.0,0.0,93065910.11,125105.0,51.06666666666667,LOW,FMCG – Food,34.77,39.59,36.04,2.2133333333333334,36.8,98.86,28.05,0.0,51.07,51.52284263959391,35.22,244
495,EDELWEISS,Financial Services,Financial Conglomerates,101449261056.0,-0.2186,6.066000000000001,27.41,-1.92,11.39,4.35,-4.62,3.68,11.0,0.0,320630214.2,2991512.0,71.46666666666667,MEDIUM,Unknown,40.86,43.91,38.58,4.6066666666666665,51.78,7.36,10.28,0.0,71.47,36.80203045685279,34.89,245
503,GMRP&UI,Energy,Thermal Coal,81889689600.0,-0.2249,3.342,9.69,1.77,4.39,-2.11,3.91,8.66,6.0,2.0,289365104.43,2759801.0,69.8,MEDIUM,Oil Exploration,34.01,28.43,37.82,1.3500000000000003,29.95,92.39,65.74,2.0,69.8,33.24873096446701,34.86,246
551,IREDA,Financial Services,Credit Services,338737135616.0,-0.2936,4.908,38.02,-8.31,13.72,1.66,-23.03,3.68,11.0,0.0,951150687.64,7888130.0,84.13333333333334,HIGH,Unknown,37.31,52.79,33.5,2.356666666666667,38.07,27.66,10.28,0.0,84.13,70.05076142131979,34.8,247
532,DCMSHRIRAM,Industrials,Conglomerates,159879069696.0,-0.2653,1.629999999999999,32.07,-10.94,10.01,10.86,-35.05,7.49,7.0,0.0,55276952.5,53537.0,43.0,LOW,Capital Goods,30.96,48.22,35.28,3.31,44.92,34.01,53.3,0.0,43.0,51.01522842639594,34.57,248
