ALPHA_RANK,Symbol,Sector,Industry,Market_Cap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,ENTRY_SCORE,ADV_RUPEES,AVG_20D_VOLUME,LIQUIDITY_SCORE,LIQUIDITY_BUCKET,Industry_MASTER,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,FACTOR_ENTRY,FACTOR_LIQUIDITY,FACTOR_MARKET_CAP,MULTI_FACTOR_SCORE,FACTOR_RANK
727,BRIGADE,Real Estate,Real Estate - Development,158563844096.0,-0.5657,-3.964,8.54,-14.26,2.9,14.89,-42.0,3.87,10.0,0.0,152081237.83,234621.0,59.46666666666667,MEDIUM,Residential,13.45,26.9,11.17,1.176666666666667,29.19,36.29,19.92,0.0,59.47,50.50761421319797,21.09,332
667,ASTRAL,Industrials,Building Products & Equipment,403378241536.0,-0.4642,-2.054,-9.8,-0.32,-3.21,-2.7,-0.98,7.49,7.0,0.0,1117898131.35,744521.0,85.93333333333332,HIGH,Capital Goods,17.77,14.21,19.54,-2.0766666666666667,11.17,2.54,53.3,0.0,85.93,73.85786802030458,21.01,333
680,INDIAMART,Communication Services,Internet Content & Information,120878702592.0,-0.4796,-0.2340000000000002,8.1,-3.75,2.11,3.76,-14.39,2.52,12.0,0.0,110823159.0,55136.0,53.6,MEDIUM,Unknown,23.6,26.4,17.26,0.7066666666666666,26.9,19.8,0.89,0.0,53.6,41.370558375634516,20.8,334
702,IIFLCAPS,Financial Services,Capital Markets,107058626560.0,-0.5184,-0.4119999999999999,-4.94,1.31,-1.56,-7.73,4.15,3.68,11.0,4.0,228247677.75,664476.0,65.73333333333333,MEDIUM,Unknown,22.21,16.88,14.47,-2.66,9.26,92.01,10.28,4.0,65.73,39.08629441624365,20.72,335
733,BEL,Industrials,Aerospace & Defense,2984948269056.0,-0.5765,-5.366,-19.47,-5.09,-5.55,5.24,-17.86,7.49,7.0,0.0,4970897607.71,12173130.0,97.6,HIGH,Capital Goods,10.15,7.87,10.15,-1.8,12.18,23.86,53.3,0.0,97.6,96.95431472081218,20.36,336
671,GHCL,Basic Materials,Chemicals,39686094848.0,-0.4672,-3.938,-1.23,-9.29,-0.37,7.09,-30.82,9.45,5.0,0.0,133384820.03,308084.0,56.99999999999999,MEDIUM,Unknown,13.71,19.29,19.04,-0.8566666666666661,17.01,30.71,75.0,0.0,57.0,20.558375634517766,20.36,337
689,ITCHOTELS,Consumer Cyclical,Resorts & Casinos,313446268928.0,-0.4889,-1.718,-5.36,-1.64,-1.77,1.33,-4.97,5.0,9.0,0.0,413068415.91,2745006.0,74.8,MEDIUM,FMCG – Food,18.53,16.5,15.99,-0.6933333333333334,18.02,8.12,28.05,0.0,74.8,67.76649746192894,20.17,338
703,BALKRISIND,Consumer Cyclical,Auto Parts,402718359552.0,-0.5187,-2.296,-4.83,-3.25,-1.66,1.12,-9.46,5.0,9.0,0.0,400576956.21,192289.0,74.0,MEDIUM,FMCG – Food,17.01,17.26,14.21,-1.2633333333333334,15.23,15.48,28.05,0.0,74.0,73.60406091370558,19.72,339
737,COROMANDEL,Basic Materials,Agricultural Inputs,553856466944.0,-0.5816,-7.77,-23.26,-7.86,-7.71,11.12,-23.71,9.45,5.0,2.0,755727773.65,401833.0,81.53333333333333,HIGH,Unknown,6.35,5.84,9.9,-1.4833333333333336,13.71,28.43,75.0,2.0,81.53,77.15736040609137,19.66,340
687,HDBFS,Financial Services,Credit Services,513707245568.0,-0.4872,-0.3379999999999999,-1.21,-0.32,-0.35,-2.52,-1.11,3.68,11.0,0.0,181462770.33,292635.0,62.26666666666667,MEDIUM,Unknown,22.84,19.54,16.5,-1.0633333333333332,16.5,2.79,10.28,0.0,62.27,76.90355329949239,19.59,341
717,GLAXO,Healthcare,Drug Manufacturers - General,368441163776.0,-0.5504,-5.518,-20.62,-6.1,-5.13,4.77,-24.52,9.76,4.0,0.0,207162913.03,95252.0,64.06666666666668,MEDIUM,Pharma – Formulations,9.39,7.36,12.44,-2.1533333333333338,10.91,28.68,87.18,0.0,64.07,71.8274111675127,19.4,342
759,CAPLIPOINT,Healthcare,Drug Manufacturers - Specialty & Generic,175541403648.0,-0.6229,-9.616,-4.31,-19.69,-2.9,12.68,-29.24,9.76,4.0,10.0,745178569.82,322672.0,81.13333333333334,HIGH,Pharma – Formulations,4.31,17.51,7.87,-3.3033333333333332,5.84,29.44,87.18,10.0,81.13,54.314720812182735,19.24,343
678,AARTIPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,56411787264.0,-0.4742,-5.042,-10.86,-5.54,-4.71,5.53,-12.78,9.76,4.0,0.0,130388505.1,209544.0,56.66666666666666,MEDIUM,Pharma – Formulations,11.68,13.45,17.89,-1.5733333333333333,13.45,18.02,87.18,0.0,56.67,26.14213197969543,18.77,344
677,ECLERX,Technology,Information Technology Services,126719942656.0,-0.4742,-4.91,-11.57,-3.98,-5.53,-3.78,-8.33,11.6,2.0,0.0,404217562.01,297262.0,74.33333333333333,MEDIUM,IT Services,11.93,12.94,17.89,-4.43,3.55,14.21,94.29,0.0,74.33,43.65482233502538,18.7,345
720,BSOFT,Technology,Information Technology Services,88191893504.0,-0.5588,-9.66,-19.27,-11.82,-8.22,15.26,-27.71,11.6,2.0,0.0,535321387.56,1696471.0,77.8,HIGH,IT Services,4.06,8.12,11.93,-1.593333333333333,12.94,29.19,94.29,0.0,77.8,35.025380710659896,18.21,346
672,DHANUKA,Basic Materials,Agricultural Inputs,47895719936.0,-0.4688,-4.454,-17.74,-1.31,-6.55,2.96,-3.55,9.45,5.0,2.0,259472275.0,244209.0,67.73333333333333,MEDIUM,Unknown,13.2,9.39,18.78,-1.633333333333333,12.69,6.09,75.0,2.0,67.73,24.36548223350254,18.17,347
690,CHEMPLASTS,Basic Materials,Chemicals,31656697856.0,-0.4913,-5.284000000000001,-0.95,-12.4,-0.54,8.8,-21.87,9.45,5.0,0.0,113932088.28,569034.0,53.86666666666666,MEDIUM,Unknown,10.41,20.05,15.74,-1.3800000000000001,13.96,26.4,75.0,0.0,53.87,16.243654822335024,18.08,348
679,AURIONPRO,Technology,Software - Application,41222418432.0,-0.475,-6.592,-10.24,-8.53,-5.3,7.17,-16.48,11.6,2.0,0.0,140799908.19,188588.0,58.266666666666666,MEDIUM,IT Services,8.12,13.96,17.51,-2.2199999999999993,10.66,22.59,94.29,0.0,58.27,21.31979695431472,18.07,349
731,BANKINDIA,Financial Services,Banks - Regional,659499450368.0,-0.5738,-3.556,-15.19,-0.34,-5.7,2.23,-0.91,3.68,11.0,3.0,1462255494.81,10094267.0,88.4,HIGH,Unknown,14.47,10.66,10.66,-1.27,14.97,1.9,10.28,3.0,88.4,79.69543147208121,17.83,350
732,JAMNAAUTO,Consumer Cyclical,Auto Parts,47674556416.0,-0.5764,-3.754,-13.91,0.5,-6.59,-4.48,1.06,5.0,9.0,1.0,304303765.84,2551814.0,70.73333333333333,MEDIUM,FMCG – Food,14.21,11.93,10.41,-3.5233333333333334,5.08,98.22,28.05,1.0,70.73,23.85786802030457,17.61,351
718,BHARTIHEXA,Communication Services,Telecom Services,728599953408.0,-0.5555,-1.626,-9.22,-0.36,-2.47,0.12,-1.34,2.52,12.0,0.0,153094228.33,105061.0,59.6,MEDIUM,Unknown,19.29,14.97,12.18,-0.9033333333333333,16.75,3.3,0.89,0.0,59.6,81.97969543147208,17.47,352
744,CEATLTD,Consumer Cyclical,Auto Parts,125768728576.0,-0.5969,-5.37,-2.11,-12.12,-0.87,11.36,-29.36,5.0,9.0,0.0,283868868.13,91054.0,69.19999999999999,MEDIUM,FMCG – Food,9.9,17.77,9.39,-0.543333333333333,19.04,29.95,28.05,0.0,69.2,42.89340101522843,17.45,353
743,POONAWALLA,Financial Services,Credit Services,332922126336.0,-0.5931,-4.466,-12.25,-4.1,-4.71,6.72,-10.66,3.68,11.0,0.0,438428081.31,1153151.0,75.4,MEDIUM,Unknown,12.94,12.69,9.64,-0.6966666666666663,17.77,17.26,10.28,0.0,75.4,69.79695431472082,17.33,354
754,BLACKBUCK,Technology,Software - Application,96583065600.0,-0.6152,-10.634,-18.73,-15.02,-7.71,15.03,-36.48,11.6,2.0,2.0,403639147.03,760937.0,74.13333333333333,MEDIUM,IT Services,3.3,8.38,8.63,-2.566666666666667,9.64,35.03,94.29,2.0,74.13,36.29441624365482,17.27,355
755,AMBUJACEM,Basic Materials,Building Materials,1018278051840.0,-0.6161,-6.872,-23.74,-5.48,-7.8,-0.56,-16.68,9.45,5.0,0.0,1366827680.16,3335353.0,87.6,HIGH,Unknown,7.61,5.33,8.38,-4.613333333333334,1.78,23.1,75.0,0.0,87.6,85.53299492385787,17.27,356
721,CELLO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",83185303552.0,-0.5598,-4.594,-11.06,-6.07,-3.61,10.63,-18.6,5.0,9.0,0.0,122237357.22,324581.0,55.53333333333333,MEDIUM,FMCG – Food,12.69,13.2,11.68,0.31666666666666704,22.84,24.62,28.05,0.0,55.53,33.50253807106599,17.21,357
783,GODREJCP,Consumer Defensive,Household & Personal Products,1051486126080.0,-0.6832,-6.95,-22.91,-8.18,-6.13,5.89,-30.57,6.53,8.0,2.0,1771222492.4,1723650.0,90.13333333333333,HIGH,FMCG – Food,7.11,6.35,5.58,-2.806666666666666,8.63,30.2,38.83,2.0,90.13,86.04060913705584,17.1,358
753,APOLLOTYRE,Consumer Cyclical,Auto Parts,244081508352.0,-0.6141,-5.054,-18.32,-4.61,-5.35,5.97,-15.79,5.0,9.0,0.0,696709446.16,1805648.0,80.33333333333333,HIGH,FMCG – Food,11.42,8.88,8.88,-1.3300000000000003,14.47,21.83,28.05,0.0,80.33,63.1979695431472,16.94,359
774,DALBHARAT,Basic Materials,Building Materials,307481018368.0,-0.6602,-8.966,-21.86,-11.6,-7.21,8.94,-35.16,9.45,5.0,0.0,403811557.29,246542.0,74.2,MEDIUM,Unknown,4.82,6.85,7.36,-3.2899999999999996,6.09,34.26,75.0,0.0,74.2,67.51269035532995,16.65,360
798,APLAPOLLO,Basic Materials,Steel,489345155072.0,-0.7112,-10.528,-33.21,-10.39,-10.62,10.7,-32.49,9.45,5.0,0.0,1234590472.94,700517.0,86.86666666666667,HIGH,Unknown,3.55,3.81,4.31,-3.436666666666666,5.58,32.23,75.0,0.0,86.87,76.39593908629442,16.42,361
688,FUSION,Financial Services,Credit Services,27045441536.0,-0.4888,-0.5880000000000002,2.02,-3.0,1.02,0.19,-5.93,3.68,11.0,0.0,67868845.67,405817.0,45.93333333333333,LOW,Unknown,21.32,21.83,16.24,-0.5966666666666667,18.78,9.39,10.28,0.0,45.93,13.959390862944163,16.36,362
779,BPCL,Energy,Oil & Gas Refining & Marketing,1230504460288.0,-0.6741,-8.782,-38.63,-2.11,-13.23,1.84,-6.16,8.66,6.0,0.0,2570574657.6,8925606.0,93.13333333333334,HIGH,Oil Exploration,5.58,3.05,6.6,-4.5,2.79,10.41,65.74,0.0,93.13,89.34010152284264,15.95,363
701,AWHCL,Industrials,Waste Management,12564399104.0,-0.5167,-4.7940000000000005,-1.69,-10.38,-1.07,7.54,-16.43,7.49,7.0,0.0,61730080.19,139393.0,44.6,LOW,Capital Goods,12.18,18.02,14.72,-1.3033333333333337,14.72,22.34,53.3,0.0,44.6,4.822335025380711,15.77,364
778,EIDPARRY,Basic Materials,Agricultural Inputs,128685015040.0,-0.6645,-8.778,-22.55,-12.09,-6.57,10.17,-41.5,9.45,5.0,0.0,263605856.66,364474.0,68.06666666666666,MEDIUM,Unknown,5.84,6.6,6.85,-2.83,8.38,36.04,75.0,0.0,68.07,44.67005076142132,15.77,365
748,ACC,Basic Materials,Building Materials,247165583360.0,-0.6061,-6.126,-28.59,-4.08,-7.49,-0.15,-15.57,9.45,5.0,0.0,229491636.34,174359.0,65.86666666666666,MEDIUM,Unknown,8.88,4.57,9.14,-3.9066666666666667,4.31,21.32,75.0,0.0,65.87,63.45177664974619,15.76,366
781,HEROMOTOCO,Consumer Cyclical,Auto Manufacturers,971791466496.0,-0.6771,-6.096,-28.35,-2.79,-8.3,2.17,-9.53,5.0,9.0,0.0,2671409244.14,550046.0,93.73333333333332,HIGH,FMCG – Food,9.14,4.82,6.09,-2.973333333333333,7.61,15.74,28.05,0.0,93.73,85.27918781725889,15.73,367
788,BAJAJFINSV,Financial Services,Financial Conglomerates,2660237312000.0,-0.6923,-4.78,-23.08,-3.58,-5.58,-0.19,-14.81,3.68,11.0,0.0,1412540633.08,848781.0,88.06666666666668,HIGH,Unknown,12.44,6.09,4.82,-3.1166666666666667,7.36,20.3,10.28,0.0,88.07,95.93908629441624,15.64,368
821,BRITANNIA,Consumer Defensive,Packaged Foods,1245529899008.0,-0.7797,-8.098,-43.2,-6.76,-8.99,5.91,-32.48,6.53,8.0,0.0,1913096771.5,369966.0,90.8,HIGH,FMCG – Food,6.09,2.03,3.05,-3.28,6.35,31.98,38.83,0.0,90.8,89.84771573604061,15.57,369
776,CRISIL,Financial Services,Financial Data & Stock Exchanges,292761403392.0,-0.6627,-5.166,-14.57,-6.69,-4.15,5.69,-23.49,3.68,11.0,4.0,167229252.44,41773.0,61.06666666666667,MEDIUM,Unknown,10.91,10.91,7.11,-1.7166666666666666,12.44,28.17,10.28,4.0,61.07,66.75126903553299,15.55,370
795,IOC,Energy,Oil & Gas Refining & Marketing,1932915245056.0,-0.7065,-8.943999999999999,-44.84,-2.11,-13.5,1.46,-7.01,8.66,6.0,0.0,2167715541.58,15836612.0,91.86666666666666,HIGH,Oil Exploration,5.08,1.78,4.57,-4.716666666666666,1.52,12.18,65.74,0.0,91.87,93.65482233502537,15.33,371
758,GMMPFAUDLR,Industrials,Specialty Industrial Machinery,34059591680.0,-0.6201,-7.414,-18.6,-10.27,-5.51,13.84,-34.67,7.49,7.0,0.0,153046596.95,202015.0,59.53333333333334,MEDIUM,Capital Goods,6.6,8.63,8.12,-0.6466666666666665,18.27,33.76,53.3,0.0,59.53,17.00507614213198,15.31,372
816,HAVELLS,Industrials,Electrical Equipment & Parts,724795260928.0,-0.7677,-9.858,-33.64,-10.56,-9.39,9.08,-37.84,7.49,7.0,0.0,1032596802.42,893636.0,84.93333333333334,HIGH,Capital Goods,3.81,3.3,3.3,-3.6233333333333344,4.82,35.28,53.3,0.0,84.93,81.7258883248731,15.29,373
782,DABUR,Consumer Defensive,Household & Personal Products,759074193408.0,-0.6817,-6.236000000000001,-30.69,-3.8,-7.86,0.2,-14.84,6.53,8.0,0.0,941950034.94,2201332.0,84.0,HIGH,FMCG – Food,8.63,4.31,5.84,-3.8200000000000003,4.57,20.56,38.83,0.0,84.0,82.48730964467005,15.1,374
814,HDFCBANK,Financial Services,Banks - Regional,11499653300224.0,-0.7604,-6.898,-39.76,-2.56,-9.79,3.67,-10.4,3.68,11.0,0.0,28120838648.25,37652594.0,100.0,HIGH,Unknown,7.36,2.54,3.55,-2.893333333333333,8.12,16.75,10.28,0.0,100.0,100.0,15.04,375
765,DLINKINDIA,Technology,Communication Equipment,17803907072.0,-0.6308,-11.733999999999998,-14.3,-17.83,-7.67,15.72,-33.24,11.6,2.0,7.0,80897726.99,161328.0,48.6,LOW,IT Services,2.92,11.42,7.61,-3.26,6.73,32.61,94.29,7.0,48.6,8.121827411167512,14.68,376
850,HINDPETRO,Energy,Oil & Gas Refining & Marketing,796656730112.0,-1.0292,-19.26,-56.31,-13.86,-22.86,9.66,-34.14,8.66,6.0,0.0,2460418213.17,6571630.0,92.8,HIGH,Oil Exploration,0.38,0.89,0.76,-9.02,0.63,33.38,65.74,0.0,92.8,82.99492385786802,14.17,377
847,IDBI,Financial Services,Banks - Regional,805677498368.0,-1.006,-16.907999999999998,-57.34,2.34,-29.74,-2.59,4.51,3.68,11.0,4.0,539601125.24,7201403.0,78.0,HIGH,Unknown,0.76,0.51,1.02,-9.996666666666666,0.25,91.12,10.28,4.0,78.0,83.50253807106598,14.16,378
780,BECTORFOOD,Consumer Defensive,Packaged Foods,54788612096.0,-0.6745,-8.784,-16.57,-12.15,-6.54,13.21,-30.78,6.53,8.0,4.0,148692219.05,833150.0,59.266666666666666,MEDIUM,FMCG – Food,5.33,10.41,6.35,-1.8266666666666669,11.93,30.46,38.83,4.0,59.27,25.63451776649746,13.8,379
724,GULFOILLUB,Basic Materials,Specialty Chemicals,45453926400.0,-0.5615,-5.442,-18.24,-4.53,-6.05,-1.65,-13.66,9.45,5.0,0.0,86475021.92,94204.0,49.8,LOW,Unknown,9.64,9.14,11.42,-4.076666666666667,4.06,19.04,75.0,0.0,49.8,23.096446700507613,13.8,380
854,ASHOKLEY,Industrials,Farm & Heavy Construction Machinery,831385305088.0,-1.0574,-19.26,-56.31,-13.86,-22.86,9.66,-34.14,7.49,7.0,0.0,4107368640.15,29019138.0,96.53333333333332,HIGH,Capital Goods,0.38,0.89,0.25,-9.02,0.63,33.38,53.3,0.0,96.53,83.75634517766497,13.67,381
827,ESCORTS,Industrials,Farm & Heavy Construction Machinery,301541097472.0,-0.8082,-12.168,-31.85,-13.08,-11.56,11.1,-36.03,7.49,7.0,0.0,441751711.51,161188.0,75.46666666666667,MEDIUM,Capital Goods,2.28,4.06,2.54,-4.513333333333334,2.54,34.77,53.3,0.0,75.47,67.25888324873097,13.3,382
829,BLUESTARCO,Industrials,Building Products & Equipment,325185863680.0,-0.8434,-13.376,-38.95,-12.62,-13.88,12.94,-35.41,7.49,7.0,0.0,705899085.59,446291.0,80.60000000000001,HIGH,Capital Goods,1.78,2.79,2.03,-4.5200000000000005,2.28,34.52,53.3,0.0,80.6,69.03553299492386,13.28,383
786,EIHOTEL,Consumer Cyclical,Lodging,183419305984.0,-0.691,-7.119999999999999,-16.59,-10.03,-5.18,9.36,-32.13,5.0,9.0,0.0,51704080.38,176284.0,41.73333333333333,LOW,FMCG – Food,6.85,10.15,5.08,-1.95,11.68,31.47,28.05,0.0,41.73,55.58375634517766,13.24,384
712,ICEMAKE,Industrials,Specialty Industrial Machinery,12016269312.0,-0.5345,-3.15,-9.2,-2.46,-3.61,-6.67,-6.27,7.49,7.0,0.0,58120954.45,76324.0,43.8,LOW,Capital Goods,14.97,15.23,13.2,-4.246666666666667,3.81,11.29,53.3,0.0,43.8,4.314720812182741,12.81,385
784,CHOLAHLDNG,Financial Services,Credit Services,268765888512.0,-0.6841,-5.236,-13.65,-4.51,-5.72,-3.19,-10.76,3.68,11.0,0.0,261186137.69,182482.0,68.0,MEDIUM,Unknown,10.66,12.18,5.33,-4.473333333333334,3.17,17.51,10.28,0.0,68.0,64.9746192893401,12.56,386
811,BLUEDART,Industrials,Integrated Freight & Logistics,112864296960.0,-0.7526,-9.386,-33.45,-10.49,-8.65,10.38,-40.56,7.49,7.0,2.0,61103760.51,12846.0,44.53333333333334,LOW,Capital Goods,4.57,3.55,3.81,-2.92,7.87,35.53,53.3,2.0,44.53,40.10152284263959,12.35,387
824,HDFCLIFE,Financial Services,Insurance - Life,1185605353472.0,-0.7935,-6.79,-45.7,-0.64,-10.89,-1.89,-2.69,3.68,11.0,0.0,1739866441.08,3165984.0,90.0,HIGH,Unknown,7.87,1.52,2.79,-4.473333333333334,3.17,4.82,10.28,0.0,90.0,88.3248730964467,12.2,388
805,ASIANTILES,Industrials,Building Products & Equipment,17376417792.0,-0.7301,-11.733999999999998,-14.3,-17.83,-7.67,15.72,-33.24,7.49,7.0,2.0,139785762.84,2385016.0,58.13333333333334,MEDIUM,Capital Goods,2.92,11.42,4.06,-3.26,6.73,32.61,53.3,2.0,58.13,7.614213197969544,11.62,389
845,EMAMILTD,Consumer Defensive,Household & Personal Products,172352028672.0,-0.9965,-14.206,-52.41,-15.16,-13.57,12.32,-58.56,6.53,8.0,2.0,199936466.26,506361.0,63.6,MEDIUM,FMCG – Food,1.27,1.27,1.27,-5.47,1.27,37.06,38.83,2.0,63.6,53.55329949238579,10.78,390
844,CENTRALBK,Financial Services,Banks - Regional,278421110784.0,-0.9594,-13.064,-42.75,-12.77,-13.26,12.27,-41.17,3.68,11.0,0.0,569750080.23,18522434.0,78.4,HIGH,Unknown,2.03,2.28,1.52,-4.586666666666667,2.03,35.79,10.28,0.0,78.4,65.73604060913706,10.75,391
851,ICICIPRULI,Financial Services,Insurance - Life,675272523776.0,-1.0439,-13.382,-66.12,-6.32,-18.09,3.29,-23.1,3.68,11.0,0.0,882083154.46,1893695.0,83.26666666666667,HIGH,Unknown,1.52,0.25,0.51,-7.04,1.02,27.92,10.28,0.0,83.27,80.45685279187818,10.65,392
828,BAJAJELEC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",35656364032.0,-0.8355,-11.79,-21.1,-18.39,-7.39,18.22,-52.5,5.0,9.0,0.0,100860041.1,326408.0,52.0,MEDIUM,FMCG – Food,2.54,7.11,2.28,-2.520000000000001,9.9,36.55,28.05,0.0,52.0,18.02030456852792,10.26,393
843,INDOTHAI,Financial Services,Capital Markets,29543598080.0,-0.9576,-15.468,-20.12,-25.29,-8.92,23.77,-57.05,3.68,11.0,0.0,206107372.44,897289.0,63.93333333333333,MEDIUM,Unknown,1.02,7.61,1.78,-3.4800000000000004,5.33,36.8,10.28,0.0,63.93,15.48223350253807,8.66,394
